#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
chromosome,NZ_CP099547.1,511655,512863,-,,,NG665_RS02170,WP_252673672.1,402,dicarboxylate/amino acid:cation symporter
chromosome,NZ_CP099547.1,513008,514063,+,,,NG665_RS02175,WP_252673673.1,351,LLM class flavin-dependent oxidoreductase
chromosome,NZ_CP099547.1,514238,515014,-,,,NG665_RS02180,WP_252673674.1,258,formate/nitrite transporter family protein
chromosome,NZ_CP099547.1,515102,517648,-,,pepN,NG665_RS02185,WP_252673675.1,848,aminopeptidase N
chromosome,NZ_CP099547.1,517867,518595,-,,,NG665_RS02190,WP_252673676.1,242,GNAT family N-acetyltransferase
chromosome,NZ_CP099547.1,518598,520598,-,,,NG665_RS02195,WP_252673677.1,666,peptidase M13
chromosome,NZ_CP099547.1,520655,521098,+,,,NG665_RS02200,WP_252673678.1,147,ribose-5-phosphate isomerase
chromosome,NZ_CP099547.1,521262,521813,-,,cysE,NG665_RS02205,WP_252673679.1,183,serine O-acetyltransferase
chromosome,NZ_CP099547.1,521858,522787,-,,cysK,NG665_RS02210,WP_252674064.1,309,cysteine synthase A
chromosome,NZ_CP099547.1,523044,523697,-,,,NG665_RS02215,WP_252673680.1,217,IMPACT family protein
chromosome,NZ_CP099547.1,523867,524031,+,,rpmF,NG665_RS02220,WP_013169725.1,54,MULTISPECIES: 50S ribosomal protein L32
chromosome,NZ_CP099547.1,524147,524851,+,,,NG665_RS02225,WP_252673681.1,234,hypothetical protein
chromosome,NZ_CP099547.1,524851,525843,+,,,NG665_RS02230,WP_252673682.1,330,glycoside hydrolase
chromosome,NZ_CP099547.1,525820,526683,-,,,NG665_RS02235,WP_252673683.1,287,anchored repeat-type ABC transporter permease subunit
chromosome,NZ_CP099547.1,526680,527408,-,,,NG665_RS02240,WP_252673684.1,242,ABC transporter ATP-binding protein
chromosome,NZ_CP099547.1,527405,528370,-,,,NG665_RS02245,WP_252673685.1,321,choice-of-anchor M domain-containing protein
chromosome,NZ_CP099547.1,528367,529911,-,,,NG665_RS02250,WP_252673686.1,514,"anchored repeat ABC transporter, substrate-binding protein"
chromosome,NZ_CP099547.1,530338,532695,+,,,NG665_RS02255,WP_252673687.1,785,carbon starvation protein A
chromosome,NZ_CP099547.1,532802,533005,+,,,NG665_RS02260,WP_252673688.1,67,YbdD/YjiX family protein
chromosome,NZ_CP099547.1,533085,533909,-,,,NG665_RS02265,WP_252673689.1,274,aldo/keto reductase
chromosome,NZ_CP099547.1,534242,534538,-,,,NG665_RS02270,WP_252673690.1,98,hypothetical protein
chromosome,NZ_CP099547.1,534575,534871,-,,,NG665_RS02275,WP_252673691.1,98,metalloregulator ArsR/SmtB family transcription factor
chromosome,NZ_CP099547.1,535103,536170,+,,,NG665_RS02280,WP_252673692.1,355,BCCT family transporter
chromosome,NZ_CP099547.1,536113,537162,+,,,NG665_RS02285,WP_252674065.1,349,BCCT family transporter
chromosome,NZ_CP099547.1,537154,538860,-,,,NG665_RS02290,WP_252673693.1,568,DASS family sodium-coupled anion symporter
chromosome,NZ_CP099547.1,539127,545039,+,,,NG665_RS02295,WP_252673694.1,1970,SpaA isopeptide-forming pilin-related protein
chromosome,NZ_CP099547.1,545285,545953,-,,,NG665_RS02300,WP_252673695.1,222,deoxynucleoside kinase
chromosome,NZ_CP099547.1,546208,548109,-,,,NG665_RS02305,WP_252673696.1,633,heavy metal translocating P-type ATPase
chromosome,NZ_CP099547.1,548697,548927,+,,,NG665_RS02310,WP_252673697.1,76,(4Fe-4S)-binding protein
chromosome,NZ_CP099547.1,549054,549725,+,,,NG665_RS02315,WP_252673698.1,223,class I SAM-dependent methyltransferase
chromosome,NZ_CP099547.1,549977,550201,-,,,NG665_RS02320,WP_252673699.1,74,hypothetical protein
chromosome,NZ_CP099547.1,550400,551851,-,,,NG665_RS02325,WP_252673700.1,483,NAD(P)/FAD-dependent oxidoreductase
chromosome,NZ_CP099547.1,553081,553698,-,,,NG665_RS02330,WP_252673701.1,205,hypothetical protein
chromosome,NZ_CP099547.1,554202,555599,+,,,NG665_RS02335,WP_252674066.1,465,DUF1906 domain-containing protein
chromosome,NZ_CP099547.1,558086,558622,+,,,NG665_RS02345,WP_252674067.1,178,transposase
chromosome,NZ_CP099547.1,560356,563406,+,,lanM,NG665_RS02350,WP_252673702.1,1016,type 2 lanthipeptide synthetase LanM
chromosome,NZ_CP099547.1,563411,564112,+,,,NG665_RS02355,WP_252673703.1,233,NAD(P)H-dependent oxidoreductase
chromosome,NZ_CP099547.1,564109,566244,+,,,NG665_RS02360,WP_252673704.1,711,peptidase domain-containing ABC transporter
chromosome,NZ_CP099547.1,566400,568103,-,,,NG665_RS02365,WP_252673705.1,567,DUF2326 domain-containing protein
chromosome,NZ_CP099547.1,568093,568314,-,,,NG665_RS02370,WP_252673706.1,73,hypothetical protein
chromosome,NZ_CP099547.1,568301,569413,-,,,NG665_RS02375,WP_252673707.1,370,hypothetical protein
chromosome,NZ_CP099547.1,569663,569806,+,,,NG665_RS02380,WP_252673708.1,47,hypothetical protein
chromosome,NZ_CP099547.1,570160,570849,+,,,NG665_RS02385,WP_252673709.1,229,sigma-70 family RNA polymerase sigma factor
chromosome,NZ_CP099547.1,570855,571091,+,,,NG665_RS02390,WP_252673710.1,78,hypothetical protein
chromosome,NZ_CP099547.1,571088,571501,+,,,NG665_RS02395,WP_252673711.1,137,hypothetical protein
chromosome,NZ_CP099547.1,571488,572624,+,,,NG665_RS02400,WP_252673712.1,378,DUF2800 domain-containing protein
chromosome,NZ_CP099547.1,572647,573201,+,,,NG665_RS02405,WP_252673713.1,184,DUF2815 family protein
chromosome,NZ_CP099547.1,573219,573404,+,,,NG665_RS02410,WP_252673714.1,61,hypothetical protein
chromosome,NZ_CP099547.1,573481,575448,+,,,NG665_RS02415,WP_252673715.1,655,DNA polymerase
chromosome,NZ_CP099547.1,575452,575643,-,,,NG665_RS02420,WP_252673716.1,63,hypothetical protein
chromosome,NZ_CP099547.1,575791,576558,+,,,NG665_RS02425,WP_252673717.1,255,phage antirepressor KilAC domain-containing protein
chromosome,NZ_CP099547.1,576555,576992,+,,,NG665_RS02430,WP_252673718.1,145,DUF4406 domain-containing protein
chromosome,NZ_CP099547.1,576989,579250,+,,,NG665_RS02435,WP_252673719.1,753,"phage/plasmid primase, P4 family"
chromosome,NZ_CP099547.1,579388,579666,+,,,NG665_RS02440,WP_252673720.1,92,VRR-NUC domain-containing protein
chromosome,NZ_CP099547.1,579647,581023,+,,,NG665_RS02445,WP_252673721.1,458,DEAD/DEAH box helicase
chromosome,NZ_CP099547.1,581014,581472,+,,,NG665_RS02450,WP_252673722.1,152,hypothetical protein
chromosome,NZ_CP099547.1,581612,581989,+,,,NG665_RS02455,WP_252673723.1,125,HNH endonuclease
chromosome,NZ_CP099547.1,581986,582237,-,,,NG665_RS02460,WP_252673724.1,83,50S ribosomal protein L7/L12
chromosome,NZ_CP099547.1,582406,582987,-,,,NG665_RS02465,WP_252673725.1,193,ClbS/DfsB family four-helix bundle protein
chromosome,NZ_CP099547.1,583023,583595,+,,,NG665_RS02470,WP_252673726.1,190,P27 family phage terminase small subunit
chromosome,NZ_CP099547.1,583677,584861,+,,metK,NG665_RS02475,WP_252673727.1,394,methionine adenosyltransferase
chromosome,NZ_CP099547.1,584836,586083,+,,,NG665_RS02480,WP_252673728.1,415,DNA methyltransferase
chromosome,NZ_CP099547.1,586190,586477,+,,,NG665_RS02485,WP_252673729.1,95,hypothetical protein
chromosome,NZ_CP099547.1,586704,587042,+,,,NG665_RS02490,WP_252673730.1,112,hypothetical protein
chromosome,NZ_CP099547.1,587042,587236,+,,,NG665_RS02495,WP_252673731.1,64,hypothetical protein
chromosome,NZ_CP099547.1,587340,588944,+,,,NG665_RS02500,WP_252673732.1,534,terminase large subunit
chromosome,NZ_CP099547.1,588947,589261,-,,,NG665_RS02505,WP_252674068.1,104,TfoX/Sxy family protein
chromosome,NZ_CP099547.1,589317,590621,+,,,NG665_RS02510,WP_252673733.1,434,phage portal protein
chromosome,NZ_CP099547.1,590618,591493,+,,,NG665_RS02515,WP_252673734.1,291,Clp protease ClpP
chromosome,NZ_CP099547.1,591508,592737,+,,,NG665_RS02520,WP_252673735.1,409,phage major capsid protein
chromosome,NZ_CP099547.1,592761,593078,+,,,NG665_RS02525,WP_252673736.1,105,head-tail connector protein
chromosome,NZ_CP099547.1,593081,593410,+,,,NG665_RS02530,WP_252673737.1,109,head-tail adaptor protein
chromosome,NZ_CP099547.1,593413,593850,+,,,NG665_RS02535,WP_252673738.1,145,HK97 gp10 family phage protein
chromosome,NZ_CP099547.1,593847,594191,+,,,NG665_RS02540,WP_252673739.1,114,hypothetical protein
chromosome,NZ_CP099547.1,594203,594796,+,,,NG665_RS02545,WP_252673740.1,197,phage tail protein
chromosome,NZ_CP099547.1,594809,595225,+,,,NG665_RS02550,WP_252673741.1,138,hypothetical protein
chromosome,NZ_CP099547.1,595416,595802,-,,,NG665_RS02555,WP_252673742.1,128,hypothetical protein
chromosome,NZ_CP099547.1,595860,598538,+,,,NG665_RS02560,WP_252673743.1,892,tape measure protein
chromosome,NZ_CP099547.1,598541,599233,+,,,NG665_RS02565,WP_252673744.1,230,hypothetical protein
chromosome,NZ_CP099547.1,599311,603180,+,,,NG665_RS02570,WP_252673745.1,1289,phage tail protein
chromosome,NZ_CP099547.1,603198,603620,+,,,NG665_RS02575,WP_252673746.1,140,DUF1617 family protein
chromosome,NZ_CP099547.1,603617,603838,+,,,NG665_RS02580,WP_252673747.1,73,acetyl-CoA carboxylase
chromosome,NZ_CP099547.1,603919,604380,+,,,NG665_RS02585,WP_252673748.1,153,phage holin family protein
chromosome,NZ_CP099547.1,604377,605210,+,,,NG665_RS02590,WP_252673749.1,277,N-acetylmuramoyl-L-alanine amidase
chromosome,NZ_CP099547.1,605288,605884,-,,,NG665_RS02595,WP_252673750.1,198,hypothetical protein
chromosome,NZ_CP099547.1,605891,606076,+,,,NG665_RS02600,WP_252673751.1,61,hypothetical protein
chromosome,NZ_CP099547.1,606729,606938,+,,,NG665_RS02605,WP_252673752.1,69,BlaI family transcriptional regulator
chromosome,NZ_CP099547.1,606985,608235,+,,,NG665_RS02610,WP_252673753.1,416,recombinase family protein
chromosome,NZ_CP099547.1,608232,609803,+,,,NG665_RS02615,WP_252673754.1,523,recombinase family protein
chromosome,NZ_CP099547.1,610293,610943,-,,,NG665_RS02625,WP_252674069.1,216,response regulator transcription factor
chromosome,NZ_CP099547.1,610979,611722,-,,,NG665_RS02630,WP_252673755.1,247,histidine kinase
chromosome,NZ_CP099547.1,611847,612530,+,,,NG665_RS02635,WP_252673756.1,227,ABC transporter ATP-binding protein
chromosome,NZ_CP099547.1,612527,613921,+,,,NG665_RS02640,WP_252673757.1,464,hypothetical protein
chromosome,NZ_CP099547.1,614102,615961,+,,,NG665_RS02645,WP_252673758.1,619,phosphoenolpyruvate carboxykinase (GTP)
chromosome,NZ_CP099547.1,616093,616914,+,,,NG665_RS02650,WP_252673759.1,273,YdcF family protein
chromosome,NZ_CP099547.1,616901,617959,-,,,NG665_RS02655,WP_252673760.1,352,GTP-binding protein
chromosome,NZ_CP099547.1,618058,618363,+,,rpsN,NG665_RS02660,WP_252673761.1,101,30S ribosomal protein S14
chromosome,NZ_CP099547.1,618438,618560,+,,ykgO,NG665_RS02665,WP_252673762.1,40,type B 50S ribosomal protein L36
chromosome,NZ_CP099547.1,618560,618793,+,,rpmB,NG665_RS02670,WP_252673763.1,77,50S ribosomal protein L28
chromosome,NZ_CP099547.1,618803,618970,+,,rpmG,NG665_RS02675,WP_252673764.1,55,50S ribosomal protein L33
chromosome,NZ_CP099547.1,619098,619763,-,,,NG665_RS02680,WP_252673765.1,221,LPXTG cell wall anchor domain-containing protein
chromosome,NZ_CP099547.1,620555,620701,+,,,NG665_RS02695,WP_252673766.1,48,hypothetical protein
chromosome,NZ_CP099547.1,621355,622881,+,,tig,NG665_RS02700,WP_252673767.1,508,trigger factor
chromosome,NZ_CP099547.1,623444,624115,+,,,NG665_RS02705,WP_252673768.1,223,ATP-dependent Clp protease proteolytic subunit
chromosome,NZ_CP099547.1,624190,624837,+,,,NG665_RS02710,WP_252674070.1,215,ATP-dependent Clp protease proteolytic subunit
chromosome,NZ_CP099547.1,625135,626409,+,,clpX,NG665_RS02715,WP_252673769.1,424,ATP-dependent Clp protease ATP-binding subunit ClpX
chromosome,NZ_CP099547.1,626602,628428,-,,,NG665_RS02720,WP_252673770.1,608,AMP-dependent synthetase/ligase
chromosome,NZ_CP099547.1,628607,631282,-,,valS,NG665_RS02725,WP_252673771.1,891,valine--tRNA ligase
chromosome,NZ_CP099547.1,631363,632160,-,,proC,NG665_RS02730,WP_252673772.1,265,pyrroline-5-carboxylate reductase
chromosome,NZ_CP099547.1,632165,632893,-,,,NG665_RS02735,WP_252673773.1,242,DUF1643 domain-containing protein
chromosome,NZ_CP099547.1,632916,634682,-,,,NG665_RS02740,WP_252673774.1,588,ABC transporter ATP-binding protein/permease
chromosome,NZ_CP099547.1,634679,636367,-,,,NG665_RS02745,WP_252673775.1,562,ABC transporter ATP-binding protein/permease
chromosome,NZ_CP099547.1,636792,636974,+,,,NG665_RS02750,WP_252673776.1,60,hypothetical protein
chromosome,NZ_CP099547.1,636952,640137,+,,ileS,NG665_RS02755,WP_252673777.1,1061,isoleucine--tRNA ligase
chromosome,NZ_CP099547.1,640138,641658,+,,,NG665_RS02760,WP_252673778.1,506,bifunctional folylpolyglutamate synthase/dihydrofolate synthase
chromosome,NZ_CP099547.1,641655,642071,+,,ndk,NG665_RS02765,WP_252673779.1,138,nucleoside-diphosphate kinase
chromosome,NZ_CP099547.1,642071,642679,+,,dhaL,NG665_RS02770,WP_252674071.1,202,dihydroxyacetone kinase subunit DhaL
chromosome,NZ_CP099547.1,642684,646307,+,,smc,NG665_RS02775,WP_252673780.1,1207,chromosome segregation protein SMC
chromosome,NZ_CP099547.1,646384,646725,+,,,NG665_RS02780,WP_252673781.1,113,hypothetical protein
chromosome,NZ_CP099547.1,646763,647884,+,,ftsY,NG665_RS02785,WP_252673782.1,373,signal recognition particle-docking protein FtsY
chromosome,NZ_CP099547.1,647975,649528,+,,ffh,NG665_RS02790,WP_252673783.1,517,signal recognition particle protein
chromosome,NZ_CP099547.1,649549,650634,+,,,NG665_RS02795,WP_252673784.1,361,amidohydrolase family protein
chromosome,NZ_CP099547.1,650840,652645,+,,,NG665_RS02800,WP_252673785.1,601,hypothetical protein
chromosome,NZ_CP099547.1,652696,653343,+,,,NG665_RS02805,WP_252674072.1,215,TipC family immunity protein
chromosome,NZ_CP099547.1,653678,654610,-,,,NG665_RS02810,WP_252673786.1,310,cation diffusion facilitator family transporter
chromosome,NZ_CP099547.1,654857,655321,+,,rpsP,NG665_RS02815,WP_252674073.1,154,30S ribosomal protein S16
chromosome,NZ_CP099547.1,655321,655557,+,,,NG665_RS02820,WP_252673787.1,78,RNA-binding protein
chromosome,NZ_CP099547.1,655622,656143,+,,rimM,NG665_RS02825,WP_252673788.1,173,ribosome maturation factor RimM
chromosome,NZ_CP099547.1,656143,657486,+,,trmD,NG665_RS02830,WP_252673789.1,447,tRNA (guanosine(37)-N1)-methyltransferase TrmD
chromosome,NZ_CP099547.1,657615,657971,+,,rplS,NG665_RS02835,WP_252674074.1,118,50S ribosomal protein L19
chromosome,NZ_CP099547.1,658117,658950,+,,lepB,NG665_RS02840,WP_252673790.1,277,signal peptidase I
chromosome,NZ_CP099547.1,658964,659653,+,,,NG665_RS02845,WP_252673791.1,229,ribonuclease HII
chromosome,NZ_CP099547.1,659646,659966,+,,,NG665_RS02850,WP_252673792.1,106,DUF2469 family protein
chromosome,NZ_CP099547.1,660095,660466,+,,,NG665_RS02855,WP_252673793.1,123,YraN family protein
chromosome,NZ_CP099547.1,660463,661992,+,,,NG665_RS02860,WP_252673794.1,509,YifB family Mg chelatase-like AAA ATPase
chromosome,NZ_CP099547.1,661989,663134,+,,dprA,NG665_RS02865,WP_252673795.1,381,DNA-processing protein DprA
chromosome,NZ_CP099547.1,663144,664160,+,,,NG665_RS02870,WP_252673796.1,338,tyrosine recombinase XerC
chromosome,NZ_CP099547.1,664274,664912,-,,,NG665_RS02875,WP_252673797.1,212,M23 family metallopeptidase
chromosome,NZ_CP099547.1,665231,666073,+,,rpsB,NG665_RS02880,WP_252673798.1,280,30S ribosomal protein S2
chromosome,NZ_CP099547.1,666101,666970,+,,tsf,NG665_RS02885,WP_252673799.1,289,translation elongation factor Ts
chromosome,NZ_CP099547.1,667191,667355,+,,,NG665_RS02890,WP_252673800.1,54,LacI family DNA-binding transcriptional regulator
chromosome,NZ_CP099547.1,667476,667673,+,,,NG665_RS02895,WP_216402809.1,65,MULTISPECIES: hypothetical protein
chromosome,NZ_CP099547.1,667856,668008,+,,,NG665_RS02900,WP_252673801.1,50,hypothetical protein
chromosome,NZ_CP099547.1,668709,668984,-,,,NG665_RS02905,WP_216380386.1,91,MULTISPECIES: hypothetical protein
chromosome,NZ_CP099547.1,669024,669596,-,,,NG665_RS02910,WP_252673802.1,190,hypothetical protein
chromosome,NZ_CP099547.1,669739,670161,+,,,NG665_RS02915,WP_252674075.1,140,terminase
chromosome,NZ_CP099547.1,670367,670630,+,,,NG665_RS02920,WP_252673803.1,87,terminase large subunit
chromosome,NZ_CP099547.1,670812,671348,+,,,NG665_RS02925,WP_252673804.1,178,hypothetical protein
chromosome,NZ_CP099547.1,671364,671840,+,,,NG665_RS02930,WP_216380398.1,158,MULTISPECIES: hypothetical protein
chromosome,NZ_CP099547.1,671901,672179,+,,,NG665_RS02935,WP_216452588.1,92,MULTISPECIES: hypothetical protein
chromosome,NZ_CP099547.1,673090,673251,+,,,NG665_RS02940,WP_252673609.1,53,IS3 family transposase
chromosome,NZ_CP099547.1,673596,673847,+,,,NG665_RS02945,WP_252673805.1,83,integrase core domain-containing protein
chromosome,NZ_CP099547.1,674630,674914,+,,,NG665_RS02950,WP_216402757.1,94,MULTISPECIES: hypothetical protein
chromosome,NZ_CP099547.1,675238,676014,+,,,NG665_RS02955,WP_252673806.1,258,electron transfer flavoprotein beta subunit/FixA family protein
chromosome,NZ_CP099547.1,676014,676886,+,,,NG665_RS02960,WP_252673807.1,290,electron transfer flavoprotein subunit alpha/FixB family protein
chromosome,NZ_CP099547.1,676967,678268,+,,,NG665_RS02965,WP_252673808.1,433,FAD-dependent oxidoreductase
chromosome,NZ_CP099547.1,678268,678570,+,,,NG665_RS02970,WP_252673809.1,100,4Fe-4S dicluster domain-containing protein
chromosome,NZ_CP099547.1,678579,680093,-,,,NG665_RS02975,WP_252673810.1,504,MFS transporter
chromosome,NZ_CP099547.1,680327,680710,+,,,NG665_RS02980,WP_252673811.1,127,RNA-binding S4 domain-containing protein
chromosome,NZ_CP099547.1,680746,681486,+,,pyrH,NG665_RS02985,WP_252673812.1,246,UMP kinase
chromosome,NZ_CP099547.1,681496,682053,+,,frr,NG665_RS02990,WP_252673813.1,185,ribosome recycling factor
chromosome,NZ_CP099547.1,682104,682949,+,,,NG665_RS02995,WP_252673814.1,281,phosphatidate cytidylyltransferase
chromosome,NZ_CP099547.1,682995,684284,+,,rlmN,NG665_RS03000,WP_252673815.1,429,23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN
chromosome,NZ_CP099547.1,684277,684828,+,,,NG665_RS03005,WP_252673816.1,183,cell division protein DivIVA
chromosome,NZ_CP099547.1,684828,686057,+,,dxr,NG665_RS03010,WP_252673817.1,409,1-deoxy-D-xylulose-5-phosphate reductoisomerase
chromosome,NZ_CP099547.1,686064,687314,+,,,NG665_RS03015,WP_252673818.1,416,site-2 protease family protein
chromosome,NZ_CP099547.1,687351,688505,+,,ispG,NG665_RS03020,WP_252674076.1,384,flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase
chromosome,NZ_CP099547.1,688507,689355,+,,,NG665_RS03025,WP_252673819.1,282,GNAT family N-acetyltransferase
chromosome,NZ_CP099547.1,689456,691243,+,,,NG665_RS03030,WP_252674077.1,595,proline--tRNA ligase
chromosome,NZ_CP099547.1,691398,692309,-,,,NG665_RS03035,WP_252673820.1,303,hypothetical protein
chromosome,NZ_CP099547.1,692487,692957,+,,,NG665_RS03040,WP_252673821.1,156,ribosome maturation factor RimP
chromosome,NZ_CP099547.1,692957,693934,+,,nusA,NG665_RS03045,WP_252673822.1,325,transcription termination factor NusA
chromosome,NZ_CP099547.1,694076,694441,+,,,NG665_RS03050,WP_252673823.1,121,YlxR family protein
chromosome,NZ_CP099547.1,694512,697394,+,,infB,NG665_RS03055,WP_252673824.1,960,translation initiation factor IF-2
chromosome,NZ_CP099547.1,697427,697882,+,,rbfA,NG665_RS03060,WP_252673825.1,151,30S ribosome-binding factor RbfA
chromosome,NZ_CP099547.1,697882,698907,+,,truB,NG665_RS03065,WP_252673826.1,341,tRNA pseudouridine(55) synthase TruB
chromosome,NZ_CP099547.1,699133,700095,+,,,NG665_RS03070,WP_252673827.1,320,hypothetical protein
chromosome,NZ_CP099547.1,700187,701134,+,,,NG665_RS03075,WP_252673828.1,315,hypothetical protein
chromosome,NZ_CP099547.1,701301,702140,+,,,NG665_RS03080,WP_252673829.1,279,hypothetical protein
chromosome,NZ_CP099547.1,702199,703173,+,,,NG665_RS03085,WP_252673830.1,324,hypothetical protein
chromosome,NZ_CP099547.1,703269,703697,+,,,NG665_RS03090,WP_252673831.1,142,hypothetical protein
chromosome,NZ_CP099547.1,703726,704703,+,,,NG665_RS03095,WP_252673832.1,325,hypothetical protein
chromosome,NZ_CP099547.1,704737,705711,+,,,NG665_RS03100,WP_252673833.1,324,hypothetical protein
chromosome,NZ_CP099547.1,705765,707036,+,,,NG665_RS03105,WP_252673834.1,423,peptidoglycan-binding protein
chromosome,NZ_CP099547.1,707033,707698,+,,,NG665_RS03110,WP_204425295.1,221,MULTISPECIES: ABC transporter ATP-binding protein
chromosome,NZ_CP099547.1,707691,708950,+,,,NG665_RS03115,WP_252673835.1,419,ABC transporter permease
chromosome,NZ_CP099547.1,709134,709442,+,,,NG665_RS03120,WP_211080705.1,102,MULTISPECIES: hypothetical protein
chromosome,NZ_CP099547.1,709446,710441,+,,,NG665_RS03125,WP_252673836.1,331,bifunctional riboflavin kinase/FAD synthetase
chromosome,NZ_CP099547.1,711056,711760,+,,,NG665_RS03130,WP_252673837.1,234,ATP-binding cassette domain-containing protein
chromosome,NZ_CP099547.1,711757,712929,+,,,NG665_RS03135,WP_252673838.1,390,hypothetical protein
chromosome,NZ_CP099547.1,713811,714080,+,,rpsO,NG665_RS03140,WP_168917522.1,89,MULTISPECIES: 30S ribosomal protein S15
chromosome,NZ_CP099547.1,714403,716775,+,,,NG665_RS03145,WP_252673839.1,790,polyribonucleotide nucleotidyltransferase
chromosome,NZ_CP099547.1,716995,718122,+,,,NG665_RS03150,WP_252673840.1,375,MFS transporter
chromosome,NZ_CP099547.1,718242,719561,+,,,NG665_RS03155,WP_252673841.1,439,insulinase family protein
chromosome,NZ_CP099547.1,719623,720204,-,,,NG665_RS03160,WP_252673842.1,193,hypothetical protein
chromosome,NZ_CP099547.1,720376,721965,+,,,NG665_RS03165,WP_252674078.1,529,ribonuclease J
chromosome,NZ_CP099547.1,722557,723429,-,,,NG665_RS03170,WP_252673843.1,290,ABC transporter ATP-binding protein
chromosome,NZ_CP099547.1,725237,725440,+,,,NG665_RS03185,WP_252673844.1,67,hypothetical protein
chromosome,NZ_CP099547.1,725777,726223,+,,,NG665_RS03190,WP_252674079.1,148,integrase core domain-containing protein
chromosome,NZ_CP099547.1,726795,728426,+,,,NG665_RS03195,WP_252673845.1,543,ATP-binding cassette domain-containing protein
chromosome,NZ_CP099547.1,728848,729165,+,,,NG665_RS03200,WP_252673846.1,105,IS3 family transposase
chromosome,NZ_CP099547.1,730016,731053,+,,,NG665_RS03205,WP_252673847.1,345,virulence RhuM family protein
chromosome,NZ_CP099547.1,732476,735640,+,,,NG665_RS03215,WP_252673848.1,1054,N-6 DNA methylase
chromosome,NZ_CP099547.1,735649,736164,+,,,NG665_RS03220,WP_252673849.1,171,hypothetical protein
chromosome,NZ_CP099547.1,736797,737336,-,,,NG665_RS03225,WP_252673850.1,179,IS3 family transposase
chromosome,NZ_CP099547.1,737840,738748,-,,,NG665_RS03230,WP_252673851.1,302,NAD(P)-binding domain-containing protein
chromosome,NZ_CP099547.1,738886,741480,+,,,NG665_RS03235,WP_252673852.1,864,DNA translocase FtsK
chromosome,NZ_CP099547.1,741534,742106,+,,pgsA,NG665_RS03240,WP_252673853.1,190,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
chromosome,NZ_CP099547.1,742124,742612,+,,,NG665_RS03245,WP_252673854.1,162,nicotinamide-nucleotide amidohydrolase family protein
chromosome,NZ_CP099547.1,742751,743098,+,,,NG665_RS03250,WP_252673855.1,115,helix-turn-helix domain-containing protein
chromosome,NZ_CP099547.1,743101,743337,+,,,NG665_RS03255,WP_252673856.1,78,DUF3046 domain-containing protein
chromosome,NZ_CP099547.1,743664,744710,+,,recA,NG665_RS03260,WP_252673857.1,348,recombinase RecA
chromosome,NZ_CP099547.1,744772,745356,+,,,NG665_RS03265,WP_252673858.1,194,recombination regulator RecX
chromosome,NZ_CP099547.1,745450,746994,+,,miaB,NG665_RS03270,WP_252673859.1,514,tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB
chromosome,NZ_CP099547.1,746998,747933,+,,miaA,NG665_RS03275,WP_252673860.1,311,tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA
chromosome,NZ_CP099547.1,747905,748543,-,,,NG665_RS03280,WP_252673861.1,212,methyltransferase
chromosome,NZ_CP099547.1,748643,750145,+,,hflX,NG665_RS03285,WP_252674080.1,500,GTPase HflX
chromosome,NZ_CP099547.1,750138,752072,+,,,NG665_RS03290,WP_252673862.1,644,ATP-dependent DNA helicase
chromosome,NZ_CP099547.1,752085,752831,-,,lexA,NG665_RS03295,WP_252673863.1,248,transcriptional repressor LexA
chromosome,NZ_CP099547.1,753066,753695,+,,,NG665_RS03300,WP_252673864.1,209,LysM peptidoglycan-binding domain-containing protein
chromosome,NZ_CP099547.1,753752,754210,+,,nrdR,NG665_RS03305,WP_252673865.1,152,transcriptional regulator NrdR
chromosome,NZ_CP099547.1,754389,756614,-,,,NG665_RS03310,WP_252673866.1,741,AMP-binding protein
chromosome,NZ_CP099547.1,756713,758968,-,,,NG665_RS03315,WP_252673867.1,751,AAA family ATPase
chromosome,NZ_CP099547.1,759136,760155,+,,,NG665_RS03320,WP_252673868.1,339,PAC2 family protein
chromosome,NZ_CP099547.1,760127,760954,-,,,NG665_RS03325,WP_252673869.1,275,fused MFS/spermidine synthase
chromosome,NZ_CP099547.1,761025,762257,+,,dinB,NG665_RS03330,WP_252673870.1,410,DNA polymerase IV
chromosome,NZ_CP099547.1,762316,762705,+,,,NG665_RS03335,WP_252673871.1,129,DUF3040 domain-containing protein
chromosome,NZ_CP099547.1,763108,763539,+,,mraZ,NG665_RS03340,WP_252673872.1,143,division/cell wall cluster transcriptional repressor MraZ
chromosome,NZ_CP099547.1,763651,764661,+,,rsmH,NG665_RS03345,WP_252673873.1,336,16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH
chromosome,NZ_CP099547.1,764658,765056,+,,,NG665_RS03350,WP_252673874.1,132,hypothetical protein
chromosome,NZ_CP099547.1,765077,766960,+,,,NG665_RS03355,WP_252673875.1,627,penicillin-binding protein 2
chromosome,NZ_CP099547.1,766960,768456,+,,,NG665_RS03360,WP_252673876.1,498,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase"
