#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
WP_193326256.1	1219585.HMPREF1631_02085	1.62e-18	92.0	29XU9@1|root,30JKF@2|Bacteria,2H1G2@201174|Actinobacteria,4D86J@85005|Actinomycetales	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_193326259.1	644284.Arch_0267	1.7e-282	786.0	COG0578@1|root,COG0578@2|Bacteria,2GJKN@201174|Actinobacteria,4D34P@85005|Actinomycetales	201174|Actinobacteria	C	Belongs to the FAD-dependent glycerol-3-phosphate dehydrogenase family	glpA	-	1.1.5.3	ko:K00111	ko00564,ko01110,map00564,map01110	-	R00848	RC00029	ko00000,ko00001,ko01000	-	-	-	DAO,Fer2_BFD
WP_193326260.1	644284.Arch_0266	6.75e-128	382.0	COG3075@1|root,COG3075@2|Bacteria,2GMNS@201174|Actinobacteria,4D351@85005|Actinomycetales	201174|Actinobacteria	E	Glycerol-3-phosphate dehydrogenase	glpB	-	1.1.5.3	ko:K00112	ko00564,ko01110,map00564,map01110	-	R00848	RC00029	ko00000,ko00001,ko01000	-	-	-	FAD_binding_2
WP_193326261.1	1219585.HMPREF1631_04625	8.64e-230	641.0	COG0247@1|root,COG0247@2|Bacteria,2H9RN@201174|Actinobacteria,4D3QB@85005|Actinomycetales	201174|Actinobacteria	C	Glycerol-3-phosphate dehydrogenase	glpC	-	1.1.5.3	ko:K00113,ko:K18930	ko00564,ko01110,map00564,map01110	-	R00848	RC00029	ko00000,ko00001,ko01000	-	-	-	CCG,Fer4_8
WP_193326265.1	446469.Sked_36900	1.21e-126	368.0	COG3386@1|root,COG3386@2|Bacteria,2GNV1@201174|Actinobacteria	201174|Actinobacteria	G	PFAM SMP-30 Gluconolaconase	-	-	-	ko:K14274	ko00040,map00040	-	R02427	RC00713	ko00000,ko00001,ko01000	-	-	-	SGL
WP_193326266.1	644284.Arch_0264	1.14e-129	371.0	COG0572@1|root,COG0572@2|Bacteria,2GM18@201174|Actinobacteria,4D5MP@85005|Actinomycetales	201174|Actinobacteria	F	ATP-binding protein	-	-	2.7.1.48	ko:K00876	ko00240,ko00983,ko01100,map00240,map00983,map01100	-	R00513,R00516,R00517,R00962,R00964,R00967,R00968,R00970,R01548,R01549,R01880,R02091,R02096,R02097,R02327,R02332,R02371,R02372,R08232	RC00002,RC00017	ko00000,ko00001,ko01000	-	-	-	PRK
WP_193326267.1	585199.HMPREF0577_0263	4.02e-136	390.0	COG0580@1|root,COG0580@2|Bacteria,2GKK3@201174|Actinobacteria,4D3AZ@85005|Actinomycetales	201174|Actinobacteria	U	Belongs to the MIP aquaporin (TC 1.A.8) family	glpF	-	-	ko:K02440	-	-	-	-	ko00000,ko02000	1.A.8.1,1.A.8.2	-	-	MIP
WP_193326268.1	1219585.HMPREF1631_04645	0.0	905.0	COG0554@1|root,COG0554@2|Bacteria,2GM13@201174|Actinobacteria,4D35I@85005|Actinomycetales	201174|Actinobacteria	F	Key enzyme in the regulation of glycerol uptake and metabolism. Catalyzes the phosphorylation of glycerol to yield sn- glycerol 3-phosphate	glpK	GO:0003674,GO:0003824,GO:0004370,GO:0005975,GO:0006066,GO:0006071,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019400,GO:0019751,GO:0044237,GO:0044238,GO:0044262,GO:0044281,GO:0071704,GO:1901615	2.7.1.30	ko:K00864	ko00561,ko01100,ko03320,ko04626,map00561,map01100,map03320,map04626	-	R00847	RC00002,RC00017	ko00000,ko00001,ko01000,ko04147	-	-	-	FGGY_C,FGGY_N
WP_193326269.1	644284.Arch_1597	1.03e-183	550.0	COG2409@1|root,COG2409@2|Bacteria,2GIRQ@201174|Actinobacteria	201174|Actinobacteria	T	PFAM MMPL domain protein	-	-	-	ko:K06994	-	-	-	-	ko00000	-	-	-	MMPL
WP_193326270.1	644284.Arch_0261	2.19e-279	776.0	COG1190@1|root,COG1190@2|Bacteria,2GKE0@201174|Actinobacteria,4D31V@85005|Actinomycetales	201174|Actinobacteria	J	Belongs to the class-II aminoacyl-tRNA synthetase family	lysS	GO:0008150,GO:0040007	6.1.1.6	ko:K04567	ko00970,map00970	M00359,M00360	R03658	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	tRNA-synt_2,tRNA_anti-codon
WP_193326273.1	1123488.ATUF01000002_gene617	7.4e-166	472.0	COG2376@1|root,COG2376@2|Bacteria,2GJV9@201174|Actinobacteria,4D3NM@85005|Actinomycetales	201174|Actinobacteria	G	Dihydroxyacetone kinase	dhaK	-	2.7.1.121,2.7.1.28,2.7.1.29,4.6.1.15	ko:K00863,ko:K05878	ko00051,ko00561,ko00680,ko01100,ko01120,ko01200,ko04622,map00051,map00561,map00680,map01100,map01120,map01200,map04622	M00344	R01011,R01012,R01059	RC00002,RC00015,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	Dak1
WP_193326274.1	1403948.Q618_VCMC00003G0353	1.34e-69	218.0	COG1461@1|root,COG1461@2|Bacteria,2HEQ9@201174|Actinobacteria,4D44S@85005|Actinomycetales	201174|Actinobacteria	G	Dihydroxyacetone kinase	dhaL	-	2.7.1.121	ko:K05879	ko00561,ko01100,map00561,map01100	-	R01012	RC00015,RC00017	ko00000,ko00001,ko01000	-	-	-	Dak2
WP_193326275.1	1089453.GOSPT_016_00510	2.02e-95	315.0	COG1080@1|root,COG1080@2|Bacteria,2GIZZ@201174|Actinobacteria,4GAEK@85026|Gordoniaceae	201174|Actinobacteria	G	General (non sugar-specific) component of the phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS). This major carbohydrate active-transport system catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. Enzyme I transfers the phosphoryl group from phosphoenolpyruvate (PEP) to the phosphoryl carrier protein (HPr)	-	-	2.7.1.202,2.7.3.9	ko:K02768,ko:K08483,ko:K11183	ko00051,ko01100,ko01120,ko02060,map00051,map01100,map01120,map02060	M00273	R03232	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.2.1,8.A.7	-	-	EIIA-man,PEP-utilisers_N,PEP-utilizers,PEP-utilizers_C,PPDK_N,PTS-HPr
WP_193326276.1	1120947.ATUX01000005_gene1607	0.0	1276.0	COG3250@1|root,COG3250@2|Bacteria,2GMAT@201174|Actinobacteria,4D3BZ@85005|Actinomycetales	201174|Actinobacteria	G	beta-galactosidase	lacZ6	-	3.2.1.23	ko:K01190	ko00052,ko00511,ko00600,ko01100,map00052,map00511,map00600,map01100	-	R01105,R01678,R03355,R04783,R06114	RC00049,RC00452	ko00000,ko00001,ko01000	-	-	-	Bgal_small_N,DUF4981,Glyco_hydro_2,Glyco_hydro_2_C,Glyco_hydro_2_N,Laminin_G_3
WP_193326277.1	1120947.ATUX01000005_gene1605	2.2e-165	467.0	COG1175@1|root,COG1175@2|Bacteria,2IDBX@201174|Actinobacteria,4D54F@85005|Actinomycetales	201174|Actinobacteria	P	ABC transporter permease	-	-	-	-	-	-	-	-	-	-	-	-	BPD_transp_1
WP_193326278.1	1120947.ATUX01000005_gene1604	1.24e-232	647.0	COG1653@1|root,COG1653@2|Bacteria,2IDKI@201174|Actinobacteria,4D57J@85005|Actinomycetales	201174|Actinobacteria	G	ABC transporter	-	-	-	-	-	-	-	-	-	-	-	-	SBP_bac_8
WP_193326280.1	644284.Arch_0256	9.29e-41	141.0	COG3402@1|root,COG3402@2|Bacteria,2IR88@201174|Actinobacteria,4D60S@85005|Actinomycetales	201174|Actinobacteria	S	overlaps another CDS with the same product name	-	-	-	ko:K09167	-	-	-	-	ko00000	-	-	-	bPH_2
WP_193326281.1	1219585.HMPREF1631_04675	6.39e-26	103.0	2DRQG@1|root,33CMQ@2|Bacteria,2GZYX@201174|Actinobacteria	201174|Actinobacteria	S	Protein of unknown function (DUF3180)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3180
WP_193326282.1	644284.Arch_0254	9e-97	293.0	COG0801@1|root,COG1539@1|root,COG0801@2|Bacteria,COG1539@2|Bacteria,2H3G6@201174|Actinobacteria,4D4EV@85005|Actinomycetales	201174|Actinobacteria	H	Catalyzes the conversion of 7,8-dihydroneopterin to 6- hydroxymethyl-7,8-dihydropterin	folK	-	2.7.6.3,4.1.2.25	ko:K00950,ko:K13940	ko00790,ko01100,map00790,map01100	M00126,M00841	R03503,R03504	RC00002,RC00017,RC00721,RC00943	ko00000,ko00001,ko00002,ko01000	-	-	-	FolB,HPPK
WP_193326283.1	644284.Arch_0253	1.74e-99	298.0	COG0294@1|root,COG0294@2|Bacteria,2GJDQ@201174|Actinobacteria,4D3FP@85005|Actinomycetales	201174|Actinobacteria	H	Catalyzes the condensation of para-aminobenzoate (pABA) with 6-hydroxymethyl-7,8-dihydropterin diphosphate (DHPt-PP) to form 7,8-dihydropteroate (H2Pte), the immediate precursor of folate derivatives	folP	GO:0003674,GO:0003824,GO:0004156,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006575,GO:0006725,GO:0006732,GO:0006760,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009396,GO:0009987,GO:0016053,GO:0016740,GO:0016765,GO:0018130,GO:0019438,GO:0019752,GO:0034641,GO:0040007,GO:0042398,GO:0042558,GO:0042559,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046483,GO:0046653,GO:0046654,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.5.1.15	ko:K00796	ko00790,ko01100,map00790,map01100	M00126,M00841	R03066,R03067	RC00121,RC00842	ko00000,ko00001,ko00002,ko01000	-	-	-	Pterin_bind
WP_193326284.1	762963.HMPREF9056_02995	1.25e-102	300.0	COG0302@1|root,COG0302@2|Bacteria,2GP2P@201174|Actinobacteria,4D3VU@85005|Actinomycetales	201174|Actinobacteria	F	GTP cyclohydrolase 1	folE	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003933,GO:0003934,GO:0005488,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006066,GO:0006725,GO:0006729,GO:0006732,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009108,GO:0009987,GO:0016787,GO:0016810,GO:0016814,GO:0017076,GO:0017144,GO:0018130,GO:0019001,GO:0019238,GO:0019438,GO:0019751,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0034311,GO:0034312,GO:0034641,GO:0035639,GO:0036094,GO:0040007,GO:0042558,GO:0042559,GO:0043167,GO:0043168,GO:0043169,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046146,GO:0046165,GO:0046173,GO:0046483,GO:0046872,GO:0046914,GO:0051186,GO:0051188,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901615,GO:1901617	3.5.4.16	ko:K01495	ko00790,ko01100,map00790,map01100	M00126,M00841,M00842,M00843	R00428,R04639,R05046,R05048	RC00263,RC00294,RC00323,RC00945,RC01188	ko00000,ko00001,ko00002,ko01000	-	-	iNJ661.Rv3609c	GTP_cyclohydroI
WP_193326285.1	644284.Arch_0251	0.0	954.0	COG0465@1|root,COG0465@2|Bacteria,2GJ4Q@201174|Actinobacteria,4D3KC@85005|Actinomycetales	201174|Actinobacteria	O	Acts as a processive, ATP-dependent zinc metallopeptidase for both cytoplasmic and membrane proteins. Plays a role in the quality control of integral membrane proteins	ftsH	GO:0003674,GO:0003824,GO:0004176,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006508,GO:0006807,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0009056,GO:0009057,GO:0010468,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019222,GO:0019538,GO:0030163,GO:0040007,GO:0042623,GO:0043170,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0050789,GO:0050896,GO:0060255,GO:0065007,GO:0070011,GO:0071704,GO:0071944,GO:0140096,GO:1901564,GO:1901565,GO:1901575	-	ko:K03798	-	M00742	-	-	ko00000,ko00002,ko01000,ko01002,ko03110	-	-	-	AAA,FtsH_ext,Peptidase_M41
WP_193326286.1	649743.HMPREF0972_00884	4.03e-89	265.0	COG0634@1|root,COG0634@2|Bacteria,2GMDZ@201174|Actinobacteria,4D345@85005|Actinomycetales	201174|Actinobacteria	F	Belongs to the purine pyrimidine phosphoribosyltransferase family	hpt	-	2.4.2.8	ko:K00760	ko00230,ko00983,ko01100,ko01110,map00230,map00983,map01100,map01110	-	R00190,R01132,R01229,R02142,R08237,R08238,R08245	RC00063,RC00122	ko00000,ko00001,ko01000	-	-	-	Pribosyltran
WP_193326287.1	644284.Arch_0250	3.24e-92	286.0	COG0037@1|root,COG0037@2|Bacteria,2GJR4@201174|Actinobacteria,4D5A6@85005|Actinomycetales	201174|Actinobacteria	J	Ligates lysine onto the cytidine present at position 34 of the AUA codon-specific tRNA(Ile) that contains the anticodon CAU, in an ATP-dependent manner. Cytidine is converted to lysidine, thus changing the amino acid specificity of the tRNA from methionine to isoleucine	tilS	GO:0008150,GO:0040007	2.4.2.8,6.3.4.19	ko:K00760,ko:K04075	ko00230,ko00983,ko01100,ko01110,map00230,map00983,map01100,map01110	-	R00190,R01132,R01229,R02142,R08237,R08238,R08245,R09597	RC00063,RC00122,RC02633,RC02634	ko00000,ko00001,ko01000,ko03016	-	-	-	ATP_bind_3,TilS
WP_193326288.1	649743.HMPREF0972_00882	3.13e-77	245.0	COG5282@1|root,COG5282@2|Bacteria,2GJ8E@201174|Actinobacteria,4D4SC@85005|Actinomycetales	201174|Actinobacteria	S	Zincin-like metallopeptidase	-	-	-	-	-	-	-	-	-	-	-	-	Zincin_2
WP_193326289.1	1227261.HMPREF0043_02199	2.82e-117	357.0	COG2027@1|root,COG2027@2|Bacteria,2GJPH@201174|Actinobacteria,4D3TM@85005|Actinomycetales	201174|Actinobacteria	M	D-alanyl-D-alanine carboxypeptidase	dacB	-	3.4.16.4	ko:K07259	ko00550,map00550	-	-	-	ko00000,ko00001,ko01000,ko01002,ko01011	-	-	-	Peptidase_S13
WP_193326290.1	644284.Arch_0247	1.23e-112	324.0	COG0221@1|root,COG0221@2|Bacteria,2GM7F@201174|Actinobacteria,4D3CQ@85005|Actinomycetales	201174|Actinobacteria	C	Catalyzes the hydrolysis of inorganic pyrophosphate (PPi) forming two phosphate ions	ppa	GO:0000287,GO:0003674,GO:0003824,GO:0004427,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0043167,GO:0043169,GO:0044237,GO:0044424,GO:0044444,GO:0044464,GO:0046872,GO:0071944	3.6.1.1	ko:K01507	ko00190,map00190	-	-	-	ko00000,ko00001,ko01000	-	-	iNJ661.Rv3628	Pyrophosphatase
WP_193326291.1	883066.HMPREF9233_00942	4.07e-54	197.0	COG0791@1|root,COG0791@2|Bacteria,2GIWB@201174|Actinobacteria,4D43E@85005|Actinomycetales	201174|Actinobacteria	M	NlpC P60 family protein	-	-	-	ko:K21471	-	-	-	-	ko00000,ko01000,ko01002,ko01011	-	-	-	NLPC_P60
WP_193326292.1	649743.HMPREF0972_00872	8.48e-213	597.0	COG2021@1|root,COG2021@2|Bacteria,2GKNJ@201174|Actinobacteria,4D37H@85005|Actinomycetales	201174|Actinobacteria	E	Transfers an acetyl group from acetyl-CoA to L- homoserine, forming acetyl-L-homoserine	metXA	GO:0000096,GO:0000097,GO:0003674,GO:0003824,GO:0004414,GO:0005575,GO:0005623,GO:0005886,GO:0006082,GO:0006520,GO:0006555,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0008374,GO:0008652,GO:0009058,GO:0009066,GO:0009067,GO:0009069,GO:0009086,GO:0009092,GO:0009987,GO:0016020,GO:0016053,GO:0016407,GO:0016413,GO:0016740,GO:0016746,GO:0016747,GO:0019752,GO:0040007,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044272,GO:0044281,GO:0044283,GO:0044464,GO:0046394,GO:0071704,GO:0071944,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	2.3.1.31	ko:K00641	ko00270,ko01100,ko01130,map00270,map01100,map01130	-	R01776	RC00004,RC00041	ko00000,ko00001,ko01000	-	-	-	Abhydrolase_1
WP_193326293.1	644284.Arch_0243	8.6e-140	407.0	COG2267@1|root,COG2267@2|Bacteria,2GIVB@201174|Actinobacteria,4D39Z@85005|Actinomycetales	201174|Actinobacteria	I	Psort location Cytoplasmic, score	-	-	-	-	-	-	-	-	-	-	-	-	Hydrolase_4
WP_193326295.1	1227261.HMPREF0043_02346	0.0	1243.0	COG0247@1|root,COG0277@1|root,COG0247@2|Bacteria,COG0277@2|Bacteria,2GKI9@201174|Actinobacteria,4D35F@85005|Actinomycetales	201174|Actinobacteria	C	FAD binding domain protein	-	-	-	-	-	-	-	-	-	-	-	-	CCG,FAD-oxidase_C,FAD_binding_4,Fer4_17,Fer4_8
WP_193326296.1	644284.Arch_0805	2.27e-13	67.8	2BGZT@1|root,32AZW@2|Bacteria,2HACJ@201174|Actinobacteria	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_193326297.1	1219581.HMPREF1628_02070	1.61e-15	70.9	2EV8M@1|root,33NPB@2|Bacteria,2I68G@201174|Actinobacteria,4D6PV@85005|Actinomycetales	201174|Actinobacteria	S	FeoA domain	-	-	-	-	-	-	-	-	-	-	-	-	FeoA
WP_193326300.1	644284.Arch_0240	0.0	1421.0	COG0574@1|root,COG1080@1|root,COG0574@2|Bacteria,COG1080@2|Bacteria,2GK73@201174|Actinobacteria,4D311@85005|Actinomycetales	201174|Actinobacteria	G	Belongs to the PEP-utilizing enzyme family	ppdK	-	2.7.9.1	ko:K01006	ko00620,ko00710,ko00720,ko01100,ko01120,ko01200,map00620,map00710,map00720,map01100,map01120,map01200	M00169,M00171,M00172,M00173	R00206	RC00002,RC00015	ko00000,ko00001,ko00002,ko01000	-	-	-	PEP-utilizers,PEP-utilizers_C,PPDK_N
WP_193326301.1	938278.CAJO01000008_gene491	5.57e-91	284.0	COG1502@1|root,COG1502@2|Bacteria,1TSN8@1239|Firmicutes,249G7@186801|Clostridia,2685F@186813|unclassified Clostridiales	186801|Clostridia	I	Phospholipase D. Active site motifs.	-	-	-	ko:K06132	ko00564,ko01100,map00564,map01100	-	R11062	RC00017	ko00000,ko00001,ko01000	-	-	-	PLDc_2
WP_193326302.1	938278.CAJO01000008_gene491	4.06e-49	173.0	COG1502@1|root,COG1502@2|Bacteria,1TSN8@1239|Firmicutes,249G7@186801|Clostridia,2685F@186813|unclassified Clostridiales	186801|Clostridia	I	Phospholipase D. Active site motifs.	-	-	-	ko:K06132	ko00564,ko01100,map00564,map01100	-	R11062	RC00017	ko00000,ko00001,ko01000	-	-	-	PLDc_2
WP_193326303.1	644284.Arch_1191	1.25e-43	150.0	COG1476@1|root,COG1476@2|Bacteria	2|Bacteria	K	sequence-specific DNA binding	-	-	-	-	-	-	-	-	-	-	-	-	HTH_19,HTH_3
WP_193326304.1	1304865.JAGF01000001_gene1432	5.27e-17	74.7	COG1373@1|root,COG1373@2|Bacteria,2GK4E@201174|Actinobacteria	201174|Actinobacteria	S	Psort location Cytoplasmic, score	-	-	-	ko:K07133	-	-	-	-	ko00000	-	-	-	AAA_14,DUF4143
WP_193326305.1	585530.HMPREF0183_2257	0.0	1224.0	COG1404@1|root,COG1404@2|Bacteria,2IAVV@201174|Actinobacteria	201174|Actinobacteria	O	Subtilase family	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_S8
WP_193326306.1	191610.CATYP_01270	0.0	1854.0	COG0610@1|root,COG0610@2|Bacteria,2HI69@201174|Actinobacteria,22JZQ@1653|Corynebacteriaceae	201174|Actinobacteria	L	Subunit R is required for both nuclease and ATPase activities, but not for modification	hsdR	-	3.1.21.3	ko:K01153	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	HSDR_N,ResIII
WP_193326307.1	1500306.JQLA01000013_gene5891	1.41e-60	207.0	COG0732@1|root,COG0732@2|Bacteria,1Q4FB@1224|Proteobacteria,2U8UD@28211|Alphaproteobacteria,4BHFT@82115|Rhizobiaceae	28211|Alphaproteobacteria	V	COG0732 Restriction endonuclease S subunits	-	-	3.1.21.3	ko:K01154	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	Methylase_S
WP_193326308.1	191610.CATYP_01260	0.0	1115.0	COG0286@1|root,COG0286@2|Bacteria,2GKAQ@201174|Actinobacteria,22JX5@1653|Corynebacteriaceae	201174|Actinobacteria	V	Type I restriction-modification system methyltransferase subunit	hsdM	-	2.1.1.72	ko:K03427	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	HsdM_N,N6_Mtase
WP_193326309.1	191610.CATYP_01255	4.26e-42	139.0	COG3655@1|root,COG3655@2|Bacteria,2HC86@201174|Actinobacteria,22PPR@1653|Corynebacteriaceae	201174|Actinobacteria	K	Cro/C1-type HTH DNA-binding domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_26
WP_193326310.1	191610.CATYP_01250	0.0	947.0	COG5293@1|root,COG5293@2|Bacteria,2IB6K@201174|Actinobacteria,22MIH@1653|Corynebacteriaceae	201174|Actinobacteria	S	Uncharacterised protein conserved in bacteria (DUF2326)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2326
WP_193326311.1	191610.CATYP_01245	3.87e-47	151.0	2EH22@1|root,33AU1@2|Bacteria	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_193326312.1	191610.CATYP_01235	3.25e-114	331.0	2BEQX@1|root,328GG@2|Bacteria,2HE9H@201174|Actinobacteria,22MVS@1653|Corynebacteriaceae	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_193326313.1	191610.CATYP_01230	4.41e-40	133.0	2CI33@1|root,3347K@2|Bacteria,2HA5C@201174|Actinobacteria,22P4C@1653|Corynebacteriaceae	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_193326314.1	698964.CDPW8_2292	1.33e-58	184.0	2E6I4@1|root,33ATR@2|Bacteria,2H4IW@201174|Actinobacteria,22MZ3@1653|Corynebacteriaceae	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_193326316.1	662755.CRES_1539	9.66e-121	345.0	28J2E@1|root,2Z8YX@2|Bacteria,2IB5J@201174|Actinobacteria,22MJV@1653|Corynebacteriaceae	201174|Actinobacteria	S	Protein of unknown function (DUF2815)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2815
WP_193326317.1	191610.CATYP_01200	0.0	1147.0	COG0749@1|root,COG0749@2|Bacteria,2IG0A@201174|Actinobacteria,22MKV@1653|Corynebacteriaceae	201174|Actinobacteria	L	DNA polymerase I - 3'-5' exonuclease and polymerase domains	-	-	2.7.7.7	ko:K02334	-	-	-	-	ko00000,ko01000	-	-	-	DNA_pol_A
WP_193326318.1	191610.CATYP_01190	6.64e-160	450.0	COG3617@1|root,COG3645@1|root,COG3617@2|Bacteria,COG3645@2|Bacteria,2ICPC@201174|Actinobacteria,22KQJ@1653|Corynebacteriaceae	201174|Actinobacteria	K	Prophage antirepressor	-	-	-	-	-	-	-	-	-	-	-	-	ANT,Bro-N
WP_193326319.1	662755.CRES_0896	4.72e-87	257.0	2CGYE@1|root,31NJV@2|Bacteria,2H44Q@201174|Actinobacteria,22RCV@1653|Corynebacteriaceae	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_193326320.1	662755.CRES_0895	0.0	1358.0	COG3378@1|root,COG3378@2|Bacteria,2H1DT@201174|Actinobacteria,22MW0@1653|Corynebacteriaceae	201174|Actinobacteria	S	Phage plasmid primase, P4 family	-	-	-	ko:K06919	-	-	-	-	ko00000	-	-	-	D5_N,Pox_D5,PriCT_1,Prim-Pol
WP_193326321.1	662755.CRES_1546	5.76e-53	167.0	2E38J@1|root,32Y88@2|Bacteria,2GX8Q@201174|Actinobacteria,22P5P@1653|Corynebacteriaceae	201174|Actinobacteria	S	VRR_NUC	-	-	-	-	-	-	-	-	-	-	-	-	VRR_NUC
WP_193326322.1	662755.CRES_1547	5.16e-280	771.0	COG0553@1|root,COG0553@2|Bacteria,2IC31@201174|Actinobacteria,22MAR@1653|Corynebacteriaceae	201174|Actinobacteria	KL	Superfamily II DNA RNA helicases, SNF2 family	-	-	-	-	-	-	-	-	-	-	-	-	SNF2_N
WP_193326323.1	883066.HMPREF9233_00590	4.65e-95	278.0	2A2FF@1|root,30QSJ@2|Bacteria,2H341@201174|Actinobacteria,4D86V@85005|Actinomycetales	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_193326324.1	191610.CATYP_01160	6.7e-79	235.0	COG1403@1|root,COG1403@2|Bacteria,2IJEJ@201174|Actinobacteria,22QD5@1653|Corynebacteriaceae	201174|Actinobacteria	L	HNH endonuclease	-	-	-	ko:K07451	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	HNH
WP_193326325.1	662755.CRES_0891	5.74e-132	379.0	28IR9@1|root,2Z8QS@2|Bacteria,2IA4B@201174|Actinobacteria,22PN7@1653|Corynebacteriaceae	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_193326326.1	662755.CRES_0890	4.2e-266	731.0	COG0192@1|root,COG0192@2|Bacteria,2I3GY@201174|Actinobacteria,22Q5C@1653|Corynebacteriaceae	201174|Actinobacteria	H	S-adenosylmethionine synthetase, C-terminal domain	-	-	2.5.1.6	ko:K00789	ko00270,ko01100,ko01110,ko01230,map00270,map01100,map01110,map01230	M00034,M00035,M00368,M00609	R00177,R04771	RC00021,RC01211	ko00000,ko00001,ko00002,ko01000	-	-	-	S-AdoMet_synt_C,S-AdoMet_synt_M,S-AdoMet_synt_N
WP_193326327.1	191610.CATYP_01145	5.9e-297	810.0	COG0863@1|root,COG1475@1|root,COG0863@2|Bacteria,COG1475@2|Bacteria,2IAEY@201174|Actinobacteria,22RFQ@1653|Corynebacteriaceae	201174|Actinobacteria	L	ParB-like nuclease domain	-	-	-	-	-	-	-	-	-	-	-	-	N6_N4_Mtase,ParBc
WP_193326328.1	662755.CRES_1554	7.26e-32	112.0	2FDE2@1|root,345FR@2|Bacteria,2H02V@201174|Actinobacteria,22QRK@1653|Corynebacteriaceae	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_193326329.1	191610.CATYP_01135	6.93e-145	409.0	2948F@1|root,2ZRNR@2|Bacteria,2IH1B@201174|Actinobacteria,22N8D@1653|Corynebacteriaceae	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
