#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
WP_204423794.1	644284.Arch_1314	8.23e-218	601.0	COG0564@1|root,COG0564@2|Bacteria,2GJ2Z@201174|Actinobacteria,4D5ZU@85005|Actinomycetales	201174|Actinobacteria	J	RNA pseudouridylate synthase	-	-	5.4.99.28,5.4.99.29	ko:K06177	-	-	-	-	ko00000,ko01000,ko03009,ko03016	-	-	-	PseudoU_synth_2
WP_204423796.1	644284.Arch_1315	0.0	899.0	COG0280@1|root,COG0857@1|root,COG0280@2|Bacteria,COG0857@2|Bacteria,2GJ5U@201174|Actinobacteria,4D3C0@85005|Actinomycetales	201174|Actinobacteria	C	phosphate acetyltransferase	pta	GO:0005575,GO:0005576	2.3.1.8	ko:K13788	ko00430,ko00620,ko00640,ko00680,ko00720,ko01100,ko01120,ko01200,map00430,map00620,map00640,map00680,map00720,map01100,map01120,map01200	M00357,M00579	R00230,R00921	RC00004,RC02746,RC02816	ko00000,ko00001,ko00002,ko01000	-	-	-	AAA_26,DRTGG,PTA_PTB
WP_204423798.1	644284.Arch_1316	1.19e-244	676.0	COG0282@1|root,COG0282@2|Bacteria,2GJAW@201174|Actinobacteria,4D46P@85005|Actinomycetales	201174|Actinobacteria	H	Catalyzes the formation of acetyl phosphate from acetate and ATP. Can also catalyze the reverse reaction	ackA	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	2.7.2.1	ko:K00925	ko00430,ko00620,ko00640,ko00680,ko00720,ko01100,ko01120,ko01200,map00430,map00620,map00640,map00680,map00720,map01100,map01120,map01200	M00357,M00579	R00315,R01353	RC00002,RC00043	ko00000,ko00001,ko00002,ko01000	-	-	iNJ661.Rv0409	Acetate_kinase
WP_204423800.1	644284.Arch_1317	6.43e-86	254.0	COG0454@1|root,COG0456@2|Bacteria,2IMVD@201174|Actinobacteria,4D5W9@85005|Actinomycetales	201174|Actinobacteria	K	(GNAT) family	-	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_1
WP_204423804.1	644284.Arch_0010	1.05e-276	804.0	COG1196@1|root,COG1196@2|Bacteria,2GNKF@201174|Actinobacteria	201174|Actinobacteria	DG	Ricin-type beta-trefoil	-	-	-	-	-	-	-	-	-	-	-	-	F5_F8_type_C,He_PIG,RicinB_lectin_2,Ricin_B_lectin
WP_204423806.1	644284.Arch_1319	9e-317	865.0	COG0114@1|root,COG0114@2|Bacteria,2GKWY@201174|Actinobacteria,4D3ID@85005|Actinomycetales	201174|Actinobacteria	C	Involved in the TCA cycle. Catalyzes the stereospecific interconversion of fumarate to L-malate	fumC	GO:0003674,GO:0003824,GO:0004333,GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006082,GO:0006091,GO:0006099,GO:0006101,GO:0006106,GO:0006108,GO:0008150,GO:0008152,GO:0009060,GO:0009987,GO:0015980,GO:0016020,GO:0016829,GO:0016835,GO:0016836,GO:0016999,GO:0017144,GO:0019752,GO:0030312,GO:0040007,GO:0043436,GO:0043648,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0045333,GO:0055114,GO:0071704,GO:0071944,GO:0072350	4.2.1.2	ko:K01679	ko00020,ko00620,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko04934,ko05200,ko05211,map00020,map00620,map00720,map01100,map01110,map01120,map01130,map01200,map04934,map05200,map05211	M00009,M00011,M00173,M00376	R01082	RC00443	ko00000,ko00001,ko00002,ko01000	-	-	-	FumaraseC_C,Lyase_1
WP_204423807.1	644284.Arch_1320	9.31e-252	692.0	COG0516@1|root,COG0516@2|Bacteria,2GKVS@201174|Actinobacteria,4D3ST@85005|Actinomycetales	201174|Actinobacteria	F	IMP dehydrogenase	guaB3	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006163,GO:0006164,GO:0006183,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009163,GO:0009165,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0016020,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0034404,GO:0034641,GO:0034654,GO:0042278,GO:0042451,GO:0042455,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046039,GO:0046128,GO:0046129,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:0072522,GO:0090407,GO:1901068,GO:1901070,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659	1.1.1.205	ko:K00088	ko00230,ko00983,ko01100,ko01110,map00230,map00983,map01100,map01110	M00050	R01130,R08240	RC00143,RC02207	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	IMPDH
WP_204423809.1	644284.Arch_1321	4.17e-141	400.0	COG0847@1|root,COG0847@2|Bacteria,2I2KI@201174|Actinobacteria,4D4A5@85005|Actinomycetales	201174|Actinobacteria	L	DNA polymerase III subunit epsilon	dnaQ2	-	2.7.7.7	ko:K02337,ko:K02342	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	M00260	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400	-	-	-	RNase_T
WP_204423810.1	644284.Arch_1322	7.67e-306	841.0	COG3634@1|root,COG3634@2|Bacteria,2H4AX@201174|Actinobacteria,4D5DP@85005|Actinomycetales	201174|Actinobacteria	O	Alkyl hydroperoxide reductase	ahpF	-	-	ko:K03387	-	-	-	-	ko00000,ko01000	-	-	-	Pyr_redox_2,Thioredoxin_3
WP_204423812.1	644284.Arch_1323	5.59e-128	364.0	COG0450@1|root,COG0450@2|Bacteria,2GM74@201174|Actinobacteria,4D3EU@85005|Actinomycetales	201174|Actinobacteria	O	Antioxidant, AhpC TSA family	ahpC	-	1.11.1.15	ko:K03386	ko04214,map04214	-	-	-	ko00000,ko00001,ko01000,ko04147	-	-	-	1-cysPrx_C,AhpC-TSA
WP_204423813.1	644284.Arch_1325	8.39e-235	651.0	COG0516@1|root,COG0516@2|Bacteria,2GITZ@201174|Actinobacteria,4D3B0@85005|Actinomycetales	201174|Actinobacteria	F	Catalyzes the conversion of inosine 5'-phosphate (IMP) to xanthosine 5'-phosphate (XMP), the first committed and rate- limiting step in the de novo synthesis of guanine nucleotides, and therefore plays an important role in the regulation of cell growth	guaB	GO:0003674,GO:0003824,GO:0003938,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006163,GO:0006164,GO:0006177,GO:0006183,GO:0006195,GO:0006204,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009124,GO:0009125,GO:0009126,GO:0009127,GO:0009128,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009154,GO:0009156,GO:0009158,GO:0009161,GO:0009163,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009169,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009261,GO:0009987,GO:0016020,GO:0016491,GO:0016614,GO:0016616,GO:0018130,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0030312,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0040007,GO:0042278,GO:0042451,GO:0042455,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046037,GO:0046039,GO:0046040,GO:0046128,GO:0046129,GO:0046390,GO:0046434,GO:0046483,GO:0046700,GO:0055086,GO:0055114,GO:0071704,GO:0071944,GO:0072521,GO:0072522,GO:0072523,GO:0090407,GO:0097292,GO:0097293,GO:1901068,GO:1901070,GO:1901135,GO:1901136,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901657,GO:1901659	1.1.1.205	ko:K00088	ko00230,ko00983,ko01100,ko01110,map00230,map00983,map01100,map01110	M00050	R01130,R08240	RC00143,RC02207	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	CBS,IMPDH
WP_204423818.1	553207.HMPREF0299_5703	2.35e-36	140.0	COG1106@1|root,COG1106@2|Bacteria,2GMVX@201174|Actinobacteria,22MNE@1653|Corynebacteriaceae	201174|Actinobacteria	S	AAA domain, putative AbiEii toxin, Type IV TA system	-	-	-	ko:K06926	-	-	-	-	ko00000	-	-	-	AAA_21
WP_204423820.1	644284.Arch_1327	4.22e-60	185.0	COG0234@1|root,COG0234@2|Bacteria,2IKTH@201174|Actinobacteria,4D5YM@85005|Actinomycetales	201174|Actinobacteria	O	Binds to Cpn60 in the presence of Mg-ATP and suppresses the ATPase activity of the latter	groS	GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006355,GO:0006457,GO:0006458,GO:0006950,GO:0006986,GO:0008150,GO:0009266,GO:0009408,GO:0009628,GO:0009889,GO:0009987,GO:0010033,GO:0010468,GO:0010556,GO:0016020,GO:0019219,GO:0019222,GO:0019899,GO:0030312,GO:0031323,GO:0031326,GO:0033554,GO:0034605,GO:0035375,GO:0035966,GO:0040007,GO:0042221,GO:0043167,GO:0043169,GO:0044424,GO:0044444,GO:0044464,GO:0046677,GO:0046872,GO:0050789,GO:0050794,GO:0050896,GO:0051082,GO:0051084,GO:0051085,GO:0051087,GO:0051171,GO:0051252,GO:0051716,GO:0060255,GO:0061077,GO:0065007,GO:0071944,GO:0080090,GO:1903506,GO:2000112,GO:2001141	-	ko:K04078	-	-	-	-	ko00000,ko03029,ko03110	-	-	-	Cpn10
WP_204423824.1	644284.Arch_1328	2.4e-179	512.0	COG0030@1|root,COG0030@2|Bacteria,2I6U9@201174|Actinobacteria,4D88M@85005|Actinomycetales	201174|Actinobacteria	J	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase activity	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_204423826.1	644284.Arch_1329	1.04e-242	668.0	COG0533@1|root,COG0533@2|Bacteria,2GJ98@201174|Actinobacteria,4D4C7@85005|Actinomycetales	201174|Actinobacteria	O	Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine. Is involved in the transfer of the threonylcarbamoyl moiety of threonylcarbamoyl-AMP (TC-AMP) to the N6 group of A37, together with TsaE and TsaB. TsaD likely plays a direct catalytic role in this reaction	tsaD	GO:0000408,GO:0002949,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0032991,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0070525,GO:0071704,GO:0090304,GO:1901360	2.3.1.234	ko:K01409	-	-	R10648	RC00070,RC00416	ko00000,ko01000,ko03016	-	-	-	Acetyltransf_1,Peptidase_M22
WP_204423828.1	644284.Arch_1330	4.33e-182	506.0	COG0479@1|root,COG0479@2|Bacteria,2GJPS@201174|Actinobacteria,4D3XR@85005|Actinomycetales	201174|Actinobacteria	C	succinate dehydrogenase	sdhB	-	1.3.5.1,1.3.5.4	ko:K00240	ko00020,ko00190,ko00650,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00190,map00650,map00720,map01100,map01110,map01120,map01130,map01200	M00009,M00011,M00149,M00173,M00374,M00376	R02164	RC00045	ko00000,ko00001,ko00002,ko01000	-	-	-	Fer2_3,Fer4_7,Fer4_8
WP_204423830.1	644284.Arch_1331	0.0	1284.0	COG1053@1|root,COG1053@2|Bacteria,2GJ45@201174|Actinobacteria,4D3ZZ@85005|Actinomycetales	201174|Actinobacteria	C	SdhA B are the catalytic subcomplex and can exhibit succinate dehydrogenase activity in the absence of SdhC D which are the membrane components and form cytochrome b556	sdhA	-	1.3.5.1,1.3.5.4,1.4.3.16	ko:K00239,ko:K00278	ko00020,ko00190,ko00250,ko00650,ko00720,ko00760,ko01100,ko01110,ko01120,ko01130,ko01200,ko05134,map00020,map00190,map00250,map00650,map00720,map00760,map01100,map01110,map01120,map01130,map01200,map05134	M00009,M00011,M00115,M00149,M00173,M00374,M00376	R00357,R00481,R02164	RC00006,RC00045,RC02566	ko00000,ko00001,ko00002,ko01000	-	-	-	FAD_binding_2,Succ_DH_flav_C
WP_204423832.1	644284.Arch_1332	1.26e-147	419.0	28HIR@1|root,2Z7U4@2|Bacteria,2GN2S@201174|Actinobacteria,4D3W4@85005|Actinomycetales	201174|Actinobacteria	S	Succinate dehydrogenase cytochrome B subunit, b558 family	sdhC	-	-	ko:K00241	ko00020,ko00190,ko00650,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00190,map00650,map00720,map01100,map01110,map01120,map01130,map01200	M00009,M00011,M00149,M00173,M00374,M00376	R02164	RC00045	ko00000,ko00001,ko00002	-	-	-	Sdh_cyt
WP_204423834.1	644284.Arch_1333	2.82e-70	216.0	COG0454@1|root,COG0456@2|Bacteria,2IM9R@201174|Actinobacteria,4D5ND@85005|Actinomycetales	201174|Actinobacteria	K	Ribosomal-protein-alanine acetyltransferase	rimI	GO:0003674,GO:0003824,GO:0004596,GO:0006464,GO:0006473,GO:0006474,GO:0006807,GO:0008080,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016407,GO:0016410,GO:0016740,GO:0016746,GO:0016747,GO:0019538,GO:0031365,GO:0034212,GO:0036211,GO:0043170,GO:0043412,GO:0043543,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0051604,GO:0071704,GO:1901564	2.3.1.128	ko:K03789	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	Acetyltransf_1
WP_204423836.1	644284.Arch_1334	9.31e-112	327.0	COG1214@1|root,COG1214@2|Bacteria,2GMTM@201174|Actinobacteria,4D399@85005|Actinomycetales	201174|Actinobacteria	O	Universal bacterial protein YeaZ	yeaZ	GO:0002949,GO:0005575,GO:0005618,GO:0005623,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0030312,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044464,GO:0046483,GO:0070525,GO:0071704,GO:0071944,GO:0090304,GO:1901360	-	ko:K14742	-	-	-	-	ko00000,ko03016	-	-	-	Peptidase_M22
WP_204423838.1	644284.Arch_1335	5.82e-66	215.0	2ASGQ@1|root,31HWV@2|Bacteria,2HMF0@201174|Actinobacteria,4D6WB@85005|Actinomycetales	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_204423840.1	644284.Arch_1336	1.32e-93	276.0	COG0802@1|root,COG0802@2|Bacteria,2IKV2@201174|Actinobacteria,4D317@85005|Actinomycetales	201174|Actinobacteria	S	Hydrolase, P-loop family	tsaE	GO:0008150,GO:0040007	-	ko:K06925	-	-	-	-	ko00000,ko03016	-	-	-	TsaE
WP_204423841.1	644284.Arch_1337	1.72e-222	619.0	COG0787@1|root,COG0787@2|Bacteria,2GM2Y@201174|Actinobacteria,4D32Z@85005|Actinomycetales	201174|Actinobacteria	M	Catalyzes the interconversion of L-alanine and D- alanine. May also act on other amino acids	alr	-	5.1.1.1	ko:K01775	ko00473,ko01100,ko01502,map00473,map01100,map01502	-	R00401	RC00285	ko00000,ko00001,ko01000,ko01011	-	-	-	Ala_racemase_C,Ala_racemase_N
WP_204423843.1	644284.Arch_1338	1.05e-111	330.0	COG0063@1|root,COG0063@2|Bacteria,2GJHB@201174|Actinobacteria,4D3EG@85005|Actinomycetales	201174|Actinobacteria	H	Bifunctional enzyme that catalyzes the epimerization of the S- and R-forms of NAD(P)HX and the dehydration of the S-form of NAD(P)HX at the expense of ADP, which is converted to AMP. This allows the repair of both epimers of NAD(P)HX, a damaged form of NAD(P)H that is a result of enzymatic or heat-dependent hydration	nnrD	-	4.2.1.136,5.1.99.6	ko:K17758,ko:K17759	-	-	-	-	ko00000,ko01000	-	-	-	Carb_kinase,YjeF_N
WP_204423845.1	644284.Arch_1339	0.0	1023.0	COG0449@1|root,COG0449@2|Bacteria,2GKH0@201174|Actinobacteria,4D47Q@85005|Actinomycetales	201174|Actinobacteria	M	Catalyzes the first step in hexosamine metabolism, converting fructose-6P into glucosamine-6P using glutamine as a nitrogen source	glmS	GO:0003674,GO:0003824,GO:0004360,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006002,GO:0006040,GO:0006047,GO:0006139,GO:0006464,GO:0006486,GO:0006487,GO:0006725,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008483,GO:0009058,GO:0009059,GO:0009100,GO:0009101,GO:0009225,GO:0009987,GO:0016020,GO:0016740,GO:0016769,GO:0019538,GO:0019637,GO:0034641,GO:0034645,GO:0036211,GO:0040007,GO:0043170,GO:0043412,GO:0043413,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0055086,GO:0070085,GO:0070548,GO:0071704,GO:0071944,GO:1901135,GO:1901137,GO:1901360,GO:1901564,GO:1901566,GO:1901576	2.6.1.16	ko:K00820	ko00250,ko00520,ko01100,ko01130,ko04931,map00250,map00520,map01100,map01130,map04931	-	R00768	RC00010,RC00163,RC02752	ko00000,ko00001,ko01000,ko01002	-	-	iNJ661.Rv3436c	GATase_6,SIS
WP_204423847.1	644284.Arch_1340	3.45e-196	547.0	COG1072@1|root,COG1072@2|Bacteria,2GIRR@201174|Actinobacteria,4D3AE@85005|Actinomycetales	201174|Actinobacteria	H	Pantothenic acid kinase	coaA	GO:0003674,GO:0003824,GO:0004594,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006732,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009117,GO:0009150,GO:0009152,GO:0009165,GO:0009259,GO:0009260,GO:0009987,GO:0015936,GO:0015937,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0033865,GO:0033866,GO:0033875,GO:0034030,GO:0034032,GO:0034033,GO:0034641,GO:0034654,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046390,GO:0046483,GO:0051186,GO:0051188,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.7.1.33	ko:K00867	ko00770,ko01100,map00770,map01100	M00120	R02971,R03018,R04391	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	PRK
WP_204423849.1	644284.Arch_1341	5.51e-286	785.0	COG1109@1|root,COG1109@2|Bacteria,2GN87@201174|Actinobacteria,4D4CC@85005|Actinomycetales	201174|Actinobacteria	G	Catalyzes the conversion of glucosamine-6-phosphate to glucosamine-1-phosphate	glmM	GO:0008150,GO:0040007	5.4.2.10	ko:K03431	ko00520,ko01100,ko01130,map00520,map01100,map01130	-	R02060	RC00408	ko00000,ko00001,ko01000	-	-	-	PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV
WP_204423851.1	644284.Arch_1342	5.36e-102	296.0	COG0103@1|root,COG0103@2|Bacteria,2GNDY@201174|Actinobacteria,4D30Z@85005|Actinomycetales	201174|Actinobacteria	J	Belongs to the universal ribosomal protein uS9 family	rpsI	GO:0000462,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006139,GO:0006364,GO:0006396,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016020,GO:0016070,GO:0016072,GO:0019538,GO:0022613,GO:0022626,GO:0022627,GO:0030490,GO:0032991,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0042254,GO:0042274,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0071944,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02996	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S9
WP_204423852.1	644284.Arch_1343	4.47e-97	283.0	COG0102@1|root,COG0102@2|Bacteria,2IFG1@201174|Actinobacteria,4D37G@85005|Actinomycetales	201174|Actinobacteria	J	This protein is one of the early assembly proteins of the 50S ribosomal subunit, although it is not seen to bind rRNA by itself. It is important during the early stages of 50S assembly	rplM	GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016020,GO:0019538,GO:0022625,GO:0022626,GO:0030312,GO:0032991,GO:0034641,GO:0034645,GO:0040007,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:0071944,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02871	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L13
WP_204423854.1	644284.Arch_1344	2.08e-162	460.0	COG0101@1|root,COG0101@2|Bacteria,2GJ6C@201174|Actinobacteria,4D3VB@85005|Actinomycetales	201174|Actinobacteria	J	Formation of pseudouridine at positions 38, 39 and 40 in the anticodon stem and loop of transfer RNAs	truA	GO:0001522,GO:0003674,GO:0003824,GO:0005575,GO:0005618,GO:0005623,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009982,GO:0009987,GO:0010467,GO:0016070,GO:0016853,GO:0016866,GO:0030312,GO:0031119,GO:0034470,GO:0034641,GO:0034660,GO:0040007,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044464,GO:0046483,GO:0071704,GO:0071944,GO:0090304,GO:1901360	5.4.99.12	ko:K06173	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	PseudoU_synth_1
WP_204423856.1	644284.Arch_1345	2.13e-115	338.0	COG1940@1|root,COG1940@2|Bacteria,2GJA0@201174|Actinobacteria,4D35P@85005|Actinomycetales	201174|Actinobacteria	GK	ROK family	ppgK	-	2.7.1.2,2.7.1.63	ko:K00845,ko:K00886	ko00010,ko00052,ko00500,ko00520,ko00521,ko00524,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00052,map00500,map00520,map00521,map00524,map01100,map01110,map01120,map01130,map01200	M00001,M00549	R00299,R01600,R01786,R02187,R02189	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	ROK
WP_204423859.1	644284.Arch_1348	1.33e-231	638.0	COG0202@1|root,COG0202@2|Bacteria,2GJJ5@201174|Actinobacteria,4D4JI@85005|Actinomycetales	201174|Actinobacteria	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	rpoA	GO:0003674,GO:0003824,GO:0003899,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006351,GO:0006354,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019438,GO:0030312,GO:0032774,GO:0034062,GO:0034641,GO:0034645,GO:0034654,GO:0040007,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0071944,GO:0090304,GO:0097659,GO:0097747,GO:0140098,GO:1901360,GO:1901362,GO:1901576	2.7.7.6	ko:K03040	ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020	M00183	R00435,R00441,R00442,R00443	RC02795	br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400	-	-	-	RNA_pol_A_CTD,RNA_pol_A_bac,RNA_pol_L
