#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
WP_049618794.1	1157708.KB907472_gene1317	7.33e-09	63.9	COG0583@1|root,COG0583@2|Bacteria,1RDFS@1224|Proteobacteria,2VPNP@28216|Betaproteobacteria,4AGM1@80864|Comamonadaceae	28216|Betaproteobacteria	K	LysR substrate binding domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
WP_049618795.1	883066.HMPREF9233_00264	4.51e-99	293.0	COG1739@1|root,COG1739@2|Bacteria,2GMM4@201174|Actinobacteria,4D3M4@85005|Actinomycetales	201174|Actinobacteria	S	YigZ family	yigZ	-	-	-	-	-	-	-	-	-	-	-	DUF1949,UPF0029
WP_049618796.1	883066.HMPREF9233_00265	6.65e-193	538.0	COG0031@1|root,COG0031@2|Bacteria,2GIXE@201174|Actinobacteria,4D3YF@85005|Actinomycetales	201174|Actinobacteria	E	Belongs to the cysteine synthase cystathionine beta- synthase family	cysK	GO:0000096,GO:0000097,GO:0003674,GO:0003824,GO:0004124,GO:0005488,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006534,GO:0006535,GO:0006563,GO:0006790,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009069,GO:0009070,GO:0009987,GO:0016053,GO:0016740,GO:0016765,GO:0016829,GO:0016846,GO:0019344,GO:0019752,GO:0019842,GO:0030170,GO:0036094,GO:0043167,GO:0043168,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0048037,GO:0050662,GO:0070279,GO:0071704,GO:0080146,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	2.5.1.47	ko:K01738	ko00270,ko00920,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00270,map00920,map01100,map01110,map01120,map01130,map01200,map01230	M00021	R00897,R03601,R04859	RC00020,RC02814,RC02821	ko00000,ko00001,ko00002,ko01000	-	-	-	PALP
WP_049618798.1	883066.HMPREF9233_00267	1.76e-88	261.0	COG0698@1|root,COG0698@2|Bacteria,2GKJG@201174|Actinobacteria,4D5T9@85005|Actinomycetales	201174|Actinobacteria	G	Ribose 5-phosphate isomerase	rpiB	-	5.3.1.6	ko:K01808	ko00030,ko00051,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00051,map00710,map01100,map01110,map01120,map01130,map01200,map01230	M00004,M00007,M00165,M00167	R01056,R09030	RC00376,RC00434	ko00000,ko00001,ko00002,ko01000	-	-	-	LacAB_rpiB
WP_049618800.1	883066.HMPREF9233_00736	1.61e-100	313.0	COG2852@1|root,COG2852@2|Bacteria	2|Bacteria	L	Protein conserved in bacteria	-	-	-	-	-	-	-	-	-	-	-	-	DUF559
WP_049618803.1	1120933.ATUY01000001_gene847	1.29e-86	261.0	COG2813@1|root,COG2813@2|Bacteria,2IFG7@201174|Actinobacteria,4D3Z3@85005|Actinomycetales	201174|Actinobacteria	J	Methyltransferase small domain protein	rsmC	-	2.1.1.172	ko:K00564	-	-	R07234	RC00003	ko00000,ko01000,ko03009	-	-	-	MTS
WP_049618807.1	883066.HMPREF9233_00191	5.81e-157	449.0	COG0196@1|root,COG0196@2|Bacteria,2GKQF@201174|Actinobacteria,4D459@85005|Actinomycetales	201174|Actinobacteria	H	Belongs to the ribF family	ribF	GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0006139,GO:0006725,GO:0006732,GO:0006753,GO:0006766,GO:0006767,GO:0006771,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0008531,GO:0009058,GO:0009108,GO:0009110,GO:0009117,GO:0009123,GO:0009124,GO:0009156,GO:0009161,GO:0009165,GO:0009231,GO:0009259,GO:0009260,GO:0009398,GO:0009987,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017144,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0019866,GO:0031090,GO:0031966,GO:0031967,GO:0031975,GO:0034641,GO:0034654,GO:0042364,GO:0042726,GO:0042727,GO:0043167,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0046390,GO:0046444,GO:0046483,GO:0046872,GO:0046914,GO:0051186,GO:0051188,GO:0055086,GO:0071704,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.7.1.26,2.7.7.2	ko:K11753	ko00740,ko01100,ko01110,map00740,map01100,map01110	M00125	R00161,R00549	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	FAD_syn,Flavokinase
WP_049618817.1	883066.HMPREF9233_00217	9.9e-57	182.0	COG0739@1|root,COG0739@2|Bacteria,2IQ64@201174|Actinobacteria,4D66C@85005|Actinomycetales	201174|Actinobacteria	M	Peptidase, M23 family	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_M23
WP_049618820.1	883066.HMPREF9233_00229	3.71e-63	198.0	COG0228@1|root,COG0228@2|Bacteria,2IKU0@201174|Actinobacteria,4D5N7@85005|Actinomycetales	201174|Actinobacteria	J	Belongs to the bacterial ribosomal protein bS16 family	rpsP	GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0005886,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016020,GO:0019538,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044446,GO:0044464,GO:0071704,GO:0071944,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02959	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011,ko03029	-	-	-	Ribosomal_S16
WP_049618822.1	883066.HMPREF9233_00235	0.0	1156.0	COG1196@1|root,COG1196@2|Bacteria,2GK93@201174|Actinobacteria,4D3VV@85005|Actinomycetales	201174|Actinobacteria	D	Required for chromosome condensation and partitioning	smc	-	-	ko:K03529	-	-	-	-	ko00000,ko03036	-	-	-	SMC_N,SMC_hinge
WP_049618825.1	1121360.AUAQ01000011_gene317	1.4e-209	604.0	COG1109@1|root,COG1109@2|Bacteria,2GJ3Q@201174|Actinobacteria,22KV5@1653|Corynebacteriaceae	201174|Actinobacteria	G	Phosphoglucomutase phosphomannomutase, alpha beta alpha domain II	pmmB	-	5.4.2.2,5.4.2.8	ko:K01835,ko:K01840	ko00010,ko00030,ko00051,ko00052,ko00230,ko00500,ko00520,ko00521,ko01100,ko01110,ko01120,ko01130,map00010,map00030,map00051,map00052,map00230,map00500,map00520,map00521,map01100,map01110,map01120,map01130	M00114,M00549	R00959,R01057,R01818,R08639	RC00408	ko00000,ko00001,ko00002,ko01000	-	-	-	PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV
WP_049618826.1	883069.HMPREF9238_00676	1.27e-90	271.0	COG0274@1|root,COG0274@2|Bacteria,2GJIR@201174|Actinobacteria,4D31Z@85005|Actinomycetales	201174|Actinobacteria	F	Catalyzes a reversible aldol reaction between acetaldehyde and D-glyceraldehyde 3-phosphate to generate 2-deoxy- D-ribose 5-phosphate	deoC	-	4.1.2.4	ko:K01619	ko00030,map00030	-	R01066	RC00436,RC00437	ko00000,ko00001,ko01000	-	-	-	DeoC
WP_049618828.1	883066.HMPREF9233_00241	0.0	885.0	COG1022@1|root,COG1022@2|Bacteria,2GIXQ@201174|Actinobacteria,4D3YV@85005|Actinomycetales	201174|Actinobacteria	I	AMP-binding enzyme	-	-	6.2.1.3	ko:K01897	ko00061,ko00071,ko01100,ko01212,ko02024,ko03320,ko04146,ko04216,ko04714,ko04920,map00061,map00071,map01100,map01212,map02024,map03320,map04146,map04216,map04714,map04920	M00086	R01280	RC00004,RC00014	ko00000,ko00001,ko00002,ko01000,ko01004,ko04147	4.C.1.1	-	-	AMP-binding
WP_049618829.1	883066.HMPREF9233_00246	9.12e-130	371.0	COG0740@1|root,COG0740@2|Bacteria,2GKNK@201174|Actinobacteria,4D3XN@85005|Actinomycetales	201174|Actinobacteria	OU	Cleaves peptides in various proteins in a process that requires ATP hydrolysis. Has a chymotrypsin-like activity. Plays a major role in the degradation of misfolded proteins	clpP	GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0008150,GO:0016020,GO:0030312,GO:0040007,GO:0044424,GO:0044444,GO:0044464,GO:0071944	3.4.21.92	ko:K01358	ko04112,ko04212,map04112,map04212	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	CLP_protease
WP_049618830.1	883066.HMPREF9233_00266	1.38e-92	275.0	COG1045@1|root,COG1045@2|Bacteria,2IHW5@201174|Actinobacteria,4D3I3@85005|Actinomycetales	201174|Actinobacteria	E	serine acetyltransferase	cysE	GO:0000096,GO:0000097,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006534,GO:0006535,GO:0006563,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0008374,GO:0008652,GO:0009001,GO:0009058,GO:0009069,GO:0009070,GO:0009987,GO:0016053,GO:0016407,GO:0016412,GO:0016413,GO:0016740,GO:0016746,GO:0016747,GO:0019344,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	2.3.1.30	ko:K00640	ko00270,ko00920,ko01100,ko01110,ko01120,ko01200,ko01230,ko05111,map00270,map00920,map01100,map01110,map01120,map01200,map01230,map05111	M00021	R00586	RC00004,RC00041	ko00000,ko00001,ko00002,ko01000	-	-	-	Hexapep,SATase_N
WP_049618835.1	883066.HMPREF9233_01319	1.14e-115	336.0	COG0847@1|root,COG0847@2|Bacteria,2I2KI@201174|Actinobacteria,4D4A5@85005|Actinomycetales	201174|Actinobacteria	L	DNA polymerase III subunit epsilon	dnaQ2	-	2.7.7.7	ko:K02337,ko:K02342	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	M00260	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400	-	-	-	RNase_T
WP_049618837.1	883066.HMPREF9233_01318	0.0	880.0	COG0516@1|root,COG0517@1|root,COG0516@2|Bacteria,COG0517@2|Bacteria,2GITZ@201174|Actinobacteria,4D3B0@85005|Actinomycetales	201174|Actinobacteria	F	Catalyzes the conversion of inosine 5'-phosphate (IMP) to xanthosine 5'-phosphate (XMP), the first committed and rate- limiting step in the de novo synthesis of guanine nucleotides, and therefore plays an important role in the regulation of cell growth	guaB	GO:0003674,GO:0003824,GO:0003938,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006163,GO:0006164,GO:0006177,GO:0006183,GO:0006195,GO:0006204,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009124,GO:0009125,GO:0009126,GO:0009127,GO:0009128,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009154,GO:0009156,GO:0009158,GO:0009161,GO:0009163,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009169,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009261,GO:0009987,GO:0016020,GO:0016491,GO:0016614,GO:0016616,GO:0018130,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0030312,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0040007,GO:0042278,GO:0042451,GO:0042455,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046037,GO:0046039,GO:0046040,GO:0046128,GO:0046129,GO:0046390,GO:0046434,GO:0046483,GO:0046700,GO:0055086,GO:0055114,GO:0071704,GO:0071944,GO:0072521,GO:0072522,GO:0072523,GO:0090407,GO:0097292,GO:0097293,GO:1901068,GO:1901070,GO:1901135,GO:1901136,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901657,GO:1901659	1.1.1.205	ko:K00088	ko00230,ko00983,ko01100,ko01110,map00230,map00983,map01100,map01110	M00050	R01130,R08240	RC00143,RC02207	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	CBS,IMPDH
WP_049618840.1	525919.Apre_1710	6.89e-65	209.0	COG1120@1|root,COG1120@2|Bacteria,1V1ZY@1239|Firmicutes,24G59@186801|Clostridia,22H6F@1570339|Peptoniphilaceae	186801|Clostridia	P	ABC transporter	-	-	3.6.3.34	ko:K02013	ko02010,map02010	M00240	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.14	-	-	ABC_tran
WP_049618841.1	525919.Apre_1708	6.99e-120	360.0	COG0614@1|root,COG0614@2|Bacteria,1TT6Q@1239|Firmicutes,25MS6@186801|Clostridia,22GZ2@1570339|Peptoniphilaceae	186801|Clostridia	P	Periplasmic binding protein	-	-	-	ko:K02016	ko02010,map02010	M00240	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.14	-	-	Peripla_BP_2
WP_049618843.1	883067.HMPREF9237_00037	2.79e-22	88.2	COG2879@1|root,COG2879@2|Bacteria,2HM6Z@201174|Actinobacteria,4D6G7@85005|Actinomycetales	201174|Actinobacteria	S	Selenoprotein, putative	-	-	-	-	-	-	-	-	-	-	-	-	Sel_put
WP_049618844.1	644284.Arch_0486	0.0	1160.0	COG1966@1|root,COG1966@2|Bacteria,2GIYX@201174|Actinobacteria,4D4UN@85005|Actinomycetales	201174|Actinobacteria	T	carbon starvation protein	cstA	-	-	ko:K06200	-	-	-	-	ko00000	-	-	-	CstA,CstA_5TM
WP_049618845.1	1033736.CAHK01000048_gene1773	2.01e-67	225.0	COG2855@1|root,COG2855@2|Bacteria,2GS6E@201174|Actinobacteria,4F9Q0@85019|Brevibacteriaceae	201174|Actinobacteria	S	Conserved hypothetical protein 698	-	-	-	-	-	-	-	-	-	-	-	-	Cons_hypoth698
WP_049618846.1	883066.HMPREF9233_00703	2.75e-114	337.0	COG3358@1|root,COG3358@2|Bacteria,2GK08@201174|Actinobacteria,4D62Y@85005|Actinomycetales	201174|Actinobacteria	S	Protein of unknown function (DUF1684)	-	-	-	ko:K09164	-	-	-	-	ko00000	-	-	-	DUF1684
WP_049618847.1	1120941.AUBL01000051_gene1070	3e-61	191.0	COG3304@1|root,COG3304@2|Bacteria,2IKS5@201174|Actinobacteria,4D5QU@85005|Actinomycetales	201174|Actinobacteria	S	Inner membrane component domain	yccF	-	-	-	-	-	-	-	-	-	-	-	YccF
WP_049618850.1	858619.CVAR_1362	9.4e-19	81.6	COG2963@1|root,COG2963@2|Bacteria,2GRDS@201174|Actinobacteria,22RC9@1653|Corynebacteriaceae	201174|Actinobacteria	L	Transposase and inactivated derivatives	-	-	-	ko:K07483	-	-	-	-	ko00000	-	-	-	HTH_Tnp_1
WP_049618852.1	37919.EP51_16635	5.03e-93	277.0	COG2197@1|root,COG2197@2|Bacteria,2GJ9U@201174|Actinobacteria,4FX62@85025|Nocardiaceae	201174|Actinobacteria	T	COG2197 Response regulator containing a CheY-like receiver domain and an HTH DNA-binding domain	-	-	-	ko:K07693	ko02020,map02020	M00479	-	-	ko00000,ko00001,ko00002,ko02022	-	-	-	GerE,Response_reg
WP_049618853.1	1122237.AUGQ01000002_gene2038	7.25e-66	212.0	COG0842@1|root,COG0842@2|Bacteria,2GK5F@201174|Actinobacteria,4FPAT@85023|Microbacteriaceae	201174|Actinobacteria	V	Abc-2 type transporter	-	-	-	ko:K01992	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC2_membrane,ABC2_membrane_3
WP_049618858.1	883066.HMPREF9233_01360	0.0	1156.0	COG0129@1|root,COG0129@2|Bacteria,2GJIJ@201174|Actinobacteria,4D3Q8@85005|Actinomycetales	201174|Actinobacteria	EG	Belongs to the IlvD Edd family	edd	-	4.2.1.12,4.2.1.82,4.2.1.9	ko:K01687,ko:K01690,ko:K22396	ko00030,ko00040,ko00290,ko00770,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,map00030,map00040,map00290,map00770,map01100,map01110,map01120,map01130,map01200,map01210,map01230	M00008,M00019,M00570	R01209,R02036,R02429,R04441,R05070	RC00468,RC00543,RC01714	ko00000,ko00001,ko00002,ko01000	-	-	-	ILVD_EDD
WP_049618859.1	883066.HMPREF9233_01359	2.87e-110	330.0	COG0329@1|root,COG0329@2|Bacteria,2IGVB@201174|Actinobacteria	201174|Actinobacteria	EM	Dihydrodipicolinate synthetase family	-	-	4.3.3.7	ko:K01714	ko00261,ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00261,map00300,map01100,map01110,map01120,map01130,map01230	M00016,M00525,M00526,M00527	R10147	RC03062,RC03063	ko00000,ko00001,ko00002,ko01000	-	-	-	DHDPS
WP_049618860.1	883066.HMPREF9233_01358	2.94e-232	650.0	COG2610@1|root,COG2610@2|Bacteria,2GITQ@201174|Actinobacteria,4D3NZ@85005|Actinomycetales	201174|Actinobacteria	EG	Transporter, gluconate H symporter family	gnuT	-	-	ko:K03299	-	-	-	-	ko00000,ko02000	2.A.8	-	-	GntP_permease
WP_049618861.1	883066.HMPREF9233_01356	0.0	992.0	COG0166@1|root,COG0166@2|Bacteria,2GJG0@201174|Actinobacteria,4D40X@85005|Actinomycetales	201174|Actinobacteria	G	Belongs to the GPI family	pgi	-	5.3.1.9	ko:K01810	ko00010,ko00030,ko00500,ko00520,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00030,map00500,map00520,map01100,map01110,map01120,map01130,map01200	M00001,M00004,M00114	R02739,R02740,R03321	RC00376,RC00563	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	PGI
WP_049618862.1	888052.HMPREF9006_1852	1.85e-157	459.0	COG1301@1|root,COG1301@2|Bacteria,2I5W4@201174|Actinobacteria,4D381@85005|Actinomycetales	201174|Actinobacteria	U	Belongs to the dicarboxylate amino acid cation symporter (DAACS) (TC 2.A.23) family	dctA	-	-	-	-	-	-	-	-	-	-	-	SDF
WP_049618864.1	883066.HMPREF9233_01353	1.17e-125	378.0	COG0446@1|root,COG0446@2|Bacteria,2GJKT@201174|Actinobacteria	201174|Actinobacteria	Q	pyridine nucleotide-disulphide oxidoreductase	fprE	-	1.18.1.3	ko:K00529	ko00071,ko00360,ko01120,ko01220,map00071,map00360,map01120,map01220	M00545	R02000,R06782,R06783	RC00098	br01602,ko00000,ko00001,ko00002,ko01000	-	-	-	Pyr_redox_2,Reductase_C
WP_049618866.1	883066.HMPREF9233_01351	6.43e-127	384.0	2EKVE@1|root,33EIZ@2|Bacteria	2|Bacteria	-	-	-	GO:0008150,GO:0040007	-	-	-	-	-	-	-	-	-	-	-
WP_049618867.1	883066.HMPREF9233_01350	2.28e-116	342.0	COG0159@1|root,COG0159@2|Bacteria,2GN6T@201174|Actinobacteria,4D4VH@85005|Actinomycetales	201174|Actinobacteria	E	The alpha subunit is responsible for the aldol cleavage of indoleglycerol phosphate to indole and glyceraldehyde 3- phosphate	trpA	-	4.2.1.20	ko:K01695	ko00260,ko00400,ko01100,ko01110,ko01130,ko01230,map00260,map00400,map01100,map01110,map01130,map01230	M00023	R00674,R02340,R02722	RC00209,RC00210,RC00700,RC00701,RC02868	ko00000,ko00001,ko00002,ko01000	-	-	-	Trp_syntA
WP_049618868.1	1120933.ATUY01000007_gene574	5.32e-255	703.0	COG0133@1|root,COG0133@2|Bacteria,2GM7Z@201174|Actinobacteria,4D3EX@85005|Actinomycetales	201174|Actinobacteria	E	The beta subunit is responsible for the synthesis of L- tryptophan from indole and L-serine	trpB	-	4.2.1.20	ko:K01696,ko:K06001	ko00260,ko00400,ko01100,ko01110,ko01130,ko01230,map00260,map00400,map01100,map01110,map01130,map01230	M00023	R00674,R02340,R02722	RC00209,RC00210,RC00700,RC00701,RC02868	ko00000,ko00001,ko00002,ko01000	-	-	-	IGPS,PALP
WP_049618869.1	883066.HMPREF9233_01348	1.53e-106	316.0	COG0134@1|root,COG0134@2|Bacteria,2GIVV@201174|Actinobacteria,4D348@85005|Actinomycetales	201174|Actinobacteria	E	Indole-3-glycerol phosphate synthase	trpC	GO:0000162,GO:0000287,GO:0003674,GO:0003824,GO:0004425,GO:0005488,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0006082,GO:0006520,GO:0006568,GO:0006576,GO:0006586,GO:0006725,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009308,GO:0009309,GO:0009987,GO:0016020,GO:0016053,GO:0016829,GO:0016830,GO:0016831,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0019752,GO:0030312,GO:0034641,GO:0040007,GO:0042401,GO:0042430,GO:0042435,GO:0043167,GO:0043169,GO:0043436,GO:0044106,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044464,GO:0046219,GO:0046391,GO:0046394,GO:0046483,GO:0046872,GO:0071704,GO:0071944,GO:1901135,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	4.1.1.48	ko:K01609	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00023	R03508	RC00944	ko00000,ko00001,ko00002,ko01000	-	-	-	IGPS
WP_049618870.1	883066.HMPREF9233_01347	1.98e-192	540.0	COG0547@1|root,COG0547@2|Bacteria,2GM4G@201174|Actinobacteria,4D332@85005|Actinomycetales	201174|Actinobacteria	E	Catalyzes the transfer of the phosphoribosyl group of 5- phosphorylribose-1-pyrophosphate (PRPP) to anthranilate to yield N-(5'-phosphoribosyl)-anthranilate (PRA)	trpD	GO:0000162,GO:0003674,GO:0003824,GO:0004048,GO:0006082,GO:0006520,GO:0006568,GO:0006576,GO:0006586,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009308,GO:0009309,GO:0009987,GO:0016053,GO:0016740,GO:0016757,GO:0016763,GO:0018130,GO:0019438,GO:0019752,GO:0034641,GO:0042401,GO:0042430,GO:0042435,GO:0043436,GO:0044106,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0046219,GO:0046394,GO:0046483,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	2.4.2.18	ko:K00766	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00023	R01073	RC00440	ko00000,ko00001,ko00002,ko01000	-	-	-	Glycos_trans_3N,Glycos_transf_3
WP_049618872.1	883066.HMPREF9233_01345	0.0	1144.0	COG0210@1|root,COG0210@2|Bacteria,2GISS@201174|Actinobacteria,4D3UH@85005|Actinomycetales	201174|Actinobacteria	L	DNA helicase	pcrA	GO:0000018,GO:0000166,GO:0000287,GO:0003674,GO:0003678,GO:0003824,GO:0004003,GO:0004386,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005886,GO:0006139,GO:0006259,GO:0006281,GO:0006302,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0008026,GO:0008094,GO:0008150,GO:0008152,GO:0009314,GO:0009411,GO:0009416,GO:0009628,GO:0009650,GO:0009892,GO:0009987,GO:0010605,GO:0016020,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0019219,GO:0019222,GO:0030312,GO:0030554,GO:0031323,GO:0031324,GO:0032392,GO:0032508,GO:0032552,GO:0032554,GO:0032558,GO:0032564,GO:0032991,GO:0033202,GO:0033554,GO:0034641,GO:0036094,GO:0040007,GO:0042623,GO:0043138,GO:0043140,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0045910,GO:0045934,GO:0046483,GO:0046872,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051052,GO:0051053,GO:0051171,GO:0051172,GO:0051276,GO:0051716,GO:0060255,GO:0060542,GO:0060543,GO:0065007,GO:0070035,GO:0071103,GO:0071704,GO:0071840,GO:0071944,GO:0080090,GO:0090304,GO:0097159,GO:0097367,GO:0140097,GO:1901265,GO:1901360,GO:1901363,GO:1902494	3.6.4.12	ko:K03657	ko03420,ko03430,map03420,map03430	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	UvrD-helicase,UvrD_C
WP_049618873.1	883066.HMPREF9233_01344	2.92e-257	714.0	COG1012@1|root,COG1012@2|Bacteria,2GIWZ@201174|Actinobacteria,4D4ZC@85005|Actinomycetales	201174|Actinobacteria	C	Belongs to the aldehyde dehydrogenase family	-	-	1.2.1.16,1.2.1.20,1.2.1.79	ko:K00135	ko00250,ko00310,ko00350,ko00650,ko00760,ko01100,ko01120,map00250,map00310,map00350,map00650,map00760,map01100,map01120	M00027	R00713,R00714,R02401	RC00080	ko00000,ko00001,ko00002,ko01000	-	-	-	Aldedh
WP_049618874.1	883066.HMPREF9233_01341	1.06e-48	155.0	COG1882@1|root,COG1882@2|Bacteria,2ITDB@201174|Actinobacteria,4D678@85005|Actinomycetales	201174|Actinobacteria	C	Glycine radical domain protein	pflAC	-	-	-	-	-	-	-	-	-	-	-	Gly_radical
WP_049618875.1	883066.HMPREF9233_01340	0.0	1326.0	COG1882@1|root,COG1882@2|Bacteria,2GTTT@201174|Actinobacteria,4D3A9@85005|Actinomycetales	201174|Actinobacteria	C	formate acetyltransferase	pflB	-	2.3.1.54	ko:K00656	ko00620,ko00640,ko00650,ko01100,ko01120,map00620,map00640,map00650,map01100,map01120	-	R00212,R06987	RC00004,RC01181,RC02742,RC02833	ko00000,ko00001,ko01000	-	-	-	Gly_radical,PFL-like
