#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
chromosome,NZ_CP070228.1,506196,508718,+,,,JTE88_RS02165,WP_239519540.1,840,DNA ligase (NAD(+)) LigA
chromosome,NZ_CP070228.1,508724,509983,-,,,JTE88_RS02170,WP_204425083.1,419,phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase family protein
chromosome,NZ_CP070228.1,510041,510337,+,,gatC,JTE88_RS02175,WP_204425084.1,98,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC
chromosome,NZ_CP070228.1,510340,511842,+,,gatA,JTE88_RS02180,WP_204425085.1,500,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA
chromosome,NZ_CP070228.1,511847,513340,+,,gatB,JTE88_RS02185,WP_204425086.1,497,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB
chromosome,NZ_CP070228.1,513417,514817,+,,,JTE88_RS02190,WP_204425087.1,466,NAD-dependent malic enzyme
chromosome,NZ_CP070228.1,520851,521606,+,,,JTE88_RS02210,WP_204425088.1,251,class I SAM-dependent methyltransferase
chromosome,NZ_CP070228.1,521727,523055,+,,,JTE88_RS02215,WP_204425090.1,442,threonine/serine exporter family protein
chromosome,NZ_CP070228.1,523219,524820,-,,,JTE88_RS02220,WP_204425092.1,533,transporter
chromosome,NZ_CP070228.1,525026,526459,+,,aspA,JTE88_RS02225,WP_204425094.1,477,aspartate ammonia-lyase
chromosome,NZ_CP070228.1,526536,527690,+,,,JTE88_RS02230,WP_239519541.1,384,branched-chain amino acid aminotransferase
chromosome,NZ_CP070228.1,530360,531286,+,,,JTE88_RS02245,WP_204425097.1,308,pyruvate formate-lyase-activating protein
chromosome,NZ_CP070228.1,531382,531834,-,,,JTE88_RS02250,WP_204425098.1,150,hypothetical protein
chromosome,NZ_CP070228.1,531952,532749,-,,,JTE88_RS02255,WP_204425099.1,265,MerR family transcriptional regulator
chromosome,NZ_CP070228.1,532801,533532,-,,,JTE88_RS02260,WP_204425101.1,243,YggS family pyridoxal phosphate-dependent enzyme
chromosome,NZ_CP070228.1,533564,536236,-,,,JTE88_RS02265,WP_204425103.1,890,DUF3516 domain-containing protein
chromosome,NZ_CP070228.1,536431,537453,+,,,JTE88_RS02270,WP_204425105.1,340,efflux RND transporter periplasmic adaptor subunit
chromosome,NZ_CP070228.1,537463,538197,+,,,JTE88_RS02275,WP_204425107.1,244,ABC transporter ATP-binding protein
chromosome,NZ_CP070228.1,538197,539513,+,,,JTE88_RS02280,WP_204425109.1,438,ABC transporter permease
chromosome,NZ_CP070228.1,539900,540520,-,,,JTE88_RS02295,WP_204425111.1,206,hypothetical protein
chromosome,NZ_CP070228.1,540726,541655,+,,,JTE88_RS02300,WP_204425113.1,309,glutathione synthetase
chromosome,NZ_CP070228.1,542002,542655,-,,orn,JTE88_RS02310,WP_204425115.1,217,oligoribonuclease
chromosome,NZ_CP070228.1,542974,544512,+,,,JTE88_RS02320,WP_204425117.1,512,GTPase domain-containing protein
chromosome,NZ_CP070228.1,544555,546021,+,,,JTE88_RS02325,WP_204425125.1,488,GTP-binding protein
chromosome,NZ_CP070228.1,546183,546716,+,,,JTE88_RS02330,WP_204425127.1,177,single-stranded DNA-binding protein
chromosome,NZ_CP070228.1,546808,548490,+,,ettA,JTE88_RS02335,WP_204425129.1,560,energy-dependent translational throttle protein EttA
chromosome,NZ_CP070228.1,548718,549650,-,,,JTE88_RS02340,WP_239519542.1,310,thioesterase family protein
chromosome,NZ_CP070228.1,549829,551976,+,,malQ,JTE88_RS02345,WP_204425131.1,715,4-alpha-glucanotransferase
chromosome,NZ_CP070228.1,552076,552306,+,,,JTE88_RS02350,WP_204425133.1,76,PTS transporter subunit EIIB
chromosome,NZ_CP070228.1,552359,553555,-,,,JTE88_RS02355,WP_204425135.1,398,cation:dicarboxylase symporter family transporter
chromosome,NZ_CP070228.1,553699,554754,+,,,JTE88_RS02360,WP_204425137.1,351,LLM class flavin-dependent oxidoreductase
chromosome,NZ_CP070228.1,554840,555616,-,,,JTE88_RS02365,WP_204425139.1,258,formate/nitrite transporter family protein
chromosome,NZ_CP070228.1,555711,558257,-,,pepN,JTE88_RS02370,WP_204425141.1,848,aminopeptidase N
chromosome,NZ_CP070228.1,558542,558997,+,,,JTE88_RS02375,WP_204425143.1,151,hypothetical protein
chromosome,NZ_CP070228.1,559092,559784,-,,,JTE88_RS02380,WP_204425145.1,230,hypothetical protein
chromosome,NZ_CP070228.1,559787,561787,-,,,JTE88_RS02385,WP_204425147.1,666,peptidase M13
chromosome,NZ_CP070228.1,561845,562288,+,,,JTE88_RS02390,WP_204425149.1,147,ribose-5-phosphate isomerase
chromosome,NZ_CP070228.1,562404,562985,-,,cysE,JTE88_RS02395,WP_204425151.1,193,serine O-acetyltransferase
chromosome,NZ_CP070228.1,562999,563928,-,,cysK,JTE88_RS02400,WP_204425705.1,309,cysteine synthase A
chromosome,NZ_CP070228.1,564207,564860,-,,,JTE88_RS02405,WP_204425153.1,217,YigZ family protein
chromosome,NZ_CP070228.1,565030,565194,+,,rpmF,JTE88_RS02410,WP_013169725.1,54,MULTISPECIES: 50S ribosomal protein L32
chromosome,NZ_CP070228.1,565317,566003,+,,,JTE88_RS02415,WP_204425155.1,228,hypothetical protein
chromosome,NZ_CP070228.1,566003,566995,+,,,JTE88_RS02420,WP_204425157.1,330,glycoside hydrolase
chromosome,NZ_CP070228.1,566972,567835,-,,,JTE88_RS02425,WP_204425158.1,287,anchored repeat-type ABC transporter permease subunit
chromosome,NZ_CP070228.1,567832,568560,-,,,JTE88_RS02430,WP_204425159.1,242,ABC transporter ATP-binding protein
chromosome,NZ_CP070228.1,568557,569525,-,,,JTE88_RS02435,WP_204425160.1,322,choice-of-anchor M domain-containing protein
chromosome,NZ_CP070228.1,569522,571078,-,,,JTE88_RS02440,WP_239519543.1,518,"anchored repeat ABC transporter, substrate-binding protein"
chromosome,NZ_CP070228.1,571530,573887,+,,,JTE88_RS02445,WP_204425161.1,785,carbon starvation protein A
chromosome,NZ_CP070228.1,573957,574160,+,,,JTE88_RS02450,WP_204425162.1,67,CstA-like transporter-associated (seleno)protein
chromosome,NZ_CP070228.1,575189,575989,+,,,JTE88_RS02460,WP_204425163.1,266,hypothetical protein
chromosome,NZ_CP070228.1,576310,576474,+,,,JTE88_RS02465,WP_204425165.1,54,FAD-dependent oxidoreductase
chromosome,NZ_CP070228.1,576584,576880,-,,,JTE88_RS02470,WP_204425166.1,98,hypothetical protein
chromosome,NZ_CP070228.1,576911,577213,-,,,JTE88_RS02475,WP_204425167.1,100,winged helix-turn-helix domain-containing protein
chromosome,NZ_CP070228.1,577449,579473,+,,betT,JTE88_RS02480,WP_239519544.1,674,choline BCCT transporter BetT
chromosome,NZ_CP070228.1,579485,581191,-,,,JTE88_RS02485,WP_239519545.1,568,DASS family sodium-coupled anion symporter
chromosome,NZ_CP070228.1,581376,582041,-,,,JTE88_RS02490,WP_204425171.1,221,deoxynucleoside kinase
chromosome,NZ_CP070228.1,582676,583896,+,,,JTE88_RS02495,WP_204425172.1,406,argininosuccinate synthase
chromosome,NZ_CP070228.1,583896,585269,+,,argH,JTE88_RS02500,WP_204425173.1,457,argininosuccinate lyase
chromosome,NZ_CP070228.1,585596,586243,-,,,JTE88_RS02505,WP_204425174.1,215,deoxyribonuclease
chromosome,NZ_CP070228.1,586515,587969,-,,,JTE88_RS02510,WP_204425175.1,484,NAD(P)/FAD-dependent oxidoreductase
chromosome,NZ_CP070228.1,587991,588371,-,,,JTE88_RS02515,WP_197672575.1,126,MULTISPECIES: DoxX family protein
chromosome,NZ_CP070228.1,589612,589839,+,,,JTE88_RS02520,WP_239519546.1,75,terminase large subunit
chromosome,NZ_CP070228.1,590007,590357,+,,,JTE88_RS02525,WP_204425176.1,116,hypothetical protein
chromosome,NZ_CP070228.1,590608,590805,+,,,JTE88_RS02530,WP_204425177.1,65,MULTISPECIES: hypothetical protein
chromosome,NZ_CP070228.1,591199,591627,+,,,JTE88_RS02540,WP_204425178.1,142,MULTISPECIES: hypothetical protein
chromosome,NZ_CP070228.1,591780,591899,+,,,JTE88_RS02545,WP_204425179.1,39,MULTISPECIES: DUF2283 domain-containing protein
chromosome,NZ_CP070228.1,592137,592286,+,,,JTE88_RS02555,WP_204425858.1,49,hypothetical protein
chromosome,NZ_CP070228.1,592566,593186,-,,,JTE88_RS02560,WP_204425181.1,206,MULTISPECIES: hypothetical protein
chromosome,NZ_CP070228.1,594042,594329,+,,,JTE88_RS02570,WP_204425185.1,95,MULTISPECIES: hypothetical protein
chromosome,NZ_CP070228.1,594819,595151,-,,,JTE88_RS02575,WP_204425187.1,110,type II toxin-antitoxin system RelE/ParE family toxin
chromosome,NZ_CP070228.1,595151,595447,-,,,JTE88_RS02580,WP_204425189.1,98,MULTISPECIES: type II toxin-antitoxin system RelB/DinJ family antitoxin
chromosome,NZ_CP070228.1,596584,596778,+,,,JTE88_RS09035,WP_239519547.1,64,hypothetical protein
chromosome,NZ_CP070228.1,597112,597459,+,,,JTE88_RS02590,WP_204425192.1,115,MULTISPECIES: hypothetical protein
chromosome,NZ_CP070228.1,597759,598457,-,,,JTE88_RS02595,WP_204425194.1,232,hypothetical protein
chromosome,NZ_CP070228.1,598622,599119,-,,,JTE88_RS02600,WP_204425196.1,165,MULTISPECIES: DUF4258 domain-containing protein
chromosome,NZ_CP070228.1,600450,601106,-,,,JTE88_RS02615,WP_204425714.1,218,response regulator transcription factor
chromosome,NZ_CP070228.1,601142,601885,-,,,JTE88_RS02620,WP_204425198.1,247,histidine kinase
chromosome,NZ_CP070228.1,602012,602695,+,,,JTE88_RS02625,WP_204425199.1,227,ABC transporter ATP-binding protein
chromosome,NZ_CP070228.1,602692,604086,+,,,JTE88_RS02630,WP_204425200.1,464,hypothetical protein
chromosome,NZ_CP070228.1,604093,604470,-,,,JTE88_RS02635,WP_204425201.1,125,hypothetical protein
chromosome,NZ_CP070228.1,604518,604730,+,,,JTE88_RS02640,WP_204425202.1,70,hypothetical protein
chromosome,NZ_CP070228.1,605122,605943,+,,,JTE88_RS02645,WP_204425203.1,273,YdcF family protein
chromosome,NZ_CP070228.1,605930,606988,-,,,JTE88_RS02650,WP_204425205.1,352,GTP-binding protein
chromosome,NZ_CP070228.1,607087,607392,+,,rpsN,JTE88_RS02655,WP_204425207.1,101,30S ribosomal protein S14
chromosome,NZ_CP070228.1,607536,607658,+,,ykgO,JTE88_RS02660,WP_091282213.1,40,MULTISPECIES: type B 50S ribosomal protein L36
chromosome,NZ_CP070228.1,607658,607891,+,,rpmB,JTE88_RS02665,WP_204425209.1,77,50S ribosomal protein L28
chromosome,NZ_CP070228.1,607900,608067,+,,rpmG,JTE88_RS02670,WP_204425211.1,55,50S ribosomal protein L33
chromosome,NZ_CP070228.1,608181,609047,-,,,JTE88_RS02675,WP_204425212.1,288,hypothetical protein
chromosome,NZ_CP070228.1,609900,611450,+,,tig,JTE88_RS02690,WP_204425213.1,516,trigger factor
chromosome,NZ_CP070228.1,611751,612845,+,,,JTE88_RS02695,WP_204425214.1,364,IS1249 family transposase
chromosome,NZ_CP070228.1,613250,613921,+,,,JTE88_RS02700,WP_239519548.1,223,ATP-dependent Clp protease proteolytic subunit
chromosome,NZ_CP070228.1,613996,614643,+,,,JTE88_RS02705,WP_204425716.1,215,ATP-dependent Clp protease proteolytic subunit
chromosome,NZ_CP070228.1,614866,616152,+,,clpX,JTE88_RS02710,WP_204425216.1,428,ATP-dependent Clp protease ATP-binding subunit ClpX
chromosome,NZ_CP070228.1,616276,618102,-,,,JTE88_RS02715,WP_204425217.1,608,AMP-dependent synthetase/ligase
chromosome,NZ_CP070228.1,618335,621007,-,,valS,JTE88_RS02720,WP_204425218.1,890,valine--tRNA ligase
chromosome,NZ_CP070228.1,621089,621886,-,,proC,JTE88_RS02725,WP_204425219.1,265,pyrroline-5-carboxylate reductase
chromosome,NZ_CP070228.1,621891,622619,-,,,JTE88_RS02730,WP_204425221.1,242,DUF1643 domain-containing protein
chromosome,NZ_CP070228.1,623085,624827,-,,,JTE88_RS02735,WP_204425222.1,580,ABC transporter ATP-binding protein/permease
chromosome,NZ_CP070228.1,624824,626536,-,,,JTE88_RS02740,WP_239519549.1,570,ATP-binding cassette domain-containing protein
chromosome,NZ_CP070228.1,627121,630306,+,,ileS,JTE88_RS02745,WP_204425223.1,1061,isoleucine--tRNA ligase
chromosome,NZ_CP070228.1,630307,631827,+,,,JTE88_RS02750,WP_204425224.1,506,bifunctional folylpolyglutamate synthase/dihydrofolate synthase
chromosome,NZ_CP070228.1,631824,632240,+,,ndk,JTE88_RS02755,WP_204425225.1,138,nucleoside-diphosphate kinase
chromosome,NZ_CP070228.1,632240,632848,+,,dhaL,JTE88_RS02760,WP_204425719.1,202,dihydroxyacetone kinase subunit DhaL
chromosome,NZ_CP070228.1,632853,636467,+,,smc,JTE88_RS02765,WP_204425226.1,1204,chromosome segregation protein SMC
chromosome,NZ_CP070228.1,636543,636926,+,,,JTE88_RS02770,WP_204425227.1,127,hypothetical protein
chromosome,NZ_CP070228.1,636964,638121,+,,ftsY,JTE88_RS02775,WP_204425228.1,385,signal recognition particle-docking protein FtsY
chromosome,NZ_CP070228.1,638213,639766,+,,ffh,JTE88_RS02780,WP_204425229.1,517,signal recognition particle protein
chromosome,NZ_CP070228.1,639775,640848,+,,,JTE88_RS02785,WP_204425230.1,357,amidohydrolase family protein
chromosome,NZ_CP070228.1,640949,641338,-,,,JTE88_RS02790,WP_204425231.1,129,hypothetical protein
chromosome,NZ_CP070228.1,641470,642402,-,,,JTE88_RS02795,WP_204425232.1,310,cation diffusion facilitator family transporter
chromosome,NZ_CP070228.1,642649,643113,+,,rpsP,JTE88_RS02800,WP_204425233.1,154,30S ribosomal protein S16
chromosome,NZ_CP070228.1,643113,643349,+,,,JTE88_RS02805,WP_204425234.1,78,RNA-binding protein
chromosome,NZ_CP070228.1,643414,643935,+,,rimM,JTE88_RS02810,WP_204425236.1,173,ribosome maturation factor RimM
chromosome,NZ_CP070228.1,643935,645278,+,,trmD,JTE88_RS02815,WP_204425238.1,447,tRNA (guanosine(37)-N1)-methyltransferase TrmD
chromosome,NZ_CP070228.1,645407,645754,+,,rplS,JTE88_RS02820,WP_239519580.1,115,50S ribosomal protein L19
chromosome,NZ_CP070228.1,645908,646741,+,,lepB,JTE88_RS02825,WP_204425240.1,277,signal peptidase I
chromosome,NZ_CP070228.1,646755,647423,+,,,JTE88_RS02830,WP_204425241.1,222,ribonuclease HII
chromosome,NZ_CP070228.1,647439,647750,+,,,JTE88_RS02835,WP_204425242.1,103,DUF2469 domain-containing protein
chromosome,NZ_CP070228.1,647897,648268,+,,,JTE88_RS02840,WP_204425243.1,123,YraN family protein
chromosome,NZ_CP070228.1,648265,649788,+,,,JTE88_RS02845,WP_204425244.1,507,YifB family Mg chelatase-like AAA ATPase
chromosome,NZ_CP070228.1,649788,650963,+,,dprA,JTE88_RS02850,WP_204425245.1,391,DNA-processing protein DprA
chromosome,NZ_CP070228.1,650960,651895,+,,,JTE88_RS02855,WP_204425246.1,311,tyrosine recombinase XerC
chromosome,NZ_CP070228.1,651965,652579,-,,,JTE88_RS02860,WP_204425247.1,204,M23 family metallopeptidase
chromosome,NZ_CP070228.1,652900,653724,+,,rpsB,JTE88_RS02865,WP_204425249.1,274,30S ribosomal protein S2
chromosome,NZ_CP070228.1,653752,654624,+,,tsf,JTE88_RS02870,WP_204425250.1,290,translation elongation factor Ts
chromosome,NZ_CP070228.1,654938,655714,+,,,JTE88_RS02875,WP_204425251.1,258,electron transfer flavoprotein beta subunit/FixA family protein
chromosome,NZ_CP070228.1,655714,656586,+,,,JTE88_RS02880,WP_204425252.1,290,electron transfer flavoprotein subunit alpha/FixB family protein
chromosome,NZ_CP070228.1,656667,657968,+,,,JTE88_RS02885,WP_204425253.1,433,FAD-dependent oxidoreductase
chromosome,NZ_CP070228.1,657968,658270,+,,,JTE88_RS02890,WP_204425254.1,100,MULTISPECIES: 4Fe-4S dicluster domain-containing protein
chromosome,NZ_CP070228.1,658498,658812,+,,,JTE88_RS02895,WP_204425255.1,104,SdpI family protein
chromosome,NZ_CP070228.1,658771,660252,-,,,JTE88_RS02900,WP_204425256.1,493,MFS transporter
chromosome,NZ_CP070228.1,660407,660790,+,,,JTE88_RS02905,WP_091282091.1,127,MULTISPECIES: RNA-binding S4 domain-containing protein
chromosome,NZ_CP070228.1,660826,661566,+,,pyrH,JTE88_RS02910,WP_204425257.1,246,UMP kinase
chromosome,NZ_CP070228.1,661576,662133,+,,frr,JTE88_RS02915,WP_204425259.1,185,ribosome recycling factor
chromosome,NZ_CP070228.1,662136,663029,+,,,JTE88_RS02920,WP_204425261.1,297,phosphatidate cytidylyltransferase
chromosome,NZ_CP070228.1,663065,664354,+,,rlmN,JTE88_RS02925,WP_204425263.1,429,23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN
chromosome,NZ_CP070228.1,664347,664898,+,,,JTE88_RS02930,WP_204425265.1,183,DivIVA domain-containing protein
chromosome,NZ_CP070228.1,664898,666127,+,,dxr,JTE88_RS02935,WP_204425267.1,409,1-deoxy-D-xylulose-5-phosphate reductoisomerase
chromosome,NZ_CP070228.1,666143,667384,+,,,JTE88_RS02940,WP_204425269.1,413,site-2 protease family protein
chromosome,NZ_CP070228.1,667415,668575,+,,ispG,JTE88_RS02945,WP_204425271.1,386,flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase
chromosome,NZ_CP070228.1,668577,669425,+,,,JTE88_RS02950,WP_204425273.1,282,GNAT family N-acetyltransferase
chromosome,NZ_CP070228.1,669589,671376,+,,,JTE88_RS02955,WP_204425274.1,595,proline--tRNA ligase
chromosome,NZ_CP070228.1,671547,672458,-,,,JTE88_RS02960,WP_204425275.1,303,hypothetical protein
chromosome,NZ_CP070228.1,672578,673048,+,,,JTE88_RS02965,WP_204425276.1,156,ribosome maturation factor RimP
chromosome,NZ_CP070228.1,673048,674025,+,,nusA,JTE88_RS02970,WP_204425277.1,325,transcription termination factor NusA
chromosome,NZ_CP070228.1,674093,674515,+,,,JTE88_RS02975,WP_239519550.1,140,DUF448 domain-containing protein
chromosome,NZ_CP070228.1,674586,677486,+,,infB,JTE88_RS02980,WP_204425278.1,966,translation initiation factor IF-2
chromosome,NZ_CP070228.1,677519,677974,+,,rbfA,JTE88_RS02985,WP_204425279.1,151,30S ribosome-binding factor RbfA
chromosome,NZ_CP070228.1,677974,678999,+,,truB,JTE88_RS02990,WP_239519551.1,341,tRNA pseudouridine(55) synthase TruB
chromosome,NZ_CP070228.1,679539,680348,+,,,JTE88_RS02995,WP_204425281.1,269,hypothetical protein
chromosome,NZ_CP070228.1,680440,681387,+,,,JTE88_RS03000,WP_204425283.1,315,hypothetical protein
chromosome,NZ_CP070228.1,681484,681681,+,,,JTE88_RS03005,WP_204425286.1,65,hypothetical protein
chromosome,NZ_CP070228.1,682063,682902,+,,,JTE88_RS03010,WP_204425288.1,279,hypothetical protein
chromosome,NZ_CP070228.1,683440,684414,+,,,JTE88_RS03015,WP_204425290.1,324,hypothetical protein
chromosome,NZ_CP070228.1,684468,685739,+,,,JTE88_RS03020,WP_204425293.1,423,peptidoglycan-binding protein
chromosome,NZ_CP070228.1,685736,686401,+,,,JTE88_RS03025,WP_204425295.1,221,MULTISPECIES: ABC transporter ATP-binding protein
chromosome,NZ_CP070228.1,686394,687653,+,,,JTE88_RS03030,WP_168917520.1,419,MULTISPECIES: ABC transporter permease
chromosome,NZ_CP070228.1,687825,688115,+,,,JTE88_RS03035,WP_204425296.1,96,hypothetical protein
chromosome,NZ_CP070228.1,688119,689114,+,,,JTE88_RS03040,WP_204425297.1,331,bifunctional riboflavin kinase/FAD synthetase
chromosome,NZ_CP070228.1,689284,689691,+,,,JTE88_RS03045,WP_204425298.1,135,hypothetical protein
chromosome,NZ_CP070228.1,689834,690103,+,,rpsO,JTE88_RS03050,WP_204425302.1,89,30S ribosomal protein S15
chromosome,NZ_CP070228.1,690426,692789,+,,,JTE88_RS03055,WP_204425304.1,787,polyribonucleotide nucleotidyltransferase
chromosome,NZ_CP070228.1,692919,694094,+,,,JTE88_RS03060,WP_204425306.1,391,MFS transporter
chromosome,NZ_CP070228.1,694191,695513,+,,,JTE88_RS03065,WP_204425308.1,440,insulinase family protein
chromosome,NZ_CP070228.1,695551,696132,-,,,JTE88_RS03070,WP_204425310.1,193,hypothetical protein
chromosome,NZ_CP070228.1,696304,697893,+,,,JTE88_RS03075,WP_239519581.1,529,RNase J family beta-CASP ribonuclease
chromosome,NZ_CP070228.1,698488,699612,-,,,JTE88_RS03080,WP_204425314.1,374,ABC transporter ATP-binding protein
chromosome,NZ_CP070228.1,699660,701450,-,,,JTE88_RS03085,WP_204425316.1,596,iron ABC transporter permease
chromosome,NZ_CP070228.1,701482,702534,-,,,JTE88_RS03090,WP_204425318.1,350,ABC transporter substrate-binding protein
chromosome,NZ_CP070228.1,702653,703417,-,,,JTE88_RS03095,WP_204425320.1,254,ABC transporter ATP-binding protein
chromosome,NZ_CP070228.1,703423,704415,-,,,JTE88_RS03100,WP_091282028.1,330,MULTISPECIES: ABC transporter substrate-binding protein
chromosome,NZ_CP070228.1,704434,705462,-,,,JTE88_RS03105,WP_204425321.1,342,iron ABC transporter permease
chromosome,NZ_CP070228.1,705470,706597,-,,,JTE88_RS03110,WP_204425322.1,375,prolyl oligopeptidase family serine peptidase
chromosome,NZ_CP070228.1,707097,709331,+,,,JTE88_RS03115,WP_204425323.1,744,YcaO-like family protein
chromosome,NZ_CP070228.1,709364,711103,+,,,JTE88_RS03120,WP_204425324.1,579,ABC transporter ATP-binding protein/permease
chromosome,NZ_CP070228.1,711109,712833,+,,,JTE88_RS03125,WP_204425325.1,574,MULTISPECIES: ABC transporter ATP-binding protein/permease
chromosome,NZ_CP070228.1,713532,713828,-,,,JTE88_RS03140,WP_204425328.1,98,MULTISPECIES: hypothetical protein
chromosome,NZ_CP070228.1,714134,714811,-,,,JTE88_RS03150,WP_204425330.1,225,response regulator
chromosome,NZ_CP070228.1,714827,715321,-,,,JTE88_RS09045,WP_239519552.1,164,ATP-binding protein
chromosome,NZ_CP070228.1,715645,716553,-,,,JTE88_RS03160,WP_204425334.1,302,2-hydroxyacid dehydrogenase
chromosome,NZ_CP070228.1,716690,719314,+,,,JTE88_RS03165,WP_204425336.1,874,DNA translocase FtsK
chromosome,NZ_CP070228.1,719369,719953,+,,pgsA,JTE88_RS03170,WP_204425337.1,194,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
chromosome,NZ_CP070228.1,719959,720447,+,,,JTE88_RS03175,WP_204425340.1,162,nicotinamide-nucleotide amidohydrolase family protein
chromosome,NZ_CP070228.1,720587,720934,+,,,JTE88_RS03180,WP_204425725.1,115,helix-turn-helix domain-containing protein
chromosome,NZ_CP070228.1,720937,721173,+,,,JTE88_RS03185,WP_204425342.1,78,DUF3046 domain-containing protein
chromosome,NZ_CP070228.1,721461,722507,+,,recA,JTE88_RS03190,WP_204425343.1,348,recombinase RecA
chromosome,NZ_CP070228.1,722566,723150,+,,,JTE88_RS03195,WP_204425344.1,194,recombination regulator RecX
chromosome,NZ_CP070228.1,723245,724789,+,,miaB,JTE88_RS03200,WP_204425345.1,514,tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB
chromosome,NZ_CP070228.1,724793,725734,+,,miaA,JTE88_RS03205,WP_204425346.1,313,tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA
chromosome,NZ_CP070228.1,725700,726386,-,,,JTE88_RS03210,WP_239519553.1,228,methyltransferase
chromosome,NZ_CP070228.1,726508,727941,+,,hflX,JTE88_RS03215,WP_239519582.1,477,GTPase HflX
chromosome,NZ_CP070228.1,727934,729868,+,,,JTE88_RS03220,WP_239519554.1,644,DEAD/DEAH box helicase
chromosome,NZ_CP070228.1,729986,730807,-,,lexA,JTE88_RS03225,WP_239519555.1,273,transcriptional repressor LexA
chromosome,NZ_CP070228.1,730972,731577,+,,,JTE88_RS03230,WP_204425347.1,201,LysM domain-containing protein
chromosome,NZ_CP070228.1,731627,732076,+,,nrdR,JTE88_RS03235,WP_204425348.1,149,transcriptional regulator NrdR
chromosome,NZ_CP070228.1,732208,734328,-,,,JTE88_RS03240,WP_204425349.1,706,AMP-binding protein
chromosome,NZ_CP070228.1,734431,736686,-,,,JTE88_RS03245,WP_204425351.1,751,AAA family ATPase
chromosome,NZ_CP070228.1,736855,737874,+,,,JTE88_RS03250,WP_204425353.1,339,PAC2 family protein
chromosome,NZ_CP070228.1,737846,738673,-,,,JTE88_RS03255,WP_204425354.1,275,fused MFS/spermidine synthase
chromosome,NZ_CP070228.1,738740,739972,+,,dinB,JTE88_RS03260,WP_204425355.1,410,DNA polymerase IV
chromosome,NZ_CP070228.1,740044,740433,+,,,JTE88_RS03265,WP_204425356.1,129,DUF3040 domain-containing protein
chromosome,NZ_CP070228.1,740770,741201,+,,mraZ,JTE88_RS03270,WP_204425357.1,143,division/cell wall cluster transcriptional repressor MraZ
chromosome,NZ_CP070228.1,741314,742324,+,,rsmH,JTE88_RS03275,WP_204425358.1,336,16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH
chromosome,NZ_CP070228.1,742321,742719,+,,,JTE88_RS03280,WP_204425359.1,132,hypothetical protein
chromosome,NZ_CP070228.1,742739,744625,+,,,JTE88_RS03285,WP_239519556.1,628,penicillin-binding transpeptidase domain-containing protein
chromosome,NZ_CP070228.1,744601,746106,+,,,JTE88_RS03290,WP_239519557.1,501,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase"
chromosome,NZ_CP070228.1,746103,747521,+,,,JTE88_RS03295,WP_204425360.1,472,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
chromosome,NZ_CP070228.1,747522,748607,+,,mraY,JTE88_RS03300,WP_204425362.1,361,phospho-N-acetylmuramoyl-pentapeptide-transferase
chromosome,NZ_CP070228.1,748589,750091,+,,murD,JTE88_RS03305,WP_204425364.1,500,UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase
chromosome,NZ_CP070228.1,750091,751323,+,,,JTE88_RS03310,WP_204425366.1,410,putative lipid II flippase FtsW
chromosome,NZ_CP070228.1,751323,752429,+,,,JTE88_RS03315,WP_204425368.1,368,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
chromosome,NZ_CP070228.1,752429,753781,+,,murC,JTE88_RS03320,WP_204425738.1,450,UDP-N-acetylmuramate--L-alanine ligase
chromosome,NZ_CP070228.1,753778,754782,+,,,JTE88_RS03325,WP_204425370.1,334,FtsQ-type POTRA domain-containing protein
chromosome,NZ_CP070228.1,754904,756139,+,,ftsZ,JTE88_RS03330,WP_204425372.1,411,cell division protein FtsZ
chromosome,NZ_CP070228.1,756239,757018,+,,pgeF,JTE88_RS03335,WP_204425373.1,259,peptidoglycan editing factor PgeF
chromosome,NZ_CP070228.1,757073,757483,+,,,JTE88_RS03340,WP_204425374.1,136,cell division protein SepF
chromosome,NZ_CP070228.1,757486,757782,+,,,JTE88_RS03345,WP_204425375.1,98,YggT family protein
chromosome,NZ_CP070228.1,757953,758534,+,,,JTE88_RS03350,WP_204425376.1,193,DivIVA domain-containing protein
chromosome,NZ_CP070228.1,758621,759133,+,,lspA,JTE88_RS03355,WP_239519558.1,170,signal peptidase II
chromosome,NZ_CP070228.1,759196,760053,+,,,JTE88_RS03360,WP_204425742.1,285,RluA family pseudouridine synthase
