# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	196734	197729	+	WP_204424737.1	WP_204424737.1		DnaJ domain-containing protein			JTE88_RS00805	996	331	
gene	pseudogene	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	197790	198038	+							JTE88_RS09010	249		partial;pseudo
CDS	without_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	197790	198038	+				MerR family transcriptional regulator			JTE88_RS09010	249		partial;pseudo
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	198449	199006	+							JTE88_RS00815	558		old_locus_tag=JTE88_00815
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	198449	199006	+	WP_204424739.1	WP_204424739.1		CoA pyrophosphatase			JTE88_RS00815	558	185	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	198978	199406	-							JTE88_RS00820	429		old_locus_tag=JTE88_00820
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	198978	199406	-	WP_204424740.1	WP_204424740.1		DUF3806 domain-containing protein			JTE88_RS00820	429	142	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	199585	202866	+							JTE88_RS00825	3282		old_locus_tag=JTE88_00825
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	199585	202866	+	WP_204424741.1	WP_204424741.1		ExeM/NucH family extracellular endonuclease			JTE88_RS00825	3282	1093	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	202947	203381	-							JTE88_RS00830	435		old_locus_tag=JTE88_00830
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	202947	203381	-	WP_204424743.1	WP_204424743.1		hypothetical protein			JTE88_RS00830	435	144	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	203447	203962	-					ybaK		JTE88_RS00835	516		old_locus_tag=JTE88_00835
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	203447	203962	-	WP_204424745.1	WP_204424745.1		Cys-tRNA(Pro) deacylase	ybaK		JTE88_RS00835	516	171	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	203977	204489	+							JTE88_RS00840	513		old_locus_tag=JTE88_00840
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	203977	204489	+	WP_204424747.1	WP_204424747.1		GNAT family N-acetyltransferase			JTE88_RS00840	513	170	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	204486	205001	-							JTE88_RS00845	516		old_locus_tag=JTE88_00845
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	204486	205001	-	WP_204424749.1	WP_204424749.1		tryptophan-rich sensory protein			JTE88_RS00845	516	171	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	205062	206069	+					gluQRS		JTE88_RS00850	1008		old_locus_tag=JTE88_00850
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	205062	206069	+	WP_239519527.1	WP_239519527.1		tRNA glutamyl-Q(34) synthetase GluQRS	gluQRS		JTE88_RS00850	1008	335	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	206078	206251	-							JTE88_RS00855	174		old_locus_tag=JTE88_00855
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	206078	206251	-	WP_204424752.1	WP_204424752.1		antitoxin			JTE88_RS00855	174	57	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	206498	209164	+					clpB		JTE88_RS00860	2667		old_locus_tag=JTE88_00860
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	206498	209164	+	WP_204424754.1	WP_204424754.1		ATP-dependent chaperone ClpB	clpB		JTE88_RS00860	2667	888	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	209244	210713	+							JTE88_RS00865	1470		old_locus_tag=JTE88_00865
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	209244	210713	+	WP_239519528.1	WP_239519528.1		amino acid permease			JTE88_RS00865	1470	489	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	210790	211236	-							JTE88_RS00870	447		old_locus_tag=JTE88_00870
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	210790	211236	-	WP_204424756.1	WP_204424756.1		IS3 family transposase			JTE88_RS00870	447	148	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	211244	211630	-							JTE88_RS00875	387		old_locus_tag=JTE88_00875
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	211244	211630	-	WP_204424758.1	WP_204424758.1		IS3 family transposase			JTE88_RS00875	387	128	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	211705	211965	-							JTE88_RS00880	261		old_locus_tag=JTE88_00880
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	211705	211965	-	WP_204424760.1	WP_204424760.1		helix-turn-helix domain-containing protein			JTE88_RS00880	261	86	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	212387	214306	+							JTE88_RS00885	1920		old_locus_tag=JTE88_00885
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	212387	214306	+	WP_204424762.1	WP_204424762.1		hypothetical protein			JTE88_RS00885	1920	639	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	214580	214840	+							JTE88_RS00890	261		old_locus_tag=JTE88_00890
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	214580	214840	+	WP_204424760.1	WP_204424760.1		helix-turn-helix domain-containing protein			JTE88_RS00890	261	86	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	214915	215301	+							JTE88_RS00895	387		old_locus_tag=JTE88_00895
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	214915	215301	+	WP_204424758.1	WP_204424758.1		IS3 family transposase			JTE88_RS00895	387	128	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	215309	215755	+							JTE88_RS00900	447		old_locus_tag=JTE88_00900
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	215309	215755	+	WP_204424756.1	WP_204424756.1		IS3 family transposase			JTE88_RS00900	447	148	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	215850	216593	-							JTE88_RS00905	744		old_locus_tag=JTE88_00905
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	215850	216593	-	WP_204424764.1	WP_204424764.1		hypothetical protein			JTE88_RS00905	744	247	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	216590	218122	-							JTE88_RS00910	1533		old_locus_tag=JTE88_00910
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	216590	218122	-	WP_204424766.1	WP_204424766.1		hypothetical protein			JTE88_RS00910	1533	510	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	218340	219419	-							JTE88_RS00915	1080		old_locus_tag=JTE88_00915
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	218340	219419	-	WP_204424768.1	WP_204424768.1		inositol-3-phosphate synthase			JTE88_RS00915	1080	359	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	219776	220591	+							JTE88_RS00920	816		old_locus_tag=JTE88_00920
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	219776	220591	+	WP_204424770.1	WP_204424770.1		serine hydrolase			JTE88_RS00920	816	271	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	220584	221390	-							JTE88_RS00925	807		old_locus_tag=JTE88_00925
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	220584	221390	-	WP_204424772.1	WP_204424772.1		exodeoxyribonuclease III			JTE88_RS00925	807	268	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	221427	222194	+							JTE88_RS00930	768		old_locus_tag=JTE88_00930
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	221427	222194	+	WP_204424774.1	WP_204424774.1		SDR family NAD(P)-dependent oxidoreductase			JTE88_RS00930	768	255	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	222415	223221	+							JTE88_RS00935	807		old_locus_tag=JTE88_00935
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	222415	223221	+	WP_204424776.1	WP_204424776.1		hypothetical protein			JTE88_RS00935	807	268	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	223338	223736	+							JTE88_RS00940	399		old_locus_tag=JTE88_00940
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	223338	223736	+	WP_168917162.1	WP_168917162.1		(deoxy)nucleoside triphosphate pyrophosphohydrolase			JTE88_RS00940	399	132	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	223777	225408	+							JTE88_RS00945	1632		old_locus_tag=JTE88_00945
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	223777	225408	+	WP_168917163.1	WP_168917163.1		TIGR04141 family sporadically distributed protein			JTE88_RS00945	1632	543	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	225459	226163	+							JTE88_RS00950	705		old_locus_tag=JTE88_00950
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	225459	226163	+	WP_168917164.1	WP_168917164.1		Eco47II family restriction endonuclease			JTE88_RS00950	705	234	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	226218	227480	+					dcm		JTE88_RS00955	1263		old_locus_tag=JTE88_00955
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	226218	227480	+	WP_168917165.1	WP_168917165.1		DNA (cytosine-5-)-methyltransferase	dcm		JTE88_RS00955	1263	420	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	227492	227995	+							JTE88_RS00960	504		old_locus_tag=JTE88_00960
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	227492	227995	+	WP_204424778.1	WP_204424778.1		hypothetical protein			JTE88_RS00960	504	167	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	228075	228704	+							JTE88_RS00965	630		old_locus_tag=JTE88_00965
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	228075	228704	+	WP_239519574.1	WP_239519574.1		RNA methyltransferase			JTE88_RS00965	630	209	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	228796	229590	-							JTE88_RS00970	795		old_locus_tag=JTE88_00970
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	228796	229590	-	WP_204424779.1	WP_204424779.1		type IV toxin-antitoxin system AbiEi family antitoxin domain-containing protein			JTE88_RS00970	795	264	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	229924	230946	+					fbaA		JTE88_RS00975	1023		old_locus_tag=JTE88_00975
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	229924	230946	+	WP_204424781.1	WP_204424781.1		class II fructose-bisphosphate aldolase	fbaA		JTE88_RS00975	1023	340	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	231193	232848	+							JTE88_RS00980	1656		old_locus_tag=JTE88_00980
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	231193	232848	+	WP_204424783.1	WP_204424783.1		DUF4091 domain-containing protein			JTE88_RS00980	1656	551	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	232845	235865	+							JTE88_RS00985	3021		old_locus_tag=JTE88_00985
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	232845	235865	+	WP_204424785.1	WP_204424785.1		hypothetical protein			JTE88_RS00985	3021	1006	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	235923	237410	+							JTE88_RS00990	1488		old_locus_tag=JTE88_00990
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	235923	237410	+	WP_204424786.1	WP_204424786.1		cellulase family glycosylhydrolase			JTE88_RS00990	1488	495	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	237540	238862	+							JTE88_RS00995	1323		old_locus_tag=JTE88_00995
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	237540	238862	+	WP_204424794.1	WP_204424794.1		extracellular solute-binding protein			JTE88_RS00995	1323	440	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	238931	239881	+							JTE88_RS01000	951		old_locus_tag=JTE88_01000
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	238931	239881	+	WP_204424796.1	WP_204424796.1		sugar ABC transporter permease			JTE88_RS01000	951	316	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	239881	240792	+							JTE88_RS01005	912		old_locus_tag=JTE88_01005
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	239881	240792	+	WP_204424798.1	WP_204424798.1		carbohydrate ABC transporter permease			JTE88_RS01005	912	303	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	240859	241368	-							JTE88_RS01010	510		old_locus_tag=JTE88_01010
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	240859	241368	-	WP_204424800.1	WP_204424800.1		hypothetical protein			JTE88_RS01010	510	169	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	241352	242224	-							JTE88_RS01015	873		old_locus_tag=JTE88_01015
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	241352	242224	-	WP_204424801.1	WP_204424801.1		hypothetical protein			JTE88_RS01015	873	290	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	242347	243294	-							JTE88_RS01020	948		old_locus_tag=JTE88_01020
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	242347	243294	-	WP_204424803.1	WP_204424803.1		hypothetical protein			JTE88_RS01020	948	315	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	243697	245553	+							JTE88_RS01025	1857		old_locus_tag=JTE88_01025
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	243697	245553	+	WP_204424804.1	WP_204424804.1		phosphoenolpyruvate carboxykinase (GTP)			JTE88_RS01025	1857	618	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	245762	246655	+							JTE88_RS01030	894		old_locus_tag=JTE88_01030
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	245762	246655	+	WP_204424805.1	WP_204424805.1		phosphoribosylaminoimidazolesuccinocarboxamide synthase			JTE88_RS01030	894	297	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	246786	248123	+					gdhA		JTE88_RS01035	1338		old_locus_tag=JTE88_01035
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	246786	248123	+	WP_204424806.1	WP_204424806.1		NADP-specific glutamate dehydrogenase	gdhA		JTE88_RS01035	1338	445	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	248511	249440	+							JTE88_RS01040	930		old_locus_tag=JTE88_01040
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	248511	249440	+	WP_239519529.1	WP_239519529.1		class C sortase			JTE88_RS01040	930	309	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	249500	250249	+							JTE88_RS01045	750		old_locus_tag=JTE88_01045
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	249500	250249	+	WP_204424807.1	WP_204424807.1		hypothetical protein			JTE88_RS01045	750	249	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	250267	253995	+							JTE88_RS01050	3729		old_locus_tag=JTE88_01050
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	250267	253995	+	WP_204424808.1	WP_204424808.1		hypothetical protein			JTE88_RS01050	3729	1242	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	254204	254560	+							JTE88_RS01055	357		old_locus_tag=JTE88_01055
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	254204	254560	+	WP_239519530.1	WP_239519530.1		sterol carrier family protein			JTE88_RS01055	357	118	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	254644	254877	-							JTE88_RS01060	234		old_locus_tag=JTE88_01060
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	254644	254877	-	WP_204424810.1	WP_204424810.1		DUF3073 family protein			JTE88_RS01060	234	77	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	255237	255431	+							JTE88_RS01065	195		old_locus_tag=JTE88_01065
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	255237	255431	+	WP_204424812.1	WP_204424812.1		helix-turn-helix domain-containing protein			JTE88_RS01065	195	64	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	255549	255899	-							JTE88_RS01070	351		old_locus_tag=JTE88_01070
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	255549	255899	-	WP_204424814.1	WP_204424814.1		DUF3618 domain-containing protein			JTE88_RS01070	351	116	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	255896	256339	-							JTE88_RS01075	444		old_locus_tag=JTE88_01075
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	255896	256339	-	WP_204424815.1	WP_204424815.1		phage holin family protein			JTE88_RS01075	444	147	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	256461	258296	-							JTE88_RS01080	1836		old_locus_tag=JTE88_01080
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	256461	258296	-	WP_204424817.1	WP_204424817.1		virulence factor MviN			JTE88_RS01080	1836	611	
gene	tRNA	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	258388	258461	-							JTE88_RS01085	74		old_locus_tag=JTE88_01085
tRNA		GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	258388	258461	-				tRNA-Asp			JTE88_RS01085	74		anticodon=GTC
gene	tRNA	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	258520	258595	-							JTE88_RS01090	76		old_locus_tag=JTE88_01090
tRNA		GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	258520	258595	-				tRNA-Phe			JTE88_RS01090	76		anticodon=GAA
gene	tRNA	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	258632	258708	-							JTE88_RS01095	77		old_locus_tag=JTE88_01095
tRNA		GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	258632	258708	-				tRNA-Asp			JTE88_RS01095	77		anticodon=GTC
gene	tRNA	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	258753	258825	-							JTE88_RS01100	73		old_locus_tag=JTE88_01100
tRNA		GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	258753	258825	-				tRNA-Glu			JTE88_RS01100	73		anticodon=TTC
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	258992	260563	+							JTE88_RS01105	1572		old_locus_tag=JTE88_01105
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	258992	260563	+	WP_204424819.1	WP_204424819.1		mechanosensitive ion channel family protein			JTE88_RS01105	1572	523	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	260569	261021	+					msrB		JTE88_RS01110	453		old_locus_tag=JTE88_01110
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	260569	261021	+	WP_204424820.1	WP_204424820.1		peptide-methionine (R)-S-oxide reductase MsrB	msrB		JTE88_RS01110	453	150	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	261021	261815	+							JTE88_RS01115	795		old_locus_tag=JTE88_01115
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	261021	261815	+	WP_204424821.1	WP_204424821.1		endonuclease/exonuclease/phosphatase family protein			JTE88_RS01115	795	264	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	261837	261992	+							JTE88_RS01120	156		old_locus_tag=JTE88_01120
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	261837	261992	+	WP_204424822.1	WP_204424822.1		hypothetical protein			JTE88_RS01120	156	51	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	261965	262315	+							JTE88_RS01125	351		old_locus_tag=JTE88_01125
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	261965	262315	+	WP_204424823.1	WP_204424823.1		EamA family transporter			JTE88_RS01125	351	116	
gene	tRNA	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	262368	262444	-							JTE88_RS01130	77		old_locus_tag=JTE88_01130
tRNA		GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	262368	262444	-				tRNA-Lys			JTE88_RS01130	77		anticodon=TTT
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	262688	263284	+							JTE88_RS01135	597		old_locus_tag=JTE88_01135
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	262688	263284	+	WP_204424824.1	WP_204424824.1		hypothetical protein			JTE88_RS01135	597	198	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	263377	266151	-							JTE88_RS01140	2775		old_locus_tag=JTE88_01140
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	263377	266151	-	WP_204424826.1	WP_204424826.1		GDSL-type esterase/lipase family protein			JTE88_RS01140	2775	924	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	266156	266644	-							JTE88_RS01145	489		old_locus_tag=JTE88_01145
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	266156	266644	-	WP_204424828.1	WP_204424828.1		hypothetical protein			JTE88_RS01145	489	162	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	266750	267760	-							JTE88_RS01150	1011		old_locus_tag=JTE88_01150
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	266750	267760	-	WP_204424830.1	WP_204424830.1		inorganic phosphate transporter family protein			JTE88_RS01150	1011	336	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	267760	268344	-							JTE88_RS01155	585		old_locus_tag=JTE88_01155
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	267760	268344	-	WP_239519575.1	WP_239519575.1		DUF47 family protein			JTE88_RS01155	585	194	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	268648	270078	+							JTE88_RS01160	1431		old_locus_tag=JTE88_01160
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	268648	270078	+	WP_204424832.1	WP_204424832.1		sodium:alanine symporter family protein			JTE88_RS01160	1431	476	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	271237	272037	+							JTE88_RS01165	801		old_locus_tag=JTE88_01165
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	271237	272037	+	WP_204424833.1	WP_204424833.1		hypothetical protein			JTE88_RS01165	801	266	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	272071	272685	+							JTE88_RS01170	615		old_locus_tag=JTE88_01170
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	272071	272685	+	WP_204424834.1	WP_204424834.1		heme-binding beta-barrel domain-containing protein			JTE88_RS01170	615	204	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	272682	273818	+							JTE88_RS01175	1137		old_locus_tag=JTE88_01175
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	272682	273818	+	WP_204424835.1	WP_204424835.1		folate-binding protein			JTE88_RS01175	1137	378	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	273818	274279	+					dtd		JTE88_RS01180	462		old_locus_tag=JTE88_01180
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	273818	274279	+	WP_204424836.1	WP_204424836.1		D-aminoacyl-tRNA deacylase	dtd		JTE88_RS01180	462	153	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	274369	276945	+							JTE88_RS01185	2577		old_locus_tag=JTE88_01185
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	274369	276945	+	WP_204424838.1	WP_204424838.1		ATP-dependent Clp protease ATP-binding subunit			JTE88_RS01185	2577	858	
gene	pseudogene	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	277387	278622	+					trpB		JTE88_RS01190	1236		partial;pseudo;old_locus_tag=JTE88_01190
CDS	without_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	277387	278622	+				tryptophan synthase subunit beta	trpB		JTE88_RS01190	1236		partial;pseudo
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	278832	280172	-							JTE88_RS01195	1341		old_locus_tag=JTE88_01195
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	278832	280172	-	WP_204424840.1	WP_204424840.1		TRAP transporter large permease subunit			JTE88_RS01195	1341	446	
