# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000011.1	70731	71777	+							ACU19_RS01735	1047		old_locus_tag=ACU19_01745
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000011.1	70731	71777	+	WP_049618977.1	WP_049618977.1		ATP-binding cassette domain-containing protein			ACU19_RS01735	1047	348	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000011.1	71774	72691	+							ACU19_RS01740	918		old_locus_tag=ACU19_01750
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000011.1	71774	72691	+	WP_049618978.1	WP_049618978.1		ABC transporter permease			ACU19_RS01740	918	305	
gene	tRNA	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000011.1	72824	72900	-							ACU19_RS01745	77		old_locus_tag=ACU19_01755
tRNA		GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000011.1	72824	72900	-				tRNA-Leu			ACU19_RS01745	77		anticodon=TAA
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000011.1	73293	74633	+					nhaA		ACU19_RS01750	1341		old_locus_tag=ACU19_01760
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000011.1	73293	74633	+	WP_082159934.1	WP_082159934.1		Na+/H+ antiporter NhaA	nhaA		ACU19_RS01750	1341	446	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000011.1	75163	76140	-							ACU19_RS01755	978		old_locus_tag=ACU19_01765
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000011.1	75163	76140	-	WP_082159935.1	WP_082159935.1		exopolyphosphatase			ACU19_RS01755	978	325	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000011.1	76142	76696	-							ACU19_RS01760	555		old_locus_tag=ACU19_01770
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000011.1	76142	76696	-	WP_082159936.1	WP_082159936.1		DUF501 domain-containing protein			ACU19_RS01760	555	184	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000011.1	76853	77965	-							ACU19_RS09665	1113		
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000011.1	76853	77965	-	WP_082159937.1	WP_082159937.1		septum formation initiator family protein			ACU19_RS09665	1113	370	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000011.1	78193	79596	-							ACU19_RS01770	1404		old_locus_tag=ACU19_01780
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000011.1	78193	79596	-	WP_049618980.1	WP_049618980.1		MFS transporter			ACU19_RS01770	1404	467	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000011.1	79941	81221	-					eno		ACU19_RS01775	1281		old_locus_tag=ACU19_01785
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000011.1	79941	81221	-	WP_049618981.1	WP_049618981.1		phosphopyruvate hydratase	eno		ACU19_RS01775	1281	426	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000011.1	82364	83641	+							ACU19_RS01780	1278		old_locus_tag=ACU19_01790
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000011.1	82364	83641	+	WP_082159938.1	WP_082159938.1		PLP-dependent aspartate aminotransferase family protein			ACU19_RS01780	1278	425	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000011.1	83708	84160	+							ACU19_RS09670	453		old_locus_tag=ACU19_01795
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000011.1	83708	84160	+	WP_053093582.1	WP_053093582.1		transporter substrate-binding domain-containing protein			ACU19_RS09670	453	150	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000011.1	84242	85063	+							ACU19_RS01790	822		old_locus_tag=ACU19_01800
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000011.1	84242	85063	+	WP_049618982.1	WP_049618982.1		transporter substrate-binding domain-containing protein			ACU19_RS01790	822	273	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000011.1	85263	85937	+							ACU19_RS01795	675		old_locus_tag=ACU19_01805
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000011.1	85263	85937	+	WP_049618983.1	WP_049618983.1		amino acid ABC transporter permease			ACU19_RS01795	675	224	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000011.1	85930	86661	+							ACU19_RS01800	732		old_locus_tag=ACU19_01810
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000011.1	85930	86661	+	WP_049618984.1	WP_049618984.1		amino acid ABC transporter ATP-binding protein			ACU19_RS01800	732	243	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000011.1	86692	90423	-					mfd		ACU19_RS01805	3732		old_locus_tag=ACU19_01815
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000011.1	86692	90423	-	WP_049618985.1	WP_049618985.1		transcription-repair coupling factor	mfd		ACU19_RS01805	3732	1243	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000011.1	90713	91297	-					pth		ACU19_RS01810	585		old_locus_tag=ACU19_01820
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000011.1	90713	91297	-	WP_049618986.1	WP_049618986.1		aminoacyl-tRNA hydrolase	pth		ACU19_RS01810	585	194	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000011.1	91425	92078	-							ACU19_RS01815	654		old_locus_tag=ACU19_01825
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000011.1	91425	92078	-	WP_049618987.1	WP_049618987.1		50S ribosomal protein L25/general stress protein Ctc			ACU19_RS01815	654	217	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000011.1	92481	93215	-							ACU19_RS01820	735		old_locus_tag=ACU19_01830
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000011.1	92481	93215	-	WP_049618988.1	WP_049618988.1		sulfite exporter TauE/SafE family protein			ACU19_RS01820	735	244	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000011.1	93397	93736	-							ACU19_RS01825	340		partial;old_locus_tag=ACU19_01835
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000011.1	93397	93736	-	WP_049619012.1	WP_049619012.1		ATP-binding protein			ACU19_RS01825	340	112	partial
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	54	680	-							ACU19_RS01830	627		old_locus_tag=ACU19_01840
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	54	680	-	WP_049619013.1	WP_049619013.1		hypothetical protein			ACU19_RS01830	627	208	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	714	1169	+							ACU19_RS01835	456		old_locus_tag=ACU19_01845
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	714	1169	+	WP_049619014.1	WP_049619014.1		hypothetical protein			ACU19_RS01835	456	151	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	1166	1933	-							ACU19_RS01840	768		old_locus_tag=ACU19_01850
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	1166	1933	-	WP_049619015.1	WP_049619015.1		IclR family transcriptional regulator			ACU19_RS01840	768	255	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	2108	3391	-							ACU19_RS01845	1284		old_locus_tag=ACU19_01855
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	2108	3391	-	WP_049619016.1	WP_049619016.1		fuconate dehydratase			ACU19_RS01845	1284	427	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	4033	5184	+					fucO		ACU19_RS01850	1152		old_locus_tag=ACU19_01860
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	4033	5184	+	WP_049619017.1	WP_049619017.1		lactaldehyde reductase	fucO		ACU19_RS01850	1152	383	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	5355	5861	-							ACU19_RS01855	507		old_locus_tag=ACU19_01865
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	5355	5861	-	WP_049619018.1	WP_049619018.1		DUF3145 domain-containing protein			ACU19_RS01855	507	168	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	6078	6569	-					def		ACU19_RS01860	492		old_locus_tag=ACU19_01870
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	6078	6569	-	WP_049619019.1	WP_049619019.1		peptide deformylase	def		ACU19_RS01860	492	163	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	7092	7733	-							ACU19_RS01865	642		
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	7092	7733	-	WP_049619020.1	WP_049619020.1		TetR/AcrR family transcriptional regulator			ACU19_RS01865	642	213	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	8156	8878	-							ACU19_RS01870	723		old_locus_tag=ACU19_01880
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	8156	8878	-	WP_197077776.1	WP_197077776.1		HAD family hydrolase			ACU19_RS01870	723	240	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	8978	10570	-					hisIE		ACU19_RS10510	1593		
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	8978	10570	-	WP_197077777.1	WP_197077777.1		bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE	hisIE		ACU19_RS10510	1593	530	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	10896	11600	-							ACU19_RS01880	705		old_locus_tag=ACU19_01895
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	10896	11600	-	WP_197077778.1	WP_197077778.1		1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase			ACU19_RS01880	705	234	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	11597	12316	-					hisB		ACU19_RS01885	720		old_locus_tag=ACU19_01900
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	11597	12316	-	WP_082159949.1	WP_082159949.1		imidazoleglycerol-phosphate dehydratase HisB	hisB		ACU19_RS01885	720	239	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	12458	13438	-							ACU19_RS01890	981		old_locus_tag=ACU19_01905
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	12458	13438	-	WP_156181308.1	WP_156181308.1		histidinol-phosphate aminotransferase family protein			ACU19_RS01890	981	326	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	13497	14795	-					hisD		ACU19_RS01895	1299		old_locus_tag=ACU19_01910
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	13497	14795	-	WP_082159950.1	WP_082159950.1		histidinol dehydrogenase	hisD		ACU19_RS01895	1299	432	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	14792	15397	-					hisG		ACU19_RS01900	606		old_locus_tag=ACU19_01915
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	14792	15397	-	WP_049619023.1	WP_049619023.1		ATP phosphoribosyltransferase	hisG		ACU19_RS01900	606	201	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	15412	16356	-							ACU19_RS01905	945		old_locus_tag=ACU19_01920
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	15412	16356	-	WP_156181310.1	WP_156181310.1		ATP phosphoribosyltransferase regulatory subunit			ACU19_RS01905	945	314	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	16636	16941	+							ACU19_RS01910	306		old_locus_tag=ACU19_01925
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	16636	16941	+	WP_049619025.1	WP_049619025.1		YerC/YecD family TrpR-related protein			ACU19_RS01910	306	101	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	17028	18149	-							ACU19_RS01915	1122		old_locus_tag=ACU19_01930
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	17028	18149	-	WP_082159951.1	WP_082159951.1		IS1249 family transposase			ACU19_RS01915	1122	373	
gene	tRNA	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	18401	18475	-							ACU19_RS01920	75		old_locus_tag=ACU19_01935
tRNA		GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	18401	18475	-				tRNA-Asn			ACU19_RS01920	75		anticodon=GTT
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	18595	18954	-							ACU19_RS01925	360		old_locus_tag=ACU19_01940
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	18595	18954	-	WP_156181312.1	WP_156181312.1		hypothetical protein			ACU19_RS01925	360	119	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	19088	20389	+							ACU19_RS01930	1302		old_locus_tag=ACU19_01945
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	19088	20389	+	WP_049619027.1	WP_049619027.1		peptidoglycan bridge formation glycyltransferase FemA/FemB family protein			ACU19_RS01930	1302	433	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	20436	21680	-							ACU19_RS01935	1245		old_locus_tag=ACU19_01950
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	20436	21680	-	WP_049619028.1	WP_049619028.1		hypothetical protein			ACU19_RS01935	1245	414	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	21767	24046	-					murJ		ACU19_RS01940	2280		old_locus_tag=ACU19_01955
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	21767	24046	-	WP_231583039.1	WP_231583039.1		murein biosynthesis integral membrane protein MurJ	murJ		ACU19_RS01940	2280	759	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	24307	25188	-							ACU19_RS01945	882		old_locus_tag=ACU19_01960
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	24307	25188	-	WP_049619030.1	WP_049619030.1		dihydrodipicolinate synthase family protein			ACU19_RS01945	882	293	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	25355	26134	-							ACU19_RS01950	780		old_locus_tag=ACU19_01965
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	25355	26134	-	WP_049619031.1	WP_049619031.1		amidohydrolase family protein			ACU19_RS01950	780	259	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	26175	27452	-							ACU19_RS01955	1278		old_locus_tag=ACU19_01970
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	26175	27452	-	WP_049619032.1	WP_049619032.1		MFS transporter			ACU19_RS01955	1278	425	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	27524	28312	-							ACU19_RS01960	789		old_locus_tag=ACU19_01975
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	27524	28312	-	WP_049619033.1	WP_049619033.1		SDR family oxidoreductase			ACU19_RS01960	789	262	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	28507	29310	+							ACU19_RS01965	804		old_locus_tag=ACU19_01980
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	28507	29310	+	WP_049619034.1	WP_049619034.1		IclR family transcriptional regulator			ACU19_RS01965	804	267	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	29478	30650	-							ACU19_RS01970	1173		old_locus_tag=ACU19_01985
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	29478	30650	-	WP_049619035.1	WP_049619035.1		amidohydrolase family protein			ACU19_RS01970	1173	390	
gene	tRNA	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	30839	30915	-							ACU19_RS01975	77		old_locus_tag=ACU19_01990
tRNA		GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	30839	30915	-				tRNA-Ile			ACU19_RS01975	77		anticodon=CAT
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	31112	33295	-					dnaG		ACU19_RS01980	2184		old_locus_tag=ACU19_01995
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	31112	33295	-	WP_049619036.1	WP_049619036.1		DNA primase	dnaG		ACU19_RS01980	2184	727	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	33477	34751	-							ACU19_RS01985	1275		old_locus_tag=ACU19_02000
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	33477	34751	-	WP_231583040.1	WP_231583040.1		deoxyguanosinetriphosphate triphosphohydrolase			ACU19_RS01985	1275	424	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	35046	37220	+							ACU19_RS09675	2175		
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	35046	37220	+	WP_053093584.1	WP_053093584.1		choice-of-anchor M domain-containing protein			ACU19_RS09675	2175	724	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	37598	39235	+							ACU19_RS02000	1638		old_locus_tag=ACU19_02015
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	37598	39235	+	WP_231583041.1	WP_231583041.1		anchored repeat ABC transporter, substrate-binding protein			ACU19_RS02000	1638	545	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	39445	40611	+							ACU19_RS02005	1167		old_locus_tag=ACU19_02020
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	39445	40611	+	WP_082159953.1	WP_082159953.1		choice-of-anchor M domain-containing protein			ACU19_RS02005	1167	388	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	40620	41354	+							ACU19_RS02010	735		old_locus_tag=ACU19_02025
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	40620	41354	+	WP_049619038.1	WP_049619038.1		anchored repeat-type ABC transporter ATP-binding subunit			ACU19_RS02010	735	244	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	41354	42214	+							ACU19_RS02015	861		old_locus_tag=ACU19_02030
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	41354	42214	+	WP_049619039.1	WP_049619039.1		anchored repeat-type ABC transporter permease subunit			ACU19_RS02015	861	286	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	42374	44476	+							ACU19_RS02020	2103		old_locus_tag=ACU19_02035
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	42374	44476	+	WP_141670151.1	WP_141670151.1		hypothetical protein			ACU19_RS02020	2103	700	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	44580	45257	+							ACU19_RS02025	678		old_locus_tag=ACU19_02040
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	44580	45257	+	WP_049619041.1	WP_049619041.1		ATP-binding cassette domain-containing protein			ACU19_RS02025	678	225	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	45415	46701	-					dusB		ACU19_RS02030	1287		old_locus_tag=ACU19_02045
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	45415	46701	-	WP_082159956.1	WP_082159956.1		tRNA dihydrouridine synthase DusB	dusB		ACU19_RS02030	1287	428	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	47092	47697	+							ACU19_RS02035	606		
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	47092	47697	+	WP_141670152.1	WP_141670152.1		PRC-barrel domain-containing protein			ACU19_RS02035	606	201	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	47852	49021	-							ACU19_RS02040	1170		old_locus_tag=ACU19_02060
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	47852	49021	-	WP_049619043.1	WP_049619043.1		YibE/F family protein			ACU19_RS02040	1170	389	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	49027	50424	-							ACU19_RS02045	1398		old_locus_tag=ACU19_02065
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	49027	50424	-	WP_231583042.1	WP_231583042.1		glycine--tRNA ligase			ACU19_RS02045	1398	465	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	50619	51584	+							ACU19_RS02050	966		old_locus_tag=ACU19_02070
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	50619	51584	+	WP_156181314.1	WP_156181314.1		metal ABC transporter substrate-binding protein			ACU19_RS02050	966	321	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	51726	52175	+							ACU19_RS02055	450		old_locus_tag=ACU19_02075
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	51726	52175	+	WP_197077779.1	WP_197077779.1		transcriptional repressor			ACU19_RS02055	450	149	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	52260	52904	+							ACU19_RS02060	645		old_locus_tag=ACU19_02080
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	52260	52904	+	WP_049619046.1	WP_049619046.1		VTT domain-containing protein			ACU19_RS02060	645	214	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	52924	53160	+							ACU19_RS02065	237		old_locus_tag=ACU19_02085
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	52924	53160	+	WP_049619047.1	WP_049619047.1		RNA-binding S4 domain-containing protein			ACU19_RS02065	237	78	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	53223	54521	+							ACU19_RS02070	1299		old_locus_tag=ACU19_02090
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	53223	54521	+	WP_049619048.1	WP_049619048.1		peptidoglycan bridge formation glycyltransferase FemA/FemB family protein			ACU19_RS02070	1299	432	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	54626	58159	-					dnaE		ACU19_RS02075	3534		old_locus_tag=ACU19_02095
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	54626	58159	-	WP_049619049.1	WP_049619049.1		DNA polymerase III subunit alpha	dnaE		ACU19_RS02075	3534	1177	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	58306	59229	-							ACU19_RS02080	924		old_locus_tag=ACU19_02100
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	58306	59229	-	WP_049619050.1	WP_049619050.1		RluA family pseudouridine synthase			ACU19_RS02080	924	307	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	59226	60017	-					lspA		ACU19_RS02085	792		old_locus_tag=ACU19_02105
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	59226	60017	-	WP_053093585.1	WP_053093585.1		signal peptidase II	lspA		ACU19_RS02085	792	263	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	60306	60896	-							ACU19_RS02090	591		old_locus_tag=ACU19_02110
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	60306	60896	-	WP_049619051.1	WP_049619051.1		DivIVA domain-containing protein			ACU19_RS02090	591	196	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	61045	61332	-							ACU19_RS02095	288		old_locus_tag=ACU19_02115
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000012.1	61045	61332	-	WP_049619052.1	WP_049619052.1		YggT family protein			ACU19_RS02095	288	95	
