# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	556113	557480	+							HLG82_RS02680	1368		old_locus_tag=HLG82_02685
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	556113	557480	+	WP_193327189.1	WP_193327189.1		MFS transporter			HLG82_RS02680	1368	455	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	557494	558495	+					aes		HLG82_RS02685	1002		old_locus_tag=HLG82_02690
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	557494	558495	+	WP_193327190.1	WP_193327190.1		acetyl esterase	aes		HLG82_RS02685	1002	333	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	558476	559609	+					caiA		HLG82_RS02690	1134		old_locus_tag=HLG82_02695
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	558476	559609	+	WP_193327191.1	WP_193327191.1		crotonobetainyl-CoA dehydrogenase	caiA		HLG82_RS02690	1134	377	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	559632	560840	+					caiB		HLG82_RS02695	1209		old_locus_tag=HLG82_02700
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	559632	560840	+	WP_193327192.1	WP_193327192.1		L-carnitine CoA-transferase	caiB		HLG82_RS02695	1209	402	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	560875	562398	+							HLG82_RS02700	1524		old_locus_tag=HLG82_02705
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	560875	562398	+	WP_193327193.1	WP_193327193.1		AMP-binding protein			HLG82_RS02700	1524	507	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	562421	563299	+							HLG82_RS02705	879		old_locus_tag=HLG82_02710
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	562421	563299	+	WP_193327194.1	WP_193327194.1		MaoC/PaaZ C-terminal domain-containing protein			HLG82_RS02705	879	292	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	563344	564672	+							HLG82_RS02710	1329		old_locus_tag=HLG82_02715
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	563344	564672	+	WP_193327195.1	WP_193327195.1		MFS transporter			HLG82_RS02710	1329	442	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	564672	565283	+							HLG82_RS02715	612		old_locus_tag=HLG82_02720
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	564672	565283	+	WP_193327196.1	WP_193327196.1		MBL fold metallo-hydrolase			HLG82_RS02715	612	203	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	565260	565928	-							HLG82_RS02720	669		old_locus_tag=HLG82_02725
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	565260	565928	-	WP_193327197.1	WP_193327197.1		TetR/AcrR family transcriptional regulator			HLG82_RS02720	669	222	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	566070	566831	+							HLG82_RS02725	762		old_locus_tag=HLG82_02730
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	566070	566831	+	WP_193327198.1	WP_193327198.1		electron transfer flavoprotein beta subunit/FixA family protein			HLG82_RS02725	762	253	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	566844	567686	+							HLG82_RS02730	843		old_locus_tag=HLG82_02735
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	566844	567686	+	WP_193327199.1	WP_193327199.1		electron transfer flavoprotein subunit alpha/FixB family protein			HLG82_RS02730	843	280	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	567689	568981	+							HLG82_RS02735	1293		old_locus_tag=HLG82_02740
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	567689	568981	+	WP_193327200.1	WP_193327200.1		FAD-dependent oxidoreductase			HLG82_RS02735	1293	430	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	568983	569276	+							HLG82_RS02740	294		old_locus_tag=HLG82_02745
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	568983	569276	+	WP_193327201.1	WP_193327201.1		4Fe-4S dicluster domain-containing protein			HLG82_RS02740	294	97	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	569523	572396	-							HLG82_RS02745	2874		old_locus_tag=HLG82_02750
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	569523	572396	-	WP_193327202.1	WP_193327202.1		exo-alpha-sialidase			HLG82_RS02745	2874	957	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	572825	573697	+							HLG82_RS02750	873		old_locus_tag=HLG82_02755
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	572825	573697	+	WP_193327203.1	WP_193327203.1		hypothetical protein			HLG82_RS02750	873	290	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	573678	575459	+							HLG82_RS02755	1782		old_locus_tag=HLG82_02760
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	573678	575459	+	WP_193327204.1	WP_193327204.1		ATP-grasp domain-containing protein			HLG82_RS02755	1782	593	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	575462	577051	+							HLG82_RS02760	1590		old_locus_tag=HLG82_02765
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	575462	577051	+	WP_193327205.1	WP_193327205.1		acyl-CoA carboxylase subunit beta			HLG82_RS02760	1590	529	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	577068	586142	+							HLG82_RS02765	9075		old_locus_tag=HLG82_02770
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	577068	586142	+	WP_193327206.1	WP_193327206.1		DUF1729 domain-containing protein			HLG82_RS02765	9075	3024	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	586132	586584	+							HLG82_RS02770	453		old_locus_tag=HLG82_02775
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	586132	586584	+	WP_193327207.1	WP_193327207.1		holo-ACP synthase			HLG82_RS02770	453	150	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	586581	587144	+							HLG82_RS02775	564		old_locus_tag=HLG82_02780
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	586581	587144	+	WP_193327208.1	WP_193327208.1		biotin transporter BioY			HLG82_RS02775	564	187	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	587231	588079	+					purU		HLG82_RS02780	849		old_locus_tag=HLG82_02785
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	587231	588079	+	WP_193327209.1	WP_193327209.1		formyltetrahydrofolate deformylase	purU		HLG82_RS02780	849	282	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	588315	589601	+							HLG82_RS02785	1287		old_locus_tag=HLG82_02790
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	588315	589601	+	WP_193327210.1	WP_193327210.1		serine hydroxymethyltransferase			HLG82_RS02785	1287	428	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	589604	590467	+							HLG82_RS02790	864		old_locus_tag=HLG82_02795
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	589604	590467	+	WP_216858959.1	WP_216858959.1		bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase			HLG82_RS02790	864	287	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	590565	591401	+							HLG82_RS02795	837		old_locus_tag=HLG82_02800
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	590565	591401	+	WP_193327212.1	WP_193327212.1		exodeoxyribonuclease III			HLG82_RS02795	837	278	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	591410	592681	+							HLG82_RS02800	1272		old_locus_tag=HLG82_02805
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	591410	592681	+	WP_193327213.1	WP_193327213.1		YihY/virulence factor BrkB family protein			HLG82_RS02800	1272	423	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	592678	593757	+							HLG82_RS02805	1080		old_locus_tag=HLG82_02810
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	592678	593757	+	WP_193327214.1	WP_193327214.1		sugar phosphate nucleotidyltransferase			HLG82_RS02805	1080	359	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	593928	595019	+							HLG82_RS02810	1092		old_locus_tag=HLG82_02815
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	593928	595019	+	WP_193327215.1	WP_193327215.1		BMP family ABC transporter substrate-binding protein			HLG82_RS02810	1092	363	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	595104	596648	+							HLG82_RS02815	1545		old_locus_tag=HLG82_02820
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	595104	596648	+	WP_193327216.1	WP_193327216.1		ABC transporter ATP-binding protein			HLG82_RS02815	1545	514	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	596696	597964	+							HLG82_RS02820	1269		old_locus_tag=HLG82_02825
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	596696	597964	+	WP_246462451.1	WP_246462451.1		ABC transporter permease			HLG82_RS02820	1269	422	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	597967	599283	+							HLG82_RS02825	1317		old_locus_tag=HLG82_02830
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	597967	599283	+	WP_193327218.1	WP_193327218.1		ABC transporter permease			HLG82_RS02825	1317	438	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	599283	599720	+							HLG82_RS02830	438		old_locus_tag=HLG82_02835
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	599283	599720	+	WP_193327219.1	WP_193327219.1		cytidine deaminase			HLG82_RS02830	438	145	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	599736	601022	+							HLG82_RS02835	1287		old_locus_tag=HLG82_02840
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	599736	601022	+	WP_193327220.1	WP_193327220.1		thymidine phosphorylase			HLG82_RS02835	1287	428	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	601022	601735	+							HLG82_RS02840	714		old_locus_tag=HLG82_02845
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	601022	601735	+	WP_193327221.1	WP_193327221.1		hypothetical protein			HLG82_RS02840	714	237	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	601744	602397	+					deoC		HLG82_RS02845	654		old_locus_tag=HLG82_02850
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	601744	602397	+	WP_193327222.1	WP_193327222.1		deoxyribose-phosphate aldolase	deoC		HLG82_RS02845	654	217	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	602642	604324	-							HLG82_RS02850	1683		old_locus_tag=HLG82_02855
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	602642	604324	-	WP_193327223.1	WP_193327223.1		phospho-sugar mutase			HLG82_RS02850	1683	560	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	604325	605131	-							HLG82_RS02855	807		old_locus_tag=HLG82_02860
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	604325	605131	-	WP_193327224.1	WP_193327224.1		purine-nucleoside phosphorylase			HLG82_RS02855	807	268	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	605336	606112	+							HLG82_RS02860	777		old_locus_tag=HLG82_02865
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	605336	606112	+	WP_193327225.1	WP_193327225.1		TIGR00730 family Rossman fold protein			HLG82_RS02860	777	258	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	606223	606393	+							HLG82_RS02865	171		old_locus_tag=HLG82_02870
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	606223	606393	+	WP_193327226.1	WP_193327226.1		DUF3117 domain-containing protein			HLG82_RS02865	171	56	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	606390	607019	-							HLG82_RS02870	630		old_locus_tag=HLG82_02875
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	606390	607019	-	WP_193327227.1	WP_193327227.1		class I SAM-dependent methyltransferase			HLG82_RS02870	630	209	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	607115	608248	-							HLG82_RS02875	1134		old_locus_tag=HLG82_02880
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	607115	608248	-	WP_193327228.1	WP_193327228.1		Mrp/NBP35 family ATP-binding protein			HLG82_RS02875	1134	377	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	608268	608828	-							HLG82_RS02880	561		old_locus_tag=HLG82_02885
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	608268	608828	-	WP_193327229.1	WP_193327229.1		DUF1003 domain-containing protein			HLG82_RS02880	561	186	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	608821	610179	-							HLG82_RS02885	1359		old_locus_tag=HLG82_02890
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	608821	610179	-	WP_193327230.1	WP_193327230.1		CBS domain-containing protein			HLG82_RS02885	1359	452	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	610259	611740	-							HLG82_RS02890	1482		old_locus_tag=HLG82_02895
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	610259	611740	-	WP_193327231.1	WP_193327231.1		aminopeptidase P family protein			HLG82_RS02890	1482	493	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	611823	612674	+							HLG82_RS02895	852		old_locus_tag=HLG82_02900
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	611823	612674	+	WP_193327232.1	WP_193327232.1		PHP domain-containing protein			HLG82_RS02895	852	283	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	612671	613288	+							HLG82_RS02900	618		old_locus_tag=HLG82_02905
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	612671	613288	+	WP_193327233.1	WP_193327233.1		MarC family protein			HLG82_RS02900	618	205	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	613384	614985	-							HLG82_RS02905	1602		old_locus_tag=HLG82_02910
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	613384	614985	-	WP_255313925.1	WP_255313925.1		DEAD/DEAH box helicase			HLG82_RS02905	1602	533	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	615251	615472	-							HLG82_RS02910	222		old_locus_tag=HLG82_02915
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	615251	615472	-	WP_193327234.1	WP_193327234.1		DUF3107 domain-containing protein			HLG82_RS02910	222	73	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	615593	618700	+							HLG82_RS02915	3108		old_locus_tag=HLG82_02920
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	615593	618700	+	WP_193327235.1	WP_193327235.1		ATP-dependent helicase			HLG82_RS02915	3108	1035	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	618697	622152	+							HLG82_RS02920	3456		old_locus_tag=HLG82_02925
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	618697	622152	+	WP_193327236.1	WP_193327236.1		DEAD/DEAH box helicase			HLG82_RS02920	3456	1151	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	622469	623185	+							HLG82_RS02925	717		old_locus_tag=HLG82_02930
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	622469	623185	+	WP_193327237.1	WP_193327237.1		hypothetical protein			HLG82_RS02925	717	238	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	623312	623587	+							HLG82_RS02930	276		old_locus_tag=HLG82_02935
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	623312	623587	+	WP_193327238.1	WP_193327238.1		hypothetical protein			HLG82_RS02930	276	91	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	623693	624163	+							HLG82_RS02935	471		old_locus_tag=HLG82_02940
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	623693	624163	+	WP_193327239.1	WP_193327239.1		hypothetical protein			HLG82_RS02935	471	156	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	624188	624310	+							HLG82_RS10465	123		
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	624188	624310	+	WP_255313926.1	WP_255313926.1		hypothetical protein			HLG82_RS10465	123	40	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	624390	625382	-							HLG82_RS02940	993		old_locus_tag=HLG82_02945
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	624390	625382	-	WP_193327240.1	WP_193327240.1		phosphotransferase			HLG82_RS02940	993	330	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	625541	626806	+							HLG82_RS02945	1266		old_locus_tag=HLG82_02950
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	625541	626806	+	WP_193327241.1	WP_193327241.1		ATPase, T2SS/T4P/T4SS family			HLG82_RS02945	1266	421	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	626794	627618	+							HLG82_RS02950	825		old_locus_tag=HLG82_02955
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	626794	627618	+	WP_193327242.1	WP_193327242.1		type II secretion system F family protein			HLG82_RS02950	825	274	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	627611	628477	+							HLG82_RS02955	867		old_locus_tag=HLG82_02960
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	627611	628477	+	WP_193327243.1	WP_193327243.1		type II secretion system F family protein			HLG82_RS02955	867	288	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	628529	628720	+							HLG82_RS02960	192		old_locus_tag=HLG82_02965
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	628529	628720	+	WP_193327244.1	WP_193327244.1		hypothetical protein			HLG82_RS02960	192	63	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	628692	629075	+							HLG82_RS02965	384		old_locus_tag=HLG82_02970
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	628692	629075	+	WP_193327245.1	WP_193327245.1		hypothetical protein			HLG82_RS02965	384	127	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	629059	629517	+							HLG82_RS02970	459		old_locus_tag=HLG82_02975
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	629059	629517	+	WP_193327246.1	WP_193327246.1		hypothetical protein			HLG82_RS02970	459	152	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	629514	630005	+							HLG82_RS02975	492		old_locus_tag=HLG82_02980
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	629514	630005	+	WP_193327247.1	WP_193327247.1		hypothetical protein			HLG82_RS02975	492	163	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	630015	631142	+					prfB		HLG82_RS02980	1128		old_locus_tag=HLG82_02985
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	630015	631142	+	WP_193327248.1	WP_193327248.1		peptide chain release factor 2	prfB		HLG82_RS02980	1128	375	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	631229	631921	+					ftsE		HLG82_RS02985	693		old_locus_tag=HLG82_02990
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	631229	631921	+	WP_193327249.1	WP_193327249.1		cell division ATP-binding protein FtsE	ftsE		HLG82_RS02985	693	230	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	631918	632826	+					ftsX		HLG82_RS02990	909		old_locus_tag=HLG82_02995
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	631918	632826	+	WP_193327250.1	WP_193327250.1		permease-like cell division protein FtsX	ftsX		HLG82_RS02990	909	302	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	632835	634187	+							HLG82_RS02995	1353		old_locus_tag=HLG82_03000
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	632835	634187	+	WP_246462264.1	WP_246462264.1		peptidoglycan DD-metalloendopeptidase family protein			HLG82_RS02995	1353	450	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	634259	634792	+					smpB		HLG82_RS03000	534		old_locus_tag=HLG82_03005
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	634259	634792	+	WP_193327251.1	WP_193327251.1		SsrA-binding protein SmpB	smpB		HLG82_RS03000	534	177	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	634879	635640	+							HLG82_RS03005	762		old_locus_tag=HLG82_03010
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	634879	635640	+	WP_193327252.1	WP_193327252.1		HAD-IIA family hydrolase			HLG82_RS03005	762	253	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	635699	636826	-							HLG82_RS03010	1128		old_locus_tag=HLG82_03015
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	635699	636826	-	WP_193327253.1	WP_193327253.1		LD-carboxypeptidase			HLG82_RS03010	1128	375	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	636914	637483	+							HLG82_RS03015	570		old_locus_tag=HLG82_03020
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	636914	637483	+	WP_193327254.1	WP_193327254.1		adenylate kinase			HLG82_RS03015	570	189	
gene	tmRNA	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	637564	637941	+					ssrA		HLG82_RS03020	378		old_locus_tag=HLG82_03025
tmRNA		GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	637564	637941	+				transfer-messenger RNA	ssrA		HLG82_RS03020	378		
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	638373	639557	-							HLG82_RS03025	1185		old_locus_tag=HLG82_03030
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	638373	639557	-	WP_193327255.1	WP_193327255.1		MFS transporter			HLG82_RS03025	1185	394	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	640196	640423	+							HLG82_RS10470	228		
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	640196	640423	+	WP_255313927.1	WP_255313927.1		ribbon-helix-helix domain-containing protein			HLG82_RS10470	228	75	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	640504	640635	-							HLG82_RS10475	132		
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	640504	640635	-	WP_255313928.1	WP_255313928.1		hypothetical protein			HLG82_RS10475	132	43	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	640708	642186	-							HLG82_RS10410	1479		
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	640708	642186	-	WP_197550772.1	WP_197550772.1		hypothetical protein			HLG82_RS10410	1479	492	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	642290	642817	+							HLG82_RS03040	528		old_locus_tag=HLG82_03050
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	642290	642817	+	WP_193327257.1	WP_193327257.1		GNAT family N-acetyltransferase			HLG82_RS03040	528	175	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	643090	644697	+							HLG82_RS03045	1608		old_locus_tag=HLG82_03055
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	643090	644697	+	WP_193327258.1	WP_193327258.1		bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase			HLG82_RS03045	1608	535	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	644694	646112	+							HLG82_RS03050	1419		old_locus_tag=HLG82_03060
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	644694	646112	+	WP_255313929.1	WP_255313929.1		MFS transporter			HLG82_RS03050	1419	472	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	646109	646852	+					thiM		HLG82_RS03055	744		old_locus_tag=HLG82_03065
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	646109	646852	+	WP_193327260.1	WP_193327260.1		hydroxyethylthiazole kinase	thiM		HLG82_RS03055	744	247	
