# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	522585	522707	-							ARCH_RS10265	123		
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	522585	522707	-	WP_261974470.1	WP_261974470.1		hypothetical protein			ARCH_RS10265	123	40	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	522981	524165	+							ARCH_RS02260	1185		old_locus_tag=Arch_0442
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	522981	524165	+	WP_013169693.1	WP_013169693.1		hypothetical protein			ARCH_RS02260	1185	394	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	524340	525362	+							ARCH_RS02265	1023		old_locus_tag=Arch_0443
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	524340	525362	+	WP_013169694.1	WP_013169694.1		efflux RND transporter periplasmic adaptor subunit			ARCH_RS02265	1023	340	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	525365	526123	+							ARCH_RS02270	759		old_locus_tag=Arch_0444
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	525365	526123	+	WP_013169695.1	WP_013169695.1		ABC transporter ATP-binding protein			ARCH_RS02270	759	252	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	526120	527436	+							ARCH_RS02275	1317		old_locus_tag=Arch_0445
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	526120	527436	+	WP_013169696.1	WP_013169696.1		ABC transporter permease			ARCH_RS02275	1317	438	
gene	tRNA	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	527629	527701	-							ARCH_RS02280	73		old_locus_tag=Arch_R0014
tRNA		GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	527629	527701	-				tRNA-Lys			ARCH_RS02280	73		anticodon=CTT
gene	tRNA	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	527765	527837	-							ARCH_RS02285	73		old_locus_tag=Arch_R0015
tRNA		GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	527765	527837	-				tRNA-Lys			ARCH_RS02285	73		anticodon=CTT
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	527941	528558	-							ARCH_RS02290	618		old_locus_tag=Arch_0446
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	527941	528558	-	WP_013169697.1	WP_013169697.1		N-acetyltransferase			ARCH_RS02290	618	205	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	528778	529707	+							ARCH_RS02295	930		old_locus_tag=Arch_0447
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	528778	529707	+	WP_041640677.1	WP_041640677.1		glutathione synthetase			ARCH_RS02295	930	309	
gene	tRNA	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	529904	529978	+							ARCH_RS02300	75		old_locus_tag=Arch_R0016
tRNA		GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	529904	529978	+				tRNA-His			ARCH_RS02300	75		anticodon=GTG
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	530249	530905	-					orn		ARCH_RS02305	657		old_locus_tag=Arch_0448
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	530249	530905	-	WP_013169699.1	WP_013169699.1		oligoribonuclease	orn		ARCH_RS02305	657	218	
gene	tRNA	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	530953	531025	-							ARCH_RS02310	73		old_locus_tag=Arch_R0017
tRNA		GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	530953	531025	-				tRNA-Arg			ARCH_RS02310	73		anticodon=TCT
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	531151	532704	+							ARCH_RS02315	1554		old_locus_tag=Arch_0449
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	531151	532704	+	WP_187286515.1	WP_187286515.1		GTPase domain-containing protein			ARCH_RS02315	1554	517	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	532734	534197	+							ARCH_RS02320	1464		old_locus_tag=Arch_0450
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	532734	534197	+	WP_049765797.1	WP_049765797.1		50S ribosome-binding GTPase			ARCH_RS02320	1464	487	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	534332	534892	+							ARCH_RS09255	561		old_locus_tag=Arch_0451
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	534332	534892	+	WP_013169702.1	WP_013169702.1		single-stranded DNA-binding protein			ARCH_RS09255	561	186	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	534986	536668	+					ettA		ARCH_RS02330	1683		old_locus_tag=Arch_0452
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	534986	536668	+	WP_013169703.1	WP_013169703.1		energy-dependent translational throttle protein EttA	ettA		ARCH_RS02330	1683	560	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	536800	538446	+							ARCH_RS02335	1647		old_locus_tag=Arch_0453
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	536800	538446	+	WP_013169704.1	WP_013169704.1		alpha/beta hydrolase			ARCH_RS02335	1647	548	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	538967	539464	+							ARCH_RS02340	498		old_locus_tag=Arch_0454
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	538967	539464	+	WP_145961619.1	WP_145961619.1		hypothetical protein			ARCH_RS02340	498	165	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	539457	540050	+							ARCH_RS02345	594		old_locus_tag=Arch_0455
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	539457	540050	+	WP_013169705.1	WP_013169705.1		transcriptional regulator			ARCH_RS02345	594	197	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	541060	541437	+							ARCH_RS09570	378		old_locus_tag=Arch_0457
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	541060	541437	+	WP_013169706.1	WP_013169706.1		HNH endonuclease			ARCH_RS09570	378	125	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	541791	542102	+							ARCH_RS09575	312		
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	541791	542102	+	WP_081440740.1	WP_081440740.1		type I 3-dehydroquinate dehydratase			ARCH_RS09575	312	103	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	542495	545116	+							ARCH_RS02360	2622		old_locus_tag=Arch_0459
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	542495	545116	+	WP_013169707.1	WP_013169707.1		SpaA isopeptide-forming pilin-related protein			ARCH_RS02360	2622	873	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	545487	545906	-							ARCH_RS02365	420		old_locus_tag=Arch_0460
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	545487	545906	-	WP_013169708.1	WP_013169708.1		hypothetical protein			ARCH_RS02365	420	139	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	546855	547244	-							ARCH_RS02375	390		old_locus_tag=Arch_0463
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	546855	547244	-	WP_013169709.1	WP_013169709.1		hypothetical protein			ARCH_RS02375	390	129	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	547520	547942	-							ARCH_RS09260	423		old_locus_tag=Arch_0464
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	547520	547942	-	WP_013169710.1	WP_013169710.1		DUF4065 domain-containing protein			ARCH_RS09260	423	140	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	548014	548529	-							ARCH_RS02385	516		old_locus_tag=Arch_0465
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	548014	548529	-	WP_013169711.1	WP_013169711.1		NUDIX hydrolase			ARCH_RS02385	516	171	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	548696	548956	+							ARCH_RS02390	261		old_locus_tag=Arch_0466
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	548696	548956	+	WP_013169712.1	WP_013169712.1		type II toxin-antitoxin system RelB/DinJ family antitoxin			ARCH_RS02390	261	86	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	548949	549215	+							ARCH_RS09585	267		old_locus_tag=Arch_0467
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	548949	549215	+	WP_187286520.1	WP_187286520.1		Txe/YoeB family addiction module toxin			ARCH_RS09585	267	88	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	549333	550232	-							ARCH_RS02395	900		old_locus_tag=Arch_0468
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	549333	550232	-	WP_013169714.1	WP_013169714.1		thioesterase family protein			ARCH_RS02395	900	299	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	550472	552613	+					malQ		ARCH_RS02400	2142		old_locus_tag=Arch_0469
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	550472	552613	+	WP_013169715.1	WP_013169715.1		4-alpha-glucanotransferase	malQ		ARCH_RS02400	2142	713	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	552676	552915	+							ARCH_RS02405	240		old_locus_tag=Arch_0470
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	552676	552915	+	WP_013169716.1	WP_013169716.1		PTS transporter subunit EIIB			ARCH_RS02405	240	79	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	552902	554107	-							ARCH_RS02410	1206		old_locus_tag=Arch_0471
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	552902	554107	-	WP_013169717.1	WP_013169717.1		dicarboxylate/amino acid:cation symporter			ARCH_RS02410	1206	401	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	554393	555169	-							ARCH_RS02415	777		old_locus_tag=Arch_0472
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	554393	555169	-	WP_013169718.1	WP_013169718.1		formate/nitrite transporter family protein			ARCH_RS02415	777	258	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	555237	557861	-					pepN		ARCH_RS02420	2625		old_locus_tag=Arch_0473
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	555237	557861	-	WP_231957964.1	WP_231957964.1		aminopeptidase N	pepN		ARCH_RS02420	2625	874	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	557898	558050	+							ARCH_RS10070	153		
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	557898	558050	+	WP_170121753.1	WP_170121753.1		hypothetical protein			ARCH_RS10070	153	50	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	558199	560199	-							ARCH_RS02425	2001		old_locus_tag=Arch_0474
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	558199	560199	-	WP_013169720.1	WP_013169720.1		M13 family peptidase			ARCH_RS02425	2001	666	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	560236	560679	+							ARCH_RS02430	444		old_locus_tag=Arch_0475
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	560236	560679	+	WP_013169721.1	WP_013169721.1		ribose-5-phosphate isomerase			ARCH_RS02430	444	147	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	560692	561273	-					cysE		ARCH_RS02435	582		old_locus_tag=Arch_0476
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	560692	561273	-	WP_013169722.1	WP_013169722.1		serine O-acetyltransferase	cysE		ARCH_RS02435	582	193	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	561295	562221	-					cysK		ARCH_RS02440	927		old_locus_tag=Arch_0477
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	561295	562221	-	WP_013169723.1	WP_013169723.1		cysteine synthase A	cysK		ARCH_RS02440	927	308	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	562323	562976	-							ARCH_RS02445	654		old_locus_tag=Arch_0478
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	562323	562976	-	WP_013169724.1	WP_013169724.1		IMPACT family protein			ARCH_RS02445	654	217	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	563136	563300	+					rpmF		ARCH_RS02450	165		old_locus_tag=Arch_0479
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	563136	563300	+	WP_013169725.1	WP_013169725.1		50S ribosomal protein L32	rpmF		ARCH_RS02450	165	54	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	563505	564137	+							ARCH_RS02455	633		old_locus_tag=Arch_0480
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	563505	564137	+	WP_013169726.1	WP_013169726.1		hypothetical protein			ARCH_RS02455	633	210	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	564166	565161	+							ARCH_RS02460	996		old_locus_tag=Arch_0481
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	564166	565161	+	WP_013169727.1	WP_013169727.1		glycoside hydrolase			ARCH_RS02460	996	331	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	565138	566001	-							ARCH_RS02465	864		old_locus_tag=Arch_0482
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	565138	566001	-	WP_013169728.1	WP_013169728.1		anchored repeat-type ABC transporter permease subunit			ARCH_RS02465	864	287	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	565998	566720	-							ARCH_RS02470	723		old_locus_tag=Arch_0483
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	565998	566720	-	WP_013169729.1	WP_013169729.1		ATP-binding cassette domain-containing protein			ARCH_RS02470	723	240	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	566717	567652	-							ARCH_RS02475	936		old_locus_tag=Arch_0484
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	566717	567652	-	WP_013169730.1	WP_013169730.1		choice-of-anchor M domain-containing protein			ARCH_RS02475	936	311	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	567649	569205	-							ARCH_RS02480	1557		old_locus_tag=Arch_0485
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	567649	569205	-	WP_013169731.1	WP_013169731.1		anchored repeat ABC transporter, substrate-binding protein			ARCH_RS02480	1557	518	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	569550	571907	+							ARCH_RS02485	2358		old_locus_tag=Arch_0486
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	569550	571907	+	WP_013169732.1	WP_013169732.1		carbon starvation protein A			ARCH_RS02485	2358	785	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	572054	572254	+							ARCH_RS02490	201		old_locus_tag=Arch_0487
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	572054	572254	+	WP_013169733.1	WP_013169733.1		YbdD/YjiX family protein			ARCH_RS02490	201	66	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	572372	573196	-							ARCH_RS02495	825		old_locus_tag=Arch_0488
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	572372	573196	-	WP_013169734.1	WP_013169734.1		aldo/keto reductase			ARCH_RS02495	825	274	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	573506	573799	-							ARCH_RS02500	294		old_locus_tag=Arch_0489
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	573506	573799	-	WP_013169735.1	WP_013169735.1		hypothetical protein			ARCH_RS02500	294	97	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	573842	574141	-							ARCH_RS02505	300		old_locus_tag=Arch_0490
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	573842	574141	-	WP_013169736.1	WP_013169736.1		metalloregulator ArsR/SmtB family transcription factor			ARCH_RS02505	300	99	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	574342	575010	-							ARCH_RS02510	669		old_locus_tag=Arch_0491
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	574342	575010	-	WP_013169737.1	WP_013169737.1		deoxynucleoside kinase			ARCH_RS02510	669	222	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	575164	576249	-							ARCH_RS02515	1086		old_locus_tag=Arch_0492
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	575164	576249	-	WP_138975049.1	WP_138975049.1		TDT family transporter			ARCH_RS02515	1086	361	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	576308	576817	-							ARCH_RS09265	510		old_locus_tag=Arch_0493
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	576308	576817	-	WP_013169739.1	WP_013169739.1		molybdopterin-binding protein			ARCH_RS09265	510	169	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	577023	578423	+							ARCH_RS02525	1401		old_locus_tag=Arch_0494
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	577023	578423	+	WP_013169740.1	WP_013169740.1		extracellular solute-binding protein			ARCH_RS02525	1401	466	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	578495	579442	+							ARCH_RS02530	948		old_locus_tag=Arch_0495
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	578495	579442	+	WP_013169741.1	WP_013169741.1		sugar ABC transporter permease			ARCH_RS02530	948	315	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	579445	580377	+							ARCH_RS02535	933		old_locus_tag=Arch_0496
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	579445	580377	+	WP_223804435.1	WP_223804435.1		carbohydrate ABC transporter permease			ARCH_RS02535	933	310	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	580390	581757	+							ARCH_RS02540	1368		old_locus_tag=Arch_0497
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	580390	581757	+	WP_013169743.1	WP_013169743.1		alpha-L-fucosidase			ARCH_RS02540	1368	455	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	581779	581961	+							ARCH_RS02545	183		old_locus_tag=Arch_0498
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	581779	581961	+	WP_013169744.1	WP_013169744.1		hypothetical protein			ARCH_RS02545	183	60	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	582008	582247	+							ARCH_RS02550	240		old_locus_tag=Arch_0499
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	582008	582247	+	WP_013169745.1	WP_013169745.1		hypothetical protein			ARCH_RS02550	240	79	
gene	pseudogene	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	582363	582534	+							ARCH_RS10270	172		partial;pseudo
CDS	without_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	582363	582534	+				transporter			ARCH_RS10270	172		partial;pseudo
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	582737	585199	+							ARCH_RS02560	2463		old_locus_tag=Arch_0501
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	582737	585199	+	WP_013169747.1	WP_013169747.1		hypothetical protein			ARCH_RS02560	2463	820	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	585311	585541	+							ARCH_RS09270	231		
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	585311	585541	+	WP_148214495.1	WP_148214495.1		hypothetical protein			ARCH_RS09270	231	76	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	585896	586537	+							ARCH_RS02570	642		old_locus_tag=Arch_0503
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	585896	586537	+	WP_013169748.1	WP_013169748.1		N-6 DNA methylase			ARCH_RS02570	642	213	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	586540	588159	+							ARCH_RS02575	1620		old_locus_tag=Arch_0504
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	586540	588159	+	WP_013169749.1	WP_013169749.1		Eco57I restriction-modification methylase domain-containing protein			ARCH_RS02575	1620	539	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	588159	590732	+							ARCH_RS02580	2574		old_locus_tag=Arch_0505
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	588159	590732	+	WP_013169750.1	WP_013169750.1		type III restriction endonuclease			ARCH_RS02580	2574	857	
gene	pseudogene	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	591187	591315	+							ARCH_RS10275	129		partial;pseudo
CDS	without_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	591187	591315	+				IS3 family transposase			ARCH_RS10275	129		partial;pseudo
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	591348	592202	+							ARCH_RS02590	855		old_locus_tag=Arch_0507
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	591348	592202	+	WP_013169751.1	WP_013169751.1		IS3 family transposase			ARCH_RS02590	855	284	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	592310	593605	-							ARCH_RS02595	1296		old_locus_tag=Arch_0508
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	592310	593605	-	WP_013169752.1	WP_013169752.1		MFS transporter			ARCH_RS02595	1296	431	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	593605	594189	-							ARCH_RS10280	585		
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	593605	594189	-	WP_261974471.1	WP_261974471.1		YcaO-like family protein			ARCH_RS10280	585	194	
gene	pseudogene	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	594179	595259	-							ARCH_RS10285	1081		partial;pseudo;old_locus_tag=Arch_0509
CDS	without_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	594179	595259	-				IS110 family transposase			ARCH_RS10285	1081		partial;pseudo
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	595524	596531	+							ARCH_RS02610	1008		old_locus_tag=Arch_0510
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	595524	596531	+	WP_231957962.1	WP_231957962.1		DEAD/DEAH box helicase			ARCH_RS02610	1008	335	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	596522	596737	+							ARCH_RS10290	216		
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	596522	596737	+	WP_231957961.1	WP_231957961.1		hypothetical protein			ARCH_RS10290	216	71	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	596716	596976	+							ARCH_RS10295	261		
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	596716	596976	+	WP_231957960.1	WP_231957960.1		hypothetical protein			ARCH_RS10295	261	86	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	597116	597469	+							ARCH_RS09600	354		old_locus_tag=Arch_0512
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	597116	597469	+	WP_013169753.1	WP_013169753.1		HNH endonuclease			ARCH_RS09600	354	117	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	598328	599239	-							ARCH_RS02625	912		old_locus_tag=Arch_0514
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	598328	599239	-	WP_013169755.1	WP_013169755.1		hypothetical protein			ARCH_RS02625	912	303	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	599580	600239	-							ARCH_RS02630	660		old_locus_tag=Arch_0515
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	599580	600239	-	WP_041640316.1	WP_041640316.1		hypothetical protein			ARCH_RS02630	660	219	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	600264	600836	+							ARCH_RS02635	573		old_locus_tag=Arch_0516
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	600264	600836	+	WP_013169757.1	WP_013169757.1		terminase			ARCH_RS02635	573	190	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	600916	601776	+							ARCH_RS02640	861		old_locus_tag=Arch_0517
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	600916	601776	+	WP_013169758.1	WP_013169758.1		methionine adenosyltransferase domain-containing protein			ARCH_RS02640	861	286	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	602229	603479	+							ARCH_RS02650	1251		old_locus_tag=Arch_0519
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	602229	603479	+	WP_013169760.1	WP_013169760.1		site-specific DNA-methyltransferase			ARCH_RS02650	1251	416	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	603583	603870	+							ARCH_RS02655	288		old_locus_tag=Arch_0520
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	603583	603870	+	WP_013169761.1	WP_013169761.1		hypothetical protein			ARCH_RS02655	288	95	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	603900	605504	+							ARCH_RS02660	1605		old_locus_tag=Arch_0521
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	603900	605504	+	WP_041640319.1	WP_041640319.1		terminase large subunit			ARCH_RS02660	1605	534	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	605564	606295	-							ARCH_RS02665	732		old_locus_tag=Arch_0522
