# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	461453	462145	-							NG665_RS01965	693		old_locus_tag=NG665_01965
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	461453	462145	-	WP_252673642.1	WP_252673642.1		response regulator transcription factor			NG665_RS01965	693	230	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	462145	463332	-							NG665_RS01970	1188		old_locus_tag=NG665_01970
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	462145	463332	-	WP_252673643.1	WP_252673643.1		sensor histidine kinase			NG665_RS01970	1188	395	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	463371	465908	+							NG665_RS01975	2538		old_locus_tag=NG665_01975
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	463371	465908	+	WP_252673644.1	WP_252673644.1		DNA ligase (NAD(+)) LigA			NG665_RS01975	2538	845	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	465970	467229	-							NG665_RS01980	1260		old_locus_tag=NG665_01980
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	465970	467229	-	WP_252673645.1	WP_252673645.1		phospholipase D-like domain-containing protein			NG665_RS01980	1260	419	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	467287	467583	+					gatC		NG665_RS01985	297		old_locus_tag=NG665_01985
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	467287	467583	+	WP_252673646.1	WP_252673646.1		Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC	gatC		NG665_RS01985	297	98	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	467586	469088	+					gatA		NG665_RS01990	1503		old_locus_tag=NG665_01990
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	467586	469088	+	WP_252673647.1	WP_252673647.1		Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA	gatA		NG665_RS01990	1503	500	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	469093	470586	+					gatB		NG665_RS01995	1494		old_locus_tag=NG665_01995
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	469093	470586	+	WP_252673648.1	WP_252673648.1		Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB	gatB		NG665_RS01995	1494	497	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	470662	472056	+							NG665_RS02000	1395		old_locus_tag=NG665_02000
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	470662	472056	+	WP_252673649.1	WP_252673649.1		NAD-dependent malic enzyme			NG665_RS02000	1395	464	
gene	rRNA	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	472639	474163	+							NG665_RS02005	1525		old_locus_tag=NG665_02005
rRNA		GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	472639	474163	+				16S ribosomal RNA			NG665_RS02005	1525		
gene	rRNA	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	474409	477496	+							NG665_RS02010	3088		old_locus_tag=NG665_02010
rRNA		GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	474409	477496	+				23S ribosomal RNA			NG665_RS02010	3088		
gene	rRNA	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	477587	477704	+					rrf		NG665_RS02015	118		old_locus_tag=NG665_02015
rRNA		GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	477587	477704	+				5S ribosomal RNA	rrf		NG665_RS02015	118		
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	477855	478604	+							NG665_RS02020	750		old_locus_tag=NG665_02020
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	477855	478604	+	WP_252673650.1	WP_252673650.1		class I SAM-dependent methyltransferase			NG665_RS02020	750	249	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	478723	480051	+							NG665_RS02025	1329		old_locus_tag=NG665_02025
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	478723	480051	+	WP_252673651.1	WP_252673651.1		threonine/serine exporter family protein			NG665_RS02025	1329	442	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	480168	481769	-							NG665_RS02030	1602		old_locus_tag=NG665_02030
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	480168	481769	-	WP_252673652.1	WP_252673652.1		transporter			NG665_RS02030	1602	533	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	481994	483424	+					aspA		NG665_RS02035	1431		old_locus_tag=NG665_02035
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	481994	483424	+	WP_252673653.1	WP_252673653.1		aspartate ammonia-lyase	aspA		NG665_RS02035	1431	476	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	483513	484649	+							NG665_RS02040	1137		old_locus_tag=NG665_02040
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	483513	484649	+	WP_252673654.1	WP_252673654.1		branched-chain amino acid aminotransferase			NG665_RS02040	1137	378	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	484913	487000	+					pflB		NG665_RS02045	2088		old_locus_tag=NG665_02045
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	484913	487000	+	WP_252673655.1	WP_252673655.1		formate C-acetyltransferase	pflB		NG665_RS02045	2088	695	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	487080	487295	+					grcA2		NG665_RS02050	216		old_locus_tag=NG665_02050
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	487080	487295	+	WP_252674062.1	WP_252674062.1		autonomous glycyl radical cofactor GrcA2	grcA2		NG665_RS02050	216	71	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	487323	488249	+					pflA		NG665_RS02055	927		old_locus_tag=NG665_02055
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	487323	488249	+	WP_252673656.1	WP_252673656.1		pyruvate formate-lyase-activating protein	pflA		NG665_RS02055	927	308	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	488306	489016	-							NG665_RS02060	711		old_locus_tag=NG665_02060
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	488306	489016	-	WP_252673657.1	WP_252673657.1		YggS family pyridoxal phosphate-dependent enzyme			NG665_RS02060	711	236	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	489048	491720	-							NG665_RS02065	2673		old_locus_tag=NG665_02065
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	489048	491720	-	WP_252673658.1	WP_252673658.1		DUF3516 domain-containing protein			NG665_RS02065	2673	890	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	491913	492935	+							NG665_RS02070	1023		old_locus_tag=NG665_02070
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	491913	492935	+	WP_252673659.1	WP_252673659.1		efflux RND transporter periplasmic adaptor subunit			NG665_RS02070	1023	340	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	492945	493682	+							NG665_RS02075	738		old_locus_tag=NG665_02075
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	492945	493682	+	WP_252673660.1	WP_252673660.1		ABC transporter ATP-binding protein			NG665_RS02075	738	245	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	493679	494995	+							NG665_RS02080	1317		old_locus_tag=NG665_02080
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	493679	494995	+	WP_252673661.1	WP_252673661.1		ABC transporter permease			NG665_RS02080	1317	438	
gene	tRNA	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	495048	495120	-							NG665_RS02085	73		old_locus_tag=NG665_02085
tRNA		GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	495048	495120	-				tRNA-Lys			NG665_RS02085	73		anticodon=CTT
gene	tRNA	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	495182	495254	-							NG665_RS02090	73		old_locus_tag=NG665_02090
tRNA		GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	495182	495254	-				tRNA-Lys			NG665_RS02090	73		anticodon=CTT
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	495381	496001	-							NG665_RS02095	621		old_locus_tag=NG665_02095
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	495381	496001	-	WP_252673662.1	WP_252673662.1		hypothetical protein			NG665_RS02095	621	206	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	496205	497134	+							NG665_RS02100	930		old_locus_tag=NG665_02100
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	496205	497134	+	WP_252673663.1	WP_252673663.1		glutathione synthetase			NG665_RS02100	930	309	
gene	tRNA	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	497211	497285	+							NG665_RS02105	75		old_locus_tag=NG665_02105
tRNA		GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	497211	497285	+				tRNA-His			NG665_RS02105	75		anticodon=GTG
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	497413	498723	+							NG665_RS02110	1311		old_locus_tag=NG665_02110
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	497413	498723	+	WP_252672635.1	WP_252672635.1		ISL3 family transposase			NG665_RS02110	1311	436	
gene	pseudogene	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	498924	500047	+							NG665_RS02115	1124		pseudo;old_locus_tag=NG665_02115
CDS	without_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	498924	500047	+				IS1249 family transposase			NG665_RS02115	1124		pseudo
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	500165	500347	+							NG665_RS02120	183		old_locus_tag=NG665_02120
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	500165	500347	+	WP_252673664.1	WP_252673664.1		hypothetical protein			NG665_RS02120	183	60	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	501215	501817	-					orn		NG665_RS02125	603		old_locus_tag=NG665_02125
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	501215	501817	-	WP_252674063.1	WP_252674063.1		oligoribonuclease	orn		NG665_RS02125	603	200	
gene	tRNA	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	501955	502027	-							NG665_RS02130	73		old_locus_tag=NG665_02130
tRNA		GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	501955	502027	-				tRNA-Arg			NG665_RS02130	73		anticodon=TCT
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	502250	503788	+							NG665_RS02135	1539		old_locus_tag=NG665_02135
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	502250	503788	+	WP_252673665.1	WP_252673665.1		GTPase domain-containing protein			NG665_RS02135	1539	512	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	503820	505307	+							NG665_RS02140	1488		old_locus_tag=NG665_02140
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	503820	505307	+	WP_252673666.1	WP_252673666.1		GTP-binding protein			NG665_RS02140	1488	495	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	505500	506033	+							NG665_RS02145	534		old_locus_tag=NG665_02145
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	505500	506033	+	WP_252673667.1	WP_252673667.1		single-stranded DNA-binding protein			NG665_RS02145	534	177	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	506125	507807	+					ettA		NG665_RS02150	1683		old_locus_tag=NG665_02150
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	506125	507807	+	WP_252673668.1	WP_252673668.1		energy-dependent translational throttle protein EttA	ettA		NG665_RS02150	1683	560	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	508022	508921	-							NG665_RS02155	900		old_locus_tag=NG665_02155
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	508022	508921	-	WP_252673669.1	WP_252673669.1		thioesterase family protein			NG665_RS02155	900	299	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	509136	511277	+					malQ		NG665_RS02160	2142		old_locus_tag=NG665_02160
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	509136	511277	+	WP_252673670.1	WP_252673670.1		4-alpha-glucanotransferase	malQ		NG665_RS02160	2142	713	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	511371	511601	+							NG665_RS02165	231		old_locus_tag=NG665_02165
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	511371	511601	+	WP_252673671.1	WP_252673671.1		PTS transporter subunit EIIB			NG665_RS02165	231	76	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	511655	512863	-							NG665_RS02170	1209		old_locus_tag=NG665_02170
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	511655	512863	-	WP_252673672.1	WP_252673672.1		dicarboxylate/amino acid:cation symporter			NG665_RS02170	1209	402	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	513008	514063	+							NG665_RS02175	1056		old_locus_tag=NG665_02175
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	513008	514063	+	WP_252673673.1	WP_252673673.1		LLM class flavin-dependent oxidoreductase			NG665_RS02175	1056	351	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	514238	515014	-							NG665_RS02180	777		old_locus_tag=NG665_02180
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	514238	515014	-	WP_252673674.1	WP_252673674.1		formate/nitrite transporter family protein			NG665_RS02180	777	258	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	515102	517648	-					pepN		NG665_RS02185	2547		old_locus_tag=NG665_02185
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	515102	517648	-	WP_252673675.1	WP_252673675.1		aminopeptidase N	pepN		NG665_RS02185	2547	848	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	517867	518595	-							NG665_RS02190	729		old_locus_tag=NG665_02190
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	517867	518595	-	WP_252673676.1	WP_252673676.1		GNAT family N-acetyltransferase			NG665_RS02190	729	242	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	518598	520598	-							NG665_RS02195	2001		old_locus_tag=NG665_02195
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	518598	520598	-	WP_252673677.1	WP_252673677.1		peptidase M13			NG665_RS02195	2001	666	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	520655	521098	+							NG665_RS02200	444		old_locus_tag=NG665_02200
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	520655	521098	+	WP_252673678.1	WP_252673678.1		ribose-5-phosphate isomerase			NG665_RS02200	444	147	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	521262	521813	-					cysE		NG665_RS02205	552		old_locus_tag=NG665_02205
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	521262	521813	-	WP_252673679.1	WP_252673679.1		serine O-acetyltransferase	cysE		NG665_RS02205	552	183	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	521858	522787	-					cysK		NG665_RS02210	930		old_locus_tag=NG665_02210
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	521858	522787	-	WP_252674064.1	WP_252674064.1		cysteine synthase A	cysK		NG665_RS02210	930	309	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	523044	523697	-							NG665_RS02215	654		old_locus_tag=NG665_02215
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	523044	523697	-	WP_252673680.1	WP_252673680.1		IMPACT family protein			NG665_RS02215	654	217	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	523867	524031	+					rpmF		NG665_RS02220	165		old_locus_tag=NG665_02220
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	523867	524031	+	WP_013169725.1	WP_013169725.1		50S ribosomal protein L32	rpmF		NG665_RS02220	165	54	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	524147	524851	+							NG665_RS02225	705		old_locus_tag=NG665_02225
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	524147	524851	+	WP_252673681.1	WP_252673681.1		hypothetical protein			NG665_RS02225	705	234	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	524851	525843	+							NG665_RS02230	993		old_locus_tag=NG665_02230
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	524851	525843	+	WP_252673682.1	WP_252673682.1		glycoside hydrolase			NG665_RS02230	993	330	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	525820	526683	-							NG665_RS02235	864		old_locus_tag=NG665_02235
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	525820	526683	-	WP_252673683.1	WP_252673683.1		anchored repeat-type ABC transporter permease subunit			NG665_RS02235	864	287	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	526680	527408	-							NG665_RS02240	729		old_locus_tag=NG665_02240
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	526680	527408	-	WP_252673684.1	WP_252673684.1		ABC transporter ATP-binding protein			NG665_RS02240	729	242	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	527405	528370	-							NG665_RS02245	966		old_locus_tag=NG665_02245
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	527405	528370	-	WP_252673685.1	WP_252673685.1		choice-of-anchor M domain-containing protein			NG665_RS02245	966	321	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	528367	529911	-							NG665_RS02250	1545		old_locus_tag=NG665_02250
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	528367	529911	-	WP_252673686.1	WP_252673686.1		anchored repeat ABC transporter, substrate-binding protein			NG665_RS02250	1545	514	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	530338	532695	+							NG665_RS02255	2358		old_locus_tag=NG665_02255
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	530338	532695	+	WP_252673687.1	WP_252673687.1		carbon starvation protein A			NG665_RS02255	2358	785	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	532802	533005	+							NG665_RS02260	204		old_locus_tag=NG665_02260
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	532802	533005	+	WP_252673688.1	WP_252673688.1		YbdD/YjiX family protein			NG665_RS02260	204	67	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	533085	533909	-							NG665_RS02265	825		old_locus_tag=NG665_02265
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	533085	533909	-	WP_252673689.1	WP_252673689.1		aldo/keto reductase			NG665_RS02265	825	274	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	534242	534538	-							NG665_RS02270	297		old_locus_tag=NG665_02270
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	534242	534538	-	WP_252673690.1	WP_252673690.1		hypothetical protein			NG665_RS02270	297	98	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	534575	534871	-							NG665_RS02275	297		old_locus_tag=NG665_02275
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	534575	534871	-	WP_252673691.1	WP_252673691.1		metalloregulator ArsR/SmtB family transcription factor			NG665_RS02275	297	98	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	535103	536170	+							NG665_RS02280	1068		old_locus_tag=NG665_02280
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	535103	536170	+	WP_252673692.1	WP_252673692.1		BCCT family transporter			NG665_RS02280	1068	355	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	536113	537162	+							NG665_RS02285	1050		old_locus_tag=NG665_02285
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	536113	537162	+	WP_252674065.1	WP_252674065.1		BCCT family transporter			NG665_RS02285	1050	349	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	537154	538860	-							NG665_RS02290	1707		old_locus_tag=NG665_02290
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	537154	538860	-	WP_252673693.1	WP_252673693.1		DASS family sodium-coupled anion symporter			NG665_RS02290	1707	568	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	539127	545039	+							NG665_RS02295	5913		old_locus_tag=NG665_02295
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	539127	545039	+	WP_252673694.1	WP_252673694.1		SpaA isopeptide-forming pilin-related protein			NG665_RS02295	5913	1970	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	545285	545953	-							NG665_RS02300	669		old_locus_tag=NG665_02300
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	545285	545953	-	WP_252673695.1	WP_252673695.1		deoxynucleoside kinase			NG665_RS02300	669	222	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	546208	548109	-							NG665_RS02305	1902		old_locus_tag=NG665_02305
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	546208	548109	-	WP_252673696.1	WP_252673696.1		heavy metal translocating P-type ATPase			NG665_RS02305	1902	633	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	548697	548927	+							NG665_RS02310	231		old_locus_tag=NG665_02310
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	548697	548927	+	WP_252673697.1	WP_252673697.1		(4Fe-4S)-binding protein			NG665_RS02310	231	76	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	549054	549725	+							NG665_RS02315	672		old_locus_tag=NG665_02315
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	549054	549725	+	WP_252673698.1	WP_252673698.1		class I SAM-dependent methyltransferase			NG665_RS02315	672	223	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	549977	550201	-							NG665_RS02320	225		old_locus_tag=NG665_02320
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	549977	550201	-	WP_252673699.1	WP_252673699.1		hypothetical protein			NG665_RS02320	225	74	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	550400	551851	-							NG665_RS02325	1452		old_locus_tag=NG665_02325
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	550400	551851	-	WP_252673700.1	WP_252673700.1		NAD(P)/FAD-dependent oxidoreductase			NG665_RS02325	1452	483	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	553081	553698	-							NG665_RS02330	618		old_locus_tag=NG665_02330
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	553081	553698	-	WP_252673701.1	WP_252673701.1		hypothetical protein			NG665_RS02330	618	205	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	554202	555599	+							NG665_RS02335	1398		old_locus_tag=NG665_02335
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	554202	555599	+	WP_252674066.1	WP_252674066.1		DUF1906 domain-containing protein			NG665_RS02335	1398	465	
gene	pseudogene	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	556786	558022	+							NG665_RS02340	1237		pseudo;old_locus_tag=NG665_02340
CDS	without_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	556786	558022	+				IS3 family transposase			NG665_RS02340	1237		pseudo
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	558086	558622	+							NG665_RS02345	537		old_locus_tag=NG665_02345
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	558086	558622	+	WP_252674067.1	WP_252674067.1		transposase			NG665_RS02345	537	178	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	560356	563406	+					lanM		NG665_RS02350	3051		old_locus_tag=NG665_02350
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	560356	563406	+	WP_252673702.1	WP_252673702.1		type 2 lanthipeptide synthetase LanM	lanM		NG665_RS02350	3051	1016	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	563411	564112	+							NG665_RS02355	702		old_locus_tag=NG665_02355
CDS	with_protein	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	563411	564112	+	WP_252673703.1	WP_252673703.1		NAD(P)H-dependent oxidoreductase			NG665_RS02355	702	233	
gene	protein_coding	GCF_023973165.1	Primary Assembly	chromosome		NZ_CP099547.1	564109	566244	+							NG665_RS02360	2136		old_locus_tag=NG665_02360
