query_id	subject_id	pct_identity	aln_length	n_of_mismatches	number_gap_openings	q_start	q_end	s_start	s_end	e_value	bit_score	query_length	query_coverage	subject_length
lcl|NC_014218.1_cds_WP_013170568.1_1351	lcl|NZ_CP099547.1_cds_WP_204423874.1_1303	92.473	186	14	0	1	186	1	186	1.16e-72	267	186	100	186
lcl|NC_014218.1_cds_WP_041640984.1_1352	lcl|NZ_CP099547.1_cds_WP_252674098.1_1304	84.739	498	76	0	49	546	1	498	3.29e-142	499	546	91	498
lcl|NC_014218.1_cds_WP_013170570.1_1353	lcl|NZ_CP099547.1_cds_WP_252672957.1_1305	88.986	345	38	0	1	345	1	345	9.75e-121	427	345	100	345
lcl|NC_014218.1_cds_WP_013170571.1_1354	lcl|NZ_CP099547.1_cds_WP_252672959.1_1306	97.019	369	11	0	1	369	1	369	4.47e-179	621	369	100	369
lcl|NC_014218.1_cds_WP_013170572.1_1355	lcl|NZ_CP099547.1_cds_WP_252672960.1_1307	95.439	285	13	0	1	285	1	285	3.65e-129	455	285	100	285
lcl|NC_014218.1_cds_WP_181461421.1_1356	lcl|NZ_CP099547.1_cds_WP_252674099.1_1308	90.868	219	20	0	1	219	13	231	6.32e-81	294	219	100	231
lcl|NC_014218.1_cds_WP_013170574.1_1357	lcl|NZ_CP099547.1_cds_WP_252672962.1_1309	93.525	417	27	0	1	417	1	417	5.09e-179	621	417	100	417
lcl|NC_014218.1_cds_WP_013170575.1_1358	lcl|NZ_CP099547.1_cds_WP_252672963.1_1310	86.545	825	111	0	1	825	1	825	0.0	909	825	100	825
lcl|NC_014218.1_cds_WP_013170576.1_1359	lcl|NZ_CP099547.1_cds_WP_252672965.1_1311	85.399	363	47	3	1	360	1	360	4.85e-104	372	360	100	360
lcl|NC_014218.1_cds_WP_013170577.1_1360	lcl|NZ_CP099547.1_cds_WP_204423885.1_1312	95.730	281	10	2	1	280	1	280	4.66e-128	451	282	99	282
lcl|NC_014218.1_cds_WP_013170578.1_1361	lcl|NZ_CP099547.1_cds_WP_204423886.1_1313	91.039	837	75	0	1	837	1	837	0.0	1131	837	100	837
lcl|NC_014218.1_cds_WP_013170579.1_1362	lcl|NZ_CP099547.1_cds_WP_252672966.1_1314	88.254	315	37	0	1	315	1	315	9.04e-106	377	315	100	315
lcl|NC_014218.1_cds_WP_013170580.1_1363	lcl|NZ_CP099547.1_cds_WP_252672967.1_1315	85.692	650	89	4	1	648	1	648	0.0	682	648	100	648
lcl|NC_014218.1_cds_WP_013170581.1_1364	lcl|NZ_CP099547.1_cds_WP_252672968.1_1316	89.088	669	73	0	1	669	1	669	0.0	832	669	100	669
lcl|NC_014218.1_cds_WP_013170582.1_1365	lcl|NZ_CP099547.1_cds_WP_013170582.1_1317	97.087	309	9	0	1	309	1	309	3.87e-149	521	309	100	309
lcl|NC_014218.1_cds_WP_013170583.1_1366	lcl|NZ_CP099547.1_cds_WP_252672969.1_1318	94.291	1191	68	0	1	1191	1	1191	0.0	1823	1191	100	1191
lcl|NC_014218.1_cds_WP_013170584.1_1367	lcl|NZ_CP099547.1_cds_WP_252672970.1_1319	87.842	2122	256	2	1	2121	1	2121	0.0	2488	2121	100	2121
lcl|NC_014218.1_cds_WP_013170585.1_1368	lcl|NZ_CP099547.1_cds_WP_252672971.1_1320	87.898	471	57	0	1	471	1	471	5.93e-159	555	471	100	471
lcl|NC_014218.1_cds_WP_013170586.1_1369	lcl|NZ_CP099547.1_cds_WP_252672972.1_1321	92.267	375	29	0	1	375	1	375	2.19e-152	532	375	100	375
lcl|NC_014218.1_cds_WP_013170588.1_1371	lcl|NZ_CP099547.1_cds_WP_252672974.1_1323	82.974	3947	666	6	1	3944	1	3944	0.0	3561	3978	99	3978
lcl|NC_014218.1_cds_WP_013170589.1_1372	lcl|NZ_CP099547.1_cds_WP_252672975.1_1324	84.462	3469	531	8	1	3465	1	3465	0.0	3413	3465	100	3465
lcl|NC_014218.1_cds_WP_013170590.1_1373	lcl|NZ_CP099547.1_cds_WP_252672976.1_1325	93.282	387	23	1	1	384	1	387	6.17e-163	568	384	100	387
lcl|NC_014218.1_cds_WP_013170591.1_1374	lcl|NZ_CP099547.1_cds_WP_252672977.1_1326	91.065	526	45	2	1	525	1	525	0.0	710	525	100	525
lcl|NC_014218.1_cds_WP_013170593.1_1376	lcl|NZ_CP099547.1_cds_WP_252672979.1_1328	88.192	686	81	0	1	686	1	686	0.0	819	702	98	705
lcl|NC_014218.1_cds_WP_013170594.1_1377	lcl|NZ_CP099547.1_cds_WP_252672980.1_1329	87.529	433	54	0	1	433	1	433	7.23e-143	501	435	99	435
lcl|NC_014218.1_cds_WP_013170595.1_1378	lcl|NZ_CP099547.1_cds_WP_252672981.1_1330	83.306	611	98	4	259	867	265	873	2.40e-160	560	867	70	873
lcl|NC_014218.1_cds_WP_013170597.1_1380	lcl|NZ_CP099547.1_cds_WP_252672983.1_1332	79.373	1212	238	12	1	1206	1	1206	0.0	843	1206	100	1206
lcl|NC_014218.1_cds_WP_013170598.1_1381	lcl|NZ_CP099547.1_cds_WP_252672984.1_1333	87.854	247	30	0	2	248	2	248	1.08e-79	291	282	88	279
lcl|NC_014218.1_cds_WP_013170631.1_1414	lcl|NZ_CP099547.1_cds_WP_252673013.1_1368	71.106	1419	374	31	331	1731	331	1731	1.16e-86	316	1731	81	1731
lcl|NC_014218.1_cds_WP_013170633.1_1416	lcl|NZ_CP099547.1_cds_WP_252673015.1_1370	74.052	1318	318	22	293	1598	305	1610	2.88e-147	518	1692	77	1704
lcl|NC_014218.1_cds_WP_013170634.1_1417	lcl|NZ_CP099547.1_cds_WP_252673016.1_1371	79.466	2021	380	32	57	2060	58	2060	0.0	1400	2130	94	2130
lcl|NC_014218.1_cds_WP_013170651.1_1434	lcl|NZ_CP099547.1_cds_WP_252673033.1_1389	73.110	688	163	18	1	677	1	677	9.68e-60	226	846	80	852
lcl|NC_014218.1_cds_WP_013170685.1_1469	lcl|NZ_CP099547.1_cds_WP_252673063.1_1421	83.130	1067	178	2	1	1066	1	1066	0.0	972	1098	97	1080
lcl|NC_014218.1_cds_WP_013170698.1_1482	lcl|NZ_CP099547.1_cds_WP_252673071.1_1431	79.268	410	79	6	10	416	10	416	1.03e-76	281	435	94	435
lcl|NC_014218.1_cds_WP_013170705.1_1491	lcl|NZ_CP099547.1_cds_WP_252673079.1_1439	88.603	1281	146	0	1	1281	1	1281	0.0	1557	1281	100	1281
lcl|NC_014218.1_cds_WP_013170706.1_1492	lcl|NZ_CP099547.1_cds_WP_252673080.1_1440	75.601	1955	453	23	1417	3359	1414	3356	0.0	946	3507	55	3516
lcl|NC_014218.1_cds_WP_041640425.1_1495	lcl|NZ_CP099547.1_cds_WP_252673083.1_1443	81.527	969	177	2	1	968	1	968	0.0	797	981	99	981
lcl|NC_014218.1_cds_WP_138975065.1_1505	lcl|NZ_CP099547.1_cds_WP_252674079.1_618	79.167	192	37	3	254	443	5	195	4.17e-31	130	462	41	447
lcl|NC_014218.1_cds_WP_013170731.1_1521	lcl|NZ_CP099547.1_cds_WP_252673735.1_487	75.195	512	115	11	49	551	52	560	2.53e-61	231	1026	49	1230
lcl|NC_014218.1_cds_WP_013170733.1_1523	lcl|NZ_CP099547.1_cds_WP_252672623.1_1018	77.728	898	187	11	46	938	46	935	1.71e-153	538	1311	68	939
lcl|NC_014218.1_cds_WP_013170738.1_1528	lcl|NZ_CP099547.1_cds_WP_252673732.1_483	78.603	1561	312	19	48	1597	54	1603	0.0	1013	1599	97	1605
lcl|NC_014218.1_cds_1536	lcl|NZ_CP099547.1_cds_WP_252673729.1_480	80.309	259	50	1	15	273	15	272	9.41e-51	195	304	85	288
lcl|NC_014218.1_cds_WP_013170761.1_1558	lcl|NZ_CP099547.1_cds_WP_252673090.1_1450	76.307	1511	323	27	334	1825	334	1828	0.0	774	1842	81	1839
lcl|NC_014218.1_cds_WP_013170806.1_1603	lcl|NZ_CP099547.1_cds_WP_252673134.1_1495	85.996	1621	227	0	1	1621	1	1621	0.0	1736	1623	99	1623
lcl|NC_014218.1_cds_WP_013170809.1_1606	lcl|NZ_CP099547.1_cds_WP_252673137.1_1498	73.746	598	147	10	19	611	19	611	7.64e-60	226	672	88	672
lcl|NC_014218.1_cds_WP_013170834.1_1634	lcl|NZ_CP099547.1_cds_WP_252673163.1_1524	81.781	483	88	0	1	483	1	483	7.37e-114	405	546	88	546
lcl|NC_014218.1_cds_WP_013170838.1_1638	lcl|NZ_CP099547.1_cds_WP_252673164.1_1525	85.541	740	105	2	1	739	1	739	0.0	773	741	99	741
lcl|NC_014218.1_cds_WP_049765910.1_1642	lcl|NZ_CP099547.1_cds_WP_252674109.1_1530	74.124	1399	345	13	16	1404	46	1437	1.11e-160	562	1434	97	1467
lcl|NC_014218.1_cds_WP_013170875.1_1675	lcl|NZ_CP099547.1_cds_WP_252673182.1_1545	82.288	1801	309	10	1	1796	1	1796	0.0	1550	1803	99	1806
lcl|NC_014218.1_cds_WP_013170906.1_1706	lcl|NZ_CP099547.1_cds_WP_252673202.1_1565	81.678	906	150	13	46	943	61	958	0.0	739	2361	38	2421
lcl|NC_014218.1_cds_WP_013170947.1_1749	lcl|NZ_CP099547.1_cds_WP_252673258.1_1628	70.962	520	143	8	10	525	28	543	4.27e-27	117	600	86	618
lcl|NC_014218.1_cds_WP_013170961.1_1764	lcl|NZ_CP099547.1_cds_WP_252673269.1_1642	82.993	441	75	0	1	441	1	441	2.79e-112	399	447	99	447
lcl|NC_014218.1_cds_WP_013170962.1_1765	lcl|NZ_CP099547.1_cds_WP_252673270.1_1643	89.451	237	25	0	1	237	1	237	1.48e-82	300	237	100	237
lcl|NC_014218.1_cds_WP_013170963.1_1766	lcl|NZ_CP099547.1_cds_WP_252673271.1_1644	84.270	534	75	3	1	528	1	531	4.08e-146	512	528	100	531
lcl|NC_014218.1_cds_WP_013170968.1_1771	lcl|NZ_CP099547.1_cds_WP_252673276.1_1649	76.804	1483	333	9	1	1479	1	1476	0.0	822	1494	99	1491
lcl|NC_014218.1_cds_WP_013170969.1_1772	lcl|NZ_CP099547.1_cds_WP_252673277.1_1650	82.669	502	85	2	1	501	1	501	1.45e-125	444	507	99	507
lcl|NC_014218.1_cds_WP_013170974.1_1776	lcl|NZ_CP099547.1_cds_WP_252673282.1_1655	76.670	1093	245	10	145	1232	103	1190	2.88e-171	597	1359	80	1311
lcl|NC_014218.1_cds_WP_013170982.1_1785	lcl|NZ_CP099547.1_cds_WP_091279413.1_1663	94.326	141	8	0	1	141	1	141	8.63e-58	217	141	100	141
