query_id	subject_id	pct_identity	aln_length	n_of_mismatches	number_gap_openings	q_start	q_end	s_start	s_end	e_value	bit_score	query_length	query_coverage	subject_length
lcl|NC_014218.1_cds_WP_013170545.1_1328	lcl|NZ_CP070228.1_cds_WP_013170545.1_1331	96.396	222	8	0	1	222	1	222	1.37e-102	366	222	100	222
lcl|NC_014218.1_cds_WP_013170561.1_1344	lcl|NZ_CP070228.1_cds_WP_204425819.1_1334	82.609	1288	222	2	1	1287	1	1287	0.0	1136	1287	100	1287
lcl|NC_014218.1_cds_WP_013170563.1_1346	lcl|NZ_CP070228.1_cds_WP_013170563.1_1336	92.896	183	13	0	1	183	1	183	1.16e-72	267	183	100	183
lcl|NC_014218.1_cds_WP_013170564.1_1347	lcl|NZ_CP070228.1_cds_WP_204423868.1_1337	87.147	708	91	0	1	708	1	708	0.0	804	708	100	708
lcl|NC_014218.1_cds_WP_013170565.1_1348	lcl|NZ_CP070228.1_cds_WP_204425823.1_1338	88.441	372	43	0	1	372	1	372	2.30e-127	449	372	100	372
lcl|NC_014218.1_cds_WP_013170566.1_1349	lcl|NZ_CP070228.1_cds_WP_204423870.1_1339	83.613	537	88	0	1	537	1	537	7.09e-144	505	537	100	537
lcl|NC_014218.1_cds_WP_013170567.1_1350	lcl|NZ_CP070228.1_cds_WP_204423872.1_1340	92.982	399	28	0	1	399	1	399	2.34e-167	582	399	100	399
lcl|NC_014218.1_cds_WP_013170568.1_1351	lcl|NZ_CP070228.1_cds_WP_204423874.1_1341	92.473	186	14	0	1	186	1	186	1.18e-72	267	186	100	186
lcl|NC_014218.1_cds_WP_041640984.1_1352	lcl|NZ_CP070228.1_cds_WP_239519593.1_1342	86.747	498	66	0	49	546	1	498	7.06e-159	555	546	91	498
lcl|NC_014218.1_cds_WP_013170570.1_1353	lcl|NZ_CP070228.1_cds_WP_204423876.1_1343	88.986	345	38	0	1	345	1	345	9.96e-121	427	345	100	345
lcl|NC_014218.1_cds_WP_013170571.1_1354	lcl|NZ_CP070228.1_cds_WP_013170571.1_1344	95.664	369	16	0	1	369	1	369	9.96e-171	593	369	100	369
lcl|NC_014218.1_cds_WP_013170572.1_1355	lcl|NZ_CP070228.1_cds_WP_204423878.1_1345	95.439	285	13	0	1	285	1	285	3.72e-129	455	285	100	285
lcl|NC_014218.1_cds_WP_181461421.1_1356	lcl|NZ_CP070228.1_cds_WP_204425827.1_1346	93.607	219	14	0	1	219	1	219	6.36e-91	327	219	100	219
lcl|NC_014218.1_cds_WP_013170574.1_1357	lcl|NZ_CP070228.1_cds_WP_204423880.1_1347	96.403	417	15	0	1	417	1	417	0.0	688	417	100	417
lcl|NC_014218.1_cds_WP_013170575.1_1358	lcl|NZ_CP070228.1_cds_WP_204423882.1_1348	89.091	825	90	0	1	825	1	825	0.0	1026	825	100	825
lcl|NC_014218.1_cds_WP_013170577.1_1360	lcl|NZ_CP070228.1_cds_WP_204423885.1_1350	96.113	283	9	2	1	282	1	282	7.91e-131	460	282	100	282
lcl|NC_014218.1_cds_WP_013170578.1_1361	lcl|NZ_CP070228.1_cds_WP_204423886.1_1351	92.115	837	66	0	1	837	1	837	0.0	1181	837	100	837
lcl|NC_014218.1_cds_WP_013170579.1_1362	lcl|NZ_CP070228.1_cds_WP_204423888.1_1352	92.063	315	25	0	1	315	1	315	8.97e-126	444	315	100	315
lcl|NC_014218.1_cds_WP_013170580.1_1363	lcl|NZ_CP070228.1_cds_WP_204423890.1_1353	86.728	648	86	0	1	648	1	648	0.0	721	648	100	648
lcl|NC_014218.1_cds_WP_013170581.1_1364	lcl|NZ_CP070228.1_cds_WP_204423892.1_1354	89.686	669	69	0	1	669	1	669	0.0	854	669	100	669
lcl|NC_014218.1_cds_WP_013170582.1_1365	lcl|NZ_CP070228.1_cds_WP_013170582.1_1355	97.735	309	7	0	1	309	1	309	1.82e-152	532	309	100	309
lcl|NC_014218.1_cds_WP_013170583.1_1366	lcl|NZ_CP070228.1_cds_WP_204423893.1_1356	93.031	1191	83	0	1	1191	1	1191	0.0	1740	1191	100	1191
lcl|NC_014218.1_cds_WP_013170584.1_1367	lcl|NZ_CP070228.1_cds_WP_204423895.1_1357	88.507	2123	240	3	1	2121	1	2121	0.0	2566	2121	100	2121
lcl|NC_014218.1_cds_WP_013170585.1_1368	lcl|NZ_CP070228.1_cds_WP_204423896.1_1358	90.658	471	44	0	1	471	1	471	1.27e-180	627	471	100	471
lcl|NC_014218.1_cds_WP_013170586.1_1369	lcl|NZ_CP070228.1_cds_WP_013170586.1_1359	93.067	375	26	0	1	375	1	375	2.22e-157	549	375	100	375
lcl|NC_014218.1_cds_WP_013170588.1_1371	lcl|NZ_CP070228.1_cds_WP_204423899.1_1361	83.757	3977	644	2	1	3976	1	3976	0.0	3764	3978	99	3978
lcl|NC_014218.1_cds_WP_013170589.1_1372	lcl|NZ_CP070228.1_cds_WP_204423901.1_1362	85.727	3468	489	5	1	3465	1	3465	0.0	3657	3465	100	3465
lcl|NC_014218.1_cds_WP_013170590.1_1373	lcl|NZ_CP070228.1_cds_WP_204423903.1_1363	93.798	387	21	1	1	384	1	387	2.91e-166	579	384	100	387
lcl|NC_014218.1_cds_WP_013170591.1_1374	lcl|NZ_CP070228.1_cds_WP_204423904.1_1364	91.445	526	43	2	1	525	1	525	0.0	721	525	100	525
lcl|NC_014218.1_cds_WP_013170593.1_1376	lcl|NZ_CP070228.1_cds_WP_204423908.1_1366	89.067	686	75	0	1	686	1	686	0.0	852	702	98	705
lcl|NC_014218.1_cds_WP_013170594.1_1377	lcl|NZ_CP070228.1_cds_WP_204423909.1_1367	91.494	435	37	0	1	435	1	435	2.55e-172	599	435	100	435
lcl|NC_014218.1_cds_WP_013170595.1_1378	lcl|NZ_CP070228.1_cds_WP_204423911.1_1368	83.148	629	104	2	240	867	201	828	3.14e-164	573	867	72	828
lcl|NC_014218.1_cds_WP_013170597.1_1380	lcl|NZ_CP070228.1_cds_WP_204423915.1_1370	88.328	1208	137	4	1	1206	1	1206	0.0	1447	1206	100	1206
lcl|NC_014218.1_cds_WP_013170598.1_1381	lcl|NZ_CP070228.1_cds_WP_204423916.1_1371	96.454	282	10	0	1	282	1	282	1.70e-132	466	282	100	282
lcl|NC_014218.1_cds_WP_041640994.1_1399	lcl|NZ_CP070228.1_cds_WP_204425829.1_1389	77.113	284	59	5	1	281	1	281	3.27e-40	159	285	99	285
lcl|NC_014218.1_cds_WP_013170623.1_1406	lcl|NZ_CP070228.1_cds_WP_204423954.1_1396	74.911	1686	381	40	1	1665	1	1665	0.0	732	1665	100	1665
lcl|NC_014218.1_cds_WP_111724947.1_1412	lcl|NZ_CP070228.1_cds_WP_204423963.1_1402	81.194	1909	357	2	3	1910	6	1913	0.0	1535	1923	99	1926
lcl|NC_014218.1_cds_WP_013170636.1_1419	lcl|NZ_CP070228.1_cds_WP_204423975.1_1409	80.553	1013	187	10	1	1008	1	1008	0.0	771	1008	100	1008
lcl|NC_014218.1_cds_WP_013170650.1_1433	lcl|NZ_CP070228.1_cds_WP_204424005.1_1423	76.600	2000	419	31	1	1980	1	1971	0.0	1055	1980	100	1971
lcl|NC_014218.1_cds_WP_013170651.1_1434	lcl|NZ_CP070228.1_cds_WP_204424007.1_1424	72.845	696	165	19	1	684	1	684	5.95e-57	217	846	81	852
lcl|NC_014218.1_cds_WP_013170685.1_1469	lcl|NZ_CP070228.1_cds_WP_204424077.1_1470	84.067	1067	168	2	1	1066	1	1066	0.0	1027	1098	97	1080
lcl|NC_014218.1_cds_WP_013170705.1_1491	lcl|NZ_CP070228.1_cds_WP_204424113.1_1492	89.236	1282	136	2	1	1281	1	1281	0.0	1602	1281	100	1281
lcl|NC_014218.1_cds_WP_013170708.1_1494	lcl|NZ_CP070228.1_cds_WP_204424117.1_1495	78.026	537	110	8	19	551	19	551	1.38e-91	331	582	92	591
lcl|NC_014218.1_cds_WP_041640425.1_1495	lcl|NZ_CP070228.1_cds_WP_204424119.1_1496	82.286	971	172	0	1	971	1	971	0.0	841	981	99	981
lcl|NC_014218.1_cds_WP_013170738.1_1528	lcl|NZ_CP070228.1_cds_WP_239519546.1_484	80.198	202	36	4	1389	1588	18	217	4.20e-36	148	1599	13	228
lcl|NC_014218.1_cds_WP_013170783.1_1580	lcl|NZ_CP070228.1_cds_WP_204424166.1_1523	76.324	321	68	8	1	317	1	317	2.39e-41	165	924	34	945
lcl|NC_014218.1_cds_WP_013170806.1_1603	lcl|NZ_CP070228.1_cds_WP_204424206.1_1547	87.600	1621	201	0	1	1621	1	1621	0.0	1881	1623	99	1623
lcl|NC_014218.1_cds_WP_013170834.1_1634	lcl|NZ_CP070228.1_cds_WP_204424240.1_1573	80.657	548	102	4	1	546	1	546	7.48e-119	422	546	100	546
lcl|NC_014218.1_cds_WP_013170838.1_1638	lcl|NZ_CP070228.1_cds_WP_204424241.1_1574	86.062	739	103	0	1	739	1	739	0.0	795	741	99	741
lcl|NC_014218.1_cds_WP_049765858.1_1648	lcl|NZ_CP070228.1_cds_WP_204424252.1_1582	92.298	831	64	0	1	831	1	831	0.0	1181	831	100	831
lcl|NC_014218.1_cds_WP_013170848.1_1649	lcl|NZ_CP070228.1_cds_WP_204424253.1_1583	93.436	777	51	0	1	777	1	777	0.0	1153	777	100	777
lcl|NC_014218.1_cds_WP_013170849.1_1650	lcl|NZ_CP070228.1_cds_WP_204424255.1_1584	98.246	342	6	0	1	342	1	342	1.98e-172	599	342	100	342
lcl|NC_014218.1_cds_WP_013170850.1_1651	lcl|NZ_CP070228.1_cds_WP_204424259.1_1586	91.538	390	33	0	1	390	1	390	5.02e-154	538	390	100	390
lcl|NC_014218.1_cds_WP_145961600.1_1652	lcl|NZ_CP070228.1_cds_WP_204424260.1_1587	90.101	495	49	0	4	498	1	495	0.0	643	498	99	495
lcl|NC_014218.1_cds_WP_013170852.1_1653	lcl|NZ_CP070228.1_cds_WP_204424262.1_1588	95.556	315	14	0	1	315	1	315	4.06e-144	505	315	100	315
lcl|NC_014218.1_cds_WP_187286508.1_1654	lcl|NZ_CP070228.1_cds_WP_204424264.1_1589	96.165	339	13	0	1	339	1	339	4.30e-159	555	339	100	339
lcl|NC_014218.1_cds_WP_187286508.1_1654	lcl|NZ_CP070228.1_cds_WP_204424266.1_1590	95.455	44	2	0	296	339	1	44	1.90e-13	71.3	339	13	1368
lcl|NC_014218.1_cds_WP_170121726.1_1655	lcl|NZ_CP070228.1_cds_WP_204424266.1_1590	92.082	1364	104	2	1	1362	7	1368	0.0	1917	1362	100	1368
lcl|NC_014218.1_cds_WP_170121726.1_1655	lcl|NZ_CP070228.1_cds_WP_204424264.1_1589	94.737	38	2	0	1	38	302	339	1.72e-09	60.2	1362	3	339
lcl|NC_014218.1_cds_WP_013170855.1_1656	lcl|NZ_CP070228.1_cds_WP_204424268.1_1591	95.264	549	26	0	1	549	1	549	0.0	870	549	100	549
lcl|NC_014218.1_cds_WP_013170856.1_1657	lcl|NZ_CP070228.1_cds_WP_204424270.1_1592	85.211	852	112	10	31	875	1	845	0.0	863	876	96	855
lcl|NC_014218.1_cds_WP_187286509.1_1658	lcl|NZ_CP070228.1_cds_WP_204424272.1_1593	92.405	237	18	0	1	237	13	249	3.20e-94	339	237	100	249
lcl|NC_014218.1_cds_WP_013170859.1_1659	lcl|NZ_CP070228.1_cds_WP_204424276.1_1595	92.891	1674	118	1	1	1673	1	1674	0.0	2431	1683	99	1680
lcl|NC_014218.1_cds_WP_013170861.1_1661	lcl|NZ_CP070228.1_cds_WP_204424280.1_1597	91.202	807	71	0	1	807	1	807	0.0	1098	813	99	813
lcl|NC_014218.1_cds_WP_013170862.1_1662	lcl|NZ_CP070228.1_cds_WP_204424282.1_1598	91.119	1644	146	0	1	1644	1	1644	0.0	2228	1644	100	1644
lcl|NC_014218.1_cds_WP_013170863.1_1663	lcl|NZ_CP070228.1_cds_WP_204424284.1_1599	91.812	2406	191	2	1	2403	1	2403	0.0	3347	2403	100	2403
lcl|NC_014218.1_cds_WP_013170863.1_1663	lcl|NZ_CP070228.1_cds_WP_168918438.1_1600	96.226	53	2	0	1	53	314	366	1.40e-17	87.9	2403	2	366
lcl|NC_014218.1_cds_WP_013170864.1_1664	lcl|NZ_CP070228.1_cds_WP_168918438.1_1600	93.443	366	24	0	1	366	1	366	1.01e-155	544	366	100	366
lcl|NC_014218.1_cds_WP_013170864.1_1664	lcl|NZ_CP070228.1_cds_WP_204424284.1_1599	96.226	53	2	0	314	366	1	53	2.04e-18	87.9	366	14	2403
lcl|NC_014218.1_cds_WP_013170865.1_1665	lcl|NZ_CP070228.1_cds_WP_204424285.1_1601	91.667	192	16	0	1	192	1	192	1.27e-72	267	198	97	198
lcl|NC_014218.1_cds_WP_013170867.1_1667	lcl|NZ_CP070228.1_cds_WP_204424289.1_1603	86.810	978	118	8	1	971	1	974	0.0	1081	975	99	978
lcl|NC_014218.1_cds_WP_013170872.1_1672	lcl|NZ_CP070228.1_cds_WP_204424299.1_1608	77.711	2674	562	28	1	2654	1	2660	0.0	1605	2760	96	2760
lcl|NC_014218.1_cds_WP_013170875.1_1675	lcl|NZ_CP070228.1_cds_WP_204424316.1_1611	82.288	1801	312	5	1	1796	1	1799	0.0	1552	1803	99	1809
lcl|NC_014218.1_cds_WP_013170906.1_1706	lcl|NZ_CP070228.1_cds_WP_204424361.1_1636	82.536	899	145	12	51	943	66	958	0.0	780	2361	91	2421
lcl|NC_014218.1_cds_WP_013170906.1_1706	lcl|NZ_CP070228.1_cds_WP_204424361.1_1636	76.053	1282	283	20	972	2235	1020	2295	0.0	645	2361	91	2421
lcl|NC_014218.1_cds_WP_013170907.1_1707	lcl|NZ_CP070228.1_cds_WP_204424364.1_1637	82.742	1495	256	2	1	1494	1	1494	0.0	1330	1494	100	1494
lcl|NC_014218.1_cds_WP_013170908.1_1708	lcl|NZ_CP070228.1_cds_WP_204424365.1_1638	77.978	554	118	4	1	552	1	552	2.07e-95	344	675	82	699
lcl|NC_014218.1_cds_WP_013170920.1_1720	lcl|NZ_CP070228.1_cds_WP_204424396.1_1658	80.366	1258	234	11	1	1250	1	1253	0.0	942	1278	98	1284
lcl|NC_014218.1_cds_WP_013170949.1_1751	lcl|NZ_CP070228.1_cds_WP_204424444.1_1689	81.872	1186	211	4	22	1205	19	1202	0.0	996	1224	97	1221
lcl|NC_014218.1_cds_WP_013170961.1_1764	lcl|NZ_CP070228.1_cds_WP_204424460.1_1701	83.669	447	73	0	1	447	1	447	6.07e-119	422	447	100	447
lcl|NC_014218.1_cds_WP_013170962.1_1765	lcl|NZ_CP070228.1_cds_WP_204424462.1_1702	90.756	238	20	2	1	237	1	237	1.50e-87	316	237	100	237
lcl|NC_014218.1_cds_WP_013170963.1_1766	lcl|NZ_CP070228.1_cds_WP_204424463.1_1703	85.206	534	70	2	1	528	1	531	1.91e-154	540	528	100	531
lcl|NC_014218.1_cds_WP_013170964.1_1767	lcl|NZ_CP070228.1_cds_WP_204424466.1_1704	94.020	301	18	0	1	301	1	301	1.12e-129	457	306	98	306
lcl|NC_014218.1_cds_WP_013170968.1_1771	lcl|NZ_CP070228.1_cds_WP_204424473.1_1708	77.279	1448	323	6	1	1445	1	1445	0.0	846	1494	97	1494
lcl|NC_014218.1_cds_WP_013170969.1_1772	lcl|NZ_CP070228.1_cds_WP_204424474.1_1709	84.861	502	74	2	1	501	1	501	6.68e-144	505	507	99	507
lcl|NC_014218.1_cds_WP_013170982.1_1785	lcl|NZ_CP070228.1_cds_WP_013170982.1_1722	96.454	141	5	0	1	141	1	141	8.75e-63	233	141	100	141
